st3
Re        9e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
       -12.4,     -0.8965,     0.03494,     0.02951,     -0.0747
       -12.3,      -0.894,     0.03267,     0.02708,     -0.0755
       -12.2,     -0.8886,     0.03123,     0.02552,     -0.0759
       -12.1,     -0.8821,     0.03011,      0.0243,     -0.0761
         -12,     -0.8748,     0.02917,     0.02326,     -0.0763
       -11.9,     -0.8671,     0.02834,     0.02235,     -0.0765
       -11.8,     -0.8589,      0.0276,     0.02152,     -0.0766
       -11.7,     -0.8505,     0.02692,     0.02077,     -0.0767
       -11.6,     -0.8418,     0.02629,     0.02007,     -0.0768
       -11.5,     -0.8328,     0.02573,     0.01943,     -0.0768
       -11.4,     -0.8237,     0.02518,     0.01881,     -0.0769
       -11.3,     -0.8143,     0.02467,     0.01823,     -0.0769
       -11.2,     -0.8049,      0.0242,     0.01769,      -0.077
       -11.1,     -0.7953,     0.02375,     0.01717,      -0.077
         -11,     -0.7855,     0.02332,     0.01669,     -0.0771
       -10.9,     -0.7756,     0.02292,     0.01622,     -0.0771
       -10.8,     -0.7657,     0.02253,     0.01577,     -0.0771
       -10.7,     -0.7556,     0.02216,     0.01534,     -0.0772
       -10.6,     -0.7454,     0.02181,     0.01494,     -0.0772
       -10.5,     -0.7352,     0.02147,     0.01454,     -0.0772
       -10.4,     -0.7249,     0.02115,     0.01416,     -0.0773
       -10.3,     -0.7145,     0.02084,      0.0138,     -0.0773
       -10.2,      -0.704,     0.02054,     0.01345,     -0.0773
       -10.1,     -0.6935,     0.02025,      0.0131,     -0.0774
         -10,      -0.683,     0.01997,     0.01278,     -0.0774
        -9.9,     -0.6723,      0.0197,     0.01246,     -0.0774
        -9.8,     -0.6616,     0.01944,     0.01215,     -0.0775
        -9.7,     -0.6509,      0.0192,     0.01186,     -0.0775
        -9.6,     -0.6401,     0.01896,     0.01157,     -0.0775
        -9.5,     -0.6293,     0.01873,     0.01129,     -0.0776
        -9.4,     -0.6184,      0.0185,     0.01102,     -0.0776
        -9.3,     -0.6075,     0.01828,     0.01076,     -0.0777
        -9.2,     -0.5966,     0.01807,     0.01051,     -0.0777
        -9.1,     -0.5856,     0.01787,     0.01026,     -0.0777
          -9,     -0.5746,     0.01767,     0.01002,     -0.0778
        -8.9,     -0.5636,     0.01748,     0.00979,     -0.0778
        -8.8,     -0.5525,     0.01729,     0.00956,     -0.0779
        -8.7,     -0.5414,     0.01712,     0.00934,     -0.0779
        -8.6,     -0.5303,     0.01694,     0.00913,     -0.0779
        -8.5,     -0.5191,     0.01677,     0.00892,      -0.078
        -8.4,     -0.5079,     0.01661,     0.00872,      -0.078
        -8.3,     -0.4967,     0.01645,     0.00853,     -0.0781
        -8.2,     -0.4855,      0.0163,     0.00834,     -0.0781
        -8.1,     -0.4743,     0.01614,     0.00815,     -0.0782
          -8,      -0.463,       0.016,     0.00797,     -0.0782
        -7.9,     -0.4517,     0.01586,     0.00779,     -0.0783
        -7.8,     -0.4404,     0.01572,     0.00762,     -0.0783
        -7.7,     -0.4291,     0.01559,     0.00746,     -0.0783
        -7.6,     -0.4178,     0.01546,      0.0073,     -0.0784
        -7.5,     -0.4064,     0.01534,     0.00714,     -0.0784
        -7.4,     -0.3951,     0.01522,     0.00699,     -0.0785
        -7.3,     -0.3837,      0.0151,     0.00684,     -0.0785
        -7.2,     -0.3723,     0.01498,      0.0067,     -0.0786
        -7.1,     -0.3609,     0.01487,     0.00656,     -0.0786
          -7,     -0.3495,     0.01476,     0.00642,     -0.0787
        -6.9,      -0.338,     0.01466,     0.00629,     -0.0787
        -6.8,     -0.3266,     0.01456,     0.00616,     -0.0788
        -6.7,     -0.3152,     0.01446,     0.00603,     -0.0789
        -6.6,     -0.3037,     0.01436,      0.0059,     -0.0789
        -6.5,     -0.2922,     0.01427,     0.00578,      -0.079
        -6.4,     -0.2808,     0.01418,     0.00567,      -0.079
        -6.3,     -0.2693,     0.01409,     0.00556,     -0.0791
        -6.2,     -0.2578,     0.01401,     0.00545,     -0.0791
        -6.1,     -0.2463,     0.01392,     0.00534,     -0.0792
          -6,     -0.2348,     0.01384,     0.00524,     -0.0792
        -5.9,     -0.2233,     0.01377,     0.00513,     -0.0793
        -5.8,     -0.2117,     0.01369,     0.00503,     -0.0793
        -5.7,     -0.2002,     0.01362,     0.00494,     -0.0794
        -5.6,     -0.1887,     0.01355,     0.00485,     -0.0795
        -5.5,     -0.1771,     0.01348,     0.00476,     -0.0795
        -5.4,     -0.1656,     0.01341,     0.00467,     -0.0796
        -5.3,     -0.1541,     0.01335,     0.00459,     -0.0796
        -5.2,     -0.1425,     0.01329,     0.00451,     -0.0797
        -5.1,      -0.131,     0.01323,     0.00443,     -0.0797
          -5,     -0.1194,     0.01317,     0.00435,     -0.0798
        -4.9,     -0.1078,     0.01312,     0.00427,     -0.0799
        -4.8,     -0.0963,     0.01306,      0.0042,     -0.0799
        -4.7,     -0.0847,     0.01301,     0.00413,       -0.08
        -4.6,     -0.0731,     0.01296,     0.00406,       -0.08
