st4
Re        5e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6248,     0.24539,     0.24029,      0.0331
       -19.9,     -0.6214,     0.24405,     0.23893,      0.0324
       -19.8,      -0.618,     0.24269,     0.23758,      0.0316
       -19.7,     -0.6146,     0.24134,     0.23622,      0.0308
       -19.6,     -0.6112,     0.23999,     0.23486,        0.03
       -19.5,     -0.6079,     0.23864,     0.23351,      0.0293
       -19.4,     -0.6045,     0.23729,     0.23215,      0.0285
       -19.3,     -0.6012,     0.23594,      0.2308,      0.0278
       -19.2,     -0.5978,      0.2346,     0.22945,       0.027
       -19.1,     -0.5945,     0.23326,     0.22809,      0.0262
         -19,     -0.5912,     0.23192,     0.22675,      0.0255
       -18.9,     -0.5878,     0.23059,     0.22541,      0.0248
       -18.8,     -0.5845,     0.22926,     0.22408,       0.024
       -18.7,     -0.5812,     0.22793,     0.22275,      0.0233
       -18.6,     -0.5778,     0.22661,     0.22142,      0.0226
       -18.5,     -0.5745,     0.22529,     0.22009,      0.0218
       -18.4,     -0.5712,     0.22397,     0.21876,      0.0211
       -18.3,     -0.5678,     0.22265,     0.21744,      0.0204
       -18.2,     -0.5645,     0.22133,     0.21611,      0.0197
       -18.1,     -0.5612,     0.22002,     0.21479,      0.0189
         -18,     -0.5578,      0.2187,     0.21348,      0.0182
       -17.9,     -0.5545,      0.2174,     0.21217,      0.0175
       -17.8,     -0.5511,      0.2161,     0.21086,      0.0168
       -17.7,     -0.5478,      0.2148,     0.20956,      0.0161
       -17.6,     -0.5445,     0.21351,     0.20826,      0.0154
       -17.5,     -0.5411,     0.21222,     0.20697,      0.0147
       -17.4,     -0.5378,     0.21094,     0.20568,       0.014
       -17.3,     -0.5345,     0.20965,     0.20439,      0.0134
       -17.2,     -0.5312,     0.20837,      0.2031,      0.0127
       -17.1,     -0.5279,     0.20709,     0.20182,       0.012
         -17,     -0.5246,     0.20582,     0.20054,      0.0113
       -16.9,     -0.5213,     0.20454,     0.19926,      0.0107
       -16.8,      -0.518,     0.20327,     0.19798,        0.01
       -16.7,     -0.5147,       0.202,      0.1967,      0.0094
       -16.6,     -0.5114,     0.20073,     0.19543,      0.0087
       -16.5,     -0.5082,     0.19946,     0.19415,      0.0081
       -16.4,     -0.5049,      0.1982,     0.19288,      0.0074
       -16.3,     -0.5017,     0.19693,     0.19161,      0.0068
       -16.2,     -0.4985,     0.19567,     0.19034,      0.0061
       -16.1,     -0.4953,     0.19441,     0.18908,      0.0055
         -16,     -0.4921,     0.19315,     0.18781,      0.0049
       -15.9,     -0.4889,     0.19189,     0.18655,      0.0043
       -15.8,     -0.4858,     0.19063,     0.18528,      0.0036
       -15.7,     -0.4826,     0.18937,     0.18402,       0.003
       -15.6,     -0.4795,     0.18812,     0.18276,      0.0024
       -15.5,     -0.4764,     0.18686,      0.1815,      0.0018
       -15.4,     -0.4733,     0.18561,     0.18024,      0.0012
       -15.3,     -0.4702,     0.18435,     0.17898,      0.0006
       -15.2,     -0.4671,     0.18309,     0.17772,           0
       -15.1,      -0.464,     0.18183,     0.17645,     -0.0005
         -15,     -0.4609,     0.18056,     0.17518,     -0.0011
       -14.9,     -0.4578,     0.17929,     0.17391,     -0.0017
       -14.8,     -0.4547,     0.17803,     0.17263,     -0.0023
       -14.7,     -0.4517,     0.17675,     0.17136,     -0.0029
       -14.6,     -0.4486,     0.17549,     0.17009,     -0.0035
       -14.5,     -0.4456,     0.17422,     0.16881,      -0.004
       -14.4,     -0.4426,     0.17295,     0.16754,     -0.0046
       -14.3,     -0.4396,     0.17168,     0.16626,     -0.0052
       -14.2,     -0.4366,     0.17041,     0.16499,     -0.0058
       -14.1,     -0.4336,     0.16913,     0.16371,     -0.0063
         -14,     -0.4306,     0.16786,     0.16243,     -0.0069
       -13.9,     -0.4277,     0.16659,     0.16116,     -0.0074
       -13.8,     -0.4248,     0.16532,     0.15988,      -0.008
       -13.7,     -0.4219,     0.16405,     0.15861,     -0.0085
       -13.6,      -0.419,     0.16278,     0.15733,      -0.009
       -13.5,     -0.4209,     0.15951,     0.15406,     -0.0098
       -13.4,     -0.4185,     0.15805,      0.1526,     -0.0104
       -13.3,      -0.416,     0.15664,     0.15118,     -0.0109
       -13.2,     -0.4136,     0.15523,     0.14977,     -0.0115
       -13.1,     -0.4111,     0.15378,     0.14832,     -0.0121
         -13,     -0.4087,     0.15235,     0.14688,     -0.0126
       -12.9,     -0.4062,     0.15093,     0.14545,     -0.0132
       -12.8,     -0.4037,     0.14956,     0.14408,     -0.0137
       -12.7,     -0.4011,     0.14823,     0.14275,     -0.0143
       -12.6,     -0.3985,      0.1469,     0.14141,     -0.0148
       -12.5,     -0.3959,     0.14557,     0.14008,     -0.0153
       -12.4,     -0.3934,     0.14424,     0.13875,     -0.0159
       -12.3,     -0.3908,     0.14291,     0.13741,     -0.0164
       -12.2,     -0.3883,     0.14158,     0.13608,     -0.0169
       -12.1,     -0.3859,     0.14025,     0.13475,     -0.0174
         -12,     -0.3834,     0.13892,     0.13341,      -0.018
       -11.9,      -0.381,     0.13759,     0.13208,     -0.0185
