st8
Re        7e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
          -7,     -0.3043,     0.02079,     0.01437,     -0.1046
        -6.9,     -0.2931,      0.0198,     0.01322,     -0.1052
        -6.8,      -0.282,     0.01906,     0.01234,     -0.1056
        -6.7,     -0.2708,     0.01845,      0.0116,      -0.106
        -6.6,     -0.2597,     0.01792,     0.01096,     -0.1063
        -6.5,     -0.2486,     0.01745,     0.01038,     -0.1065
        -6.4,     -0.2374,     0.01701,     0.00984,     -0.1068
        -6.3,     -0.2262,     0.01661,     0.00934,      -0.107
        -6.2,      -0.215,     0.01624,     0.00887,     -0.1072
        -6.1,     -0.2039,     0.01592,     0.00846,     -0.1073
          -6,     -0.1927,      0.0156,     0.00805,     -0.1075
        -5.9,     -0.1815,     0.01531,     0.00769,     -0.1077
        -5.8,     -0.1703,     0.01504,     0.00734,     -0.1078
        -5.7,     -0.1591,     0.01479,     0.00701,     -0.1079
        -5.6,     -0.1479,     0.01457,     0.00672,      -0.108
        -5.5,     -0.1366,     0.01434,     0.00642,     -0.1081
        -5.4,     -0.1254,     0.01414,     0.00615,     -0.1082
        -5.3,     -0.1142,     0.01394,     0.00588,     -0.1083
        -5.2,      -0.103,     0.01377,     0.00564,     -0.1084
        -5.1,     -0.0918,      0.0136,     0.00542,     -0.1085
          -5,     -0.0806,     0.01344,     0.00521,     -0.1086
        -4.9,     -0.0694,      0.0133,     0.00501,     -0.1086
        -4.8,     -0.0582,     0.01316,     0.00482,     -0.1087
        -4.7,      -0.047,     0.01303,     0.00464,     -0.1088
        -4.6,     -0.0358,     0.01291,     0.00447,     -0.1088
        -4.5,     -0.0246,     0.01279,     0.00431,     -0.1089
        -4.4,     -0.0134,     0.01268,     0.00416,     -0.1089
        -4.3,     -0.0022,     0.01258,     0.00401,      -0.109
        -4.2,       0.009,     0.01248,     0.00387,      -0.109
        -4.1,      0.0202,     0.01239,     0.00374,     -0.1091
          -4,      0.0314,      0.0123,     0.00361,     -0.1091
        -3.9,      0.0426,     0.01222,     0.00349,     -0.1091
        -3.8,      0.0537,     0.01214,     0.00338,     -0.1092
        -3.7,      0.0649,     0.01207,     0.00327,     -0.1092
        -3.6,      0.0761,       0.012,     0.00317,     -0.1092
        -3.5,      0.0873,     0.01193,     0.00307,     -0.1093
        -3.4,      0.0985,     0.01187,     0.00298,     -0.1093
        -3.3,      0.1096,     0.01181,     0.00289,     -0.1093
        -3.2,      0.1209,     0.01175,     0.00269,     -0.1093
        -3.1,      0.1321,      0.0117,     0.00261,     -0.1094
          -3,      0.1432,     0.01165,     0.00254,     -0.1094
        -2.9,      0.1544,     0.01161,     0.00247,     -0.1094
        -2.8,      0.1656,     0.01157,     0.00241,     -0.1094
        -2.7,      0.1767,     0.01153,     0.00235,     -0.1095
        -2.6,      0.1879,     0.01149,     0.00229,     -0.1095
        -2.5,       0.199,     0.01146,     0.00224,     -0.1095
        -2.4,      0.2102,     0.01143,     0.00219,     -0.1095
        -2.3,      0.2213,      0.0114,     0.00214,     -0.1095
        -2.2,      0.2324,     0.01137,      0.0021,     -0.1095
        -2.1,      0.2436,     0.01135,     0.00206,     -0.1096
          -2,      0.2547,     0.01133,     0.00202,     -0.1096
        -1.9,      0.2658,     0.01131,     0.00199,     -0.1096
        -1.8,      0.2769,     0.01129,     0.00196,     -0.1096
        -1.7,      0.2881,     0.01128,     0.00193,     -0.1096
        -1.6,      0.2992,     0.01126,      0.0019,     -0.1096
        -1.5,      0.3103,     0.01125,     0.00188,     -0.1096
        -1.4,      0.3214,     0.01124,     0.00186,     -0.1096
        -1.3,      0.3325,     0.01123,     0.00184,     -0.1096
        -1.2,      0.3436,     0.01122,     0.00182,     -0.1096
