st3
Re        4e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
       -10.1,     -0.6572,     0.03558,     0.02906,     -0.0737
         -10,     -0.6548,      0.0322,     0.02537,      -0.075
        -9.9,     -0.6479,     0.03065,     0.02364,     -0.0755
        -9.8,       -0.64,     0.02949,     0.02234,     -0.0758
        -9.7,     -0.6315,     0.02854,     0.02126,     -0.0761
        -9.6,     -0.6226,     0.02772,     0.02032,     -0.0763
        -9.5,     -0.6134,       0.027,     0.01948,     -0.0765
        -9.4,     -0.6039,     0.02634,     0.01872,     -0.0766
        -9.3,     -0.5943,     0.02574,     0.01802,     -0.0767
        -9.2,     -0.5844,      0.0252,     0.01738,     -0.0769
        -9.1,     -0.5744,     0.02469,     0.01678,      -0.077
          -9,     -0.5643,     0.02422,     0.01621,     -0.0771
        -8.9,     -0.5541,     0.02377,     0.01569,     -0.0771
        -8.8,     -0.5438,     0.02336,     0.01519,     -0.0772
        -8.7,     -0.5334,     0.02296,     0.01471,     -0.0773
        -8.6,     -0.5229,     0.02259,     0.01426,     -0.0774
        -8.5,     -0.5123,     0.02224,     0.01384,     -0.0774
        -8.4,     -0.5017,      0.0219,     0.01343,     -0.0775
        -8.3,      -0.491,     0.02159,     0.01304,     -0.0776
        -8.2,     -0.4802,     0.02128,     0.01266,     -0.0776
        -8.1,     -0.4694,     0.02099,      0.0123,     -0.0777
          -8,     -0.4586,     0.02071,     0.01196,     -0.0777
        -7.9,     -0.4477,     0.02045,     0.01163,     -0.0778
        -7.8,     -0.4367,     0.02019,     0.01132,     -0.0778
        -7.7,     -0.4257,     0.01995,     0.01101,     -0.0779
        -7.6,     -0.4147,     0.01972,     0.01072,     -0.0779
        -7.5,     -0.4037,     0.01949,     0.01044,      -0.078
        -7.4,     -0.3926,     0.01928,     0.01017,     -0.0781
        -7.3,     -0.3815,     0.01907,      0.0099,     -0.0781
        -7.2,     -0.3704,     0.01887,     0.00965,     -0.0782
        -7.1,     -0.3592,     0.01868,      0.0094,     -0.0782
          -7,     -0.3481,     0.01849,     0.00917,     -0.0783
        -6.9,     -0.3369,     0.01831,     0.00894,     -0.0783
        -6.8,     -0.3256,     0.01814,     0.00872,     -0.0783
        -6.7,     -0.3144,     0.01798,      0.0085,     -0.0784
        -6.6,     -0.3032,     0.01782,      0.0083,     -0.0784
        -6.5,     -0.2919,     0.01766,      0.0081,     -0.0785
        -6.4,     -0.2806,     0.01751,      0.0079,     -0.0785
        -6.3,     -0.2693,     0.01737,     0.00772,     -0.0786
        -6.2,      -0.258,     0.01723,     0.00754,     -0.0786
        -6.1,     -0.2466,      0.0171,     0.00736,     -0.0787
          -6,     -0.2353,     0.01697,      0.0072,     -0.0787
        -5.9,      -0.224,     0.01685,     0.00703,     -0.0788
        -5.8,     -0.2126,     0.01672,     0.00687,     -0.0788
        -5.7,     -0.2012,     0.01661,     0.00672,     -0.0789
        -5.6,     -0.1899,      0.0165,     0.00657,     -0.0789
        -5.5,     -0.1785,     0.01639,     0.00644,      -0.079
        -5.4,     -0.1671,     0.01628,     0.00629,      -0.079
        -5.3,     -0.1557,     0.01617,     0.00616,     -0.0791
        -5.2,     -0.1443,     0.01607,     0.00602,     -0.0791
        -5.1,     -0.1328,     0.01598,     0.00589,     -0.0792
          -5,     -0.1214,     0.01588,     0.00577,     -0.0792
        -4.9,       -0.11,     0.01579,     0.00564,     -0.0792
        -4.8,     -0.0986,     0.01571,     0.00553,     -0.0793
        -4.7,     -0.0871,     0.01562,     0.00542,     -0.0793
        -4.6,     -0.0757,     0.01554,     0.00531,     -0.0794
        -4.5,     -0.0642,     0.01546,     0.00521,     -0.0794
        -4.4,     -0.0528,     0.01539,     0.00511,     -0.0795
        -4.3,     -0.0413,     0.01532,     0.00501,     -0.0795
        -4.2,     -0.0299,     0.01525,     0.00492,     -0.0796
        -4.1,     -0.0184,     0.01519,     0.00483,     -0.0796
          -4,      -0.007,     0.01513,     0.00475,     -0.0797
        -3.9,      0.0045,     0.01507,     0.00467,     -0.0797
        -3.8,      0.0159,     0.01501,     0.00459,     -0.0798
        -3.7,      0.0274,     0.01494,      0.0045,     -0.0798
        -3.6,      0.0389,     0.01488,     0.00442,     -0.0799
        -3.5,      0.0503,     0.01476,     0.00432,     -0.0799
        -3.4,      0.0617,     0.01472,     0.00425,       -0.08
        -3.3,      0.0732,     0.01466,     0.00419,       -0.08
        -3.2,      0.0847,     0.01461,     0.00412,     -0.0801
        -3.1,      0.0961,     0.01455,     0.00406,     -0.0801
          -3,      0.1076,     0.01451,     0.00401,     -0.0802
        -2.9,       0.119,     0.01446,     0.00396,     -0.0802
        -2.8,      0.1305,     0.01442,     0.00391,     -0.0803
        -2.7,       0.142,     0.01439,     0.00387,     -0.0803
        -2.6,      0.1534,     0.01436,     0.00382,     -0.0804
        -2.5,      0.1649,     0.01434,     0.00373,     -0.0804
        -2.4,      0.1764,     0.01431,     0.00369,     -0.0805
        -2.3,      0.1879,     0.01428,     0.00366,     -0.0805
        -2.2,      0.1993,     0.01426,     0.00363,     -0.0805
        -2.1,      0.2108,     0.01423,     0.00359,     -0.0806
          -2,      0.2222,     0.01421,     0.00357,     -0.0806
        -1.9,      0.2337,     0.01419,     0.00354,     -0.0807
        -1.8,      0.2451,     0.01417,     0.00352,     -0.0807
        -1.7,      0.2565,     0.01417,      0.0035,     -0.0808
        -1.6,       0.268,     0.01416,     0.00348,     -0.0808
        -1.5,      0.2794,     0.01416,     0.00346,     -0.0808
        -1.4,      0.2909,     0.01416,     0.00345,     -0.0809
        -1.3,      0.3023,     0.01415,     0.00344,     -0.0809
        -1.2,      0.3137,     0.01415,     0.00343,      -0.081
        -1.1,      0.3251,     0.01415,     0.00342,      -0.081
          -1,      0.3365,     0.01415,     0.00341,      -0.081
        -0.9,      0.3479,     0.01416,     0.00341,     -0.0811
        -0.8,      0.3593,     0.01417,     0.00341,     -0.0811
        -0.7,      0.3707,     0.01419,     0.00341,     -0.0811
        -0.6,      0.3821,     0.01421,     0.00341,     -0.0812
        -0.5,      0.3935,     0.01423,     0.00341,     -0.0812
        -0.4,      0.4049,     0.01425,     0.00342,     -0.0812
        -0.3,      0.4162,     0.01427,     0.00342,     -0.0812
        -0.2,      0.4276,     0.01429,     0.00343,     -0.0813
        -0.1,      0.4389,     0.01431,     0.00345,     -0.0813
           0,      0.4503,     0.01434,     0.00346,     -0.0813
         0.1,      0.4616,     0.01436,     0.00347,     -0.0813
         0.2,      0.4729,     0.01439,     0.00349,     -0.0814
         0.3,      0.4842,     0.01442,     0.00351,     -0.0814
         0.4,      0.4955,     0.01445,     0.00353,     -0.0814
         0.5,      0.5068,     0.01448,     0.00355,     -0.0814
         0.6,      0.5181,     0.01451,     0.00358,     -0.0814
         0.7,      0.5293,     0.01454,      0.0036,     -0.0815
         0.8,      0.5406,     0.01458,     0.00363,     -0.0815
         0.9,      0.5518,     0.01461,     0.00366,     -0.0815
           1,      0.5631,     0.01465,     0.00369,     -0.0815
         1.1,      0.5743,     0.01469,     0.00372,     -0.0815
         1.2,      0.5855,     0.01473,     0.00376,     -0.0815
         1.3,      0.5967,     0.01476,     0.00379,     -0.0815
         1.4,      0.6079,      0.0148,     0.00383,     -0.0815
         1.5,      0.6191,     0.01485,     0.00386,     -0.0815
         1.6,      0.6303,     0.01489,      0.0039,     -0.0816
         1.7,      0.6414,     0.01493,     0.00395,     -0.0816
         1.8,      0.6525,     0.01497,     0.00401,     -0.0816
         1.9,      0.6637,     0.01502,     0.00405,     -0.0816
           2,      0.6748,     0.01507,     0.00409,     -0.0816
         2.1,      0.6859,     0.01511,     0.00413,     -0.0816
         2.2,       0.697,     0.01516,     0.00418,     -0.0816
         2.3,       0.708,     0.01521,     0.00423,     -0.0816
         2.4,      0.7191,     0.01526,     0.00427,     -0.0816
         2.5,      0.7301,     0.01532,     0.00432,     -0.0815
         2.6,      0.7412,     0.01537,     0.00438,     -0.0815
         2.7,      0.7522,     0.01542,     0.00443,     -0.0815
         2.8,      0.7632,     0.01548,     0.00448,     -0.0815
         2.9,      0.7742,     0.01553,     0.00454,     -0.0815
           3,      0.7851,     0.01559,     0.00459,     -0.0815
         3.1,      0.7961,     0.01565,     0.00465,     -0.0815
         3.2,       0.807,     0.01571,     0.00471,     -0.0814
         3.3,      0.8179,     0.01577,     0.00477,     -0.0814
         3.4,      0.8288,     0.01583,     0.00484,     -0.0814
         3.5,      0.8397,     0.01589,      0.0049,     -0.0814
