st10
Re        2e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.7373,     0.25863,     0.25255,      0.0571
       -19.9,     -0.7339,     0.25729,     0.25119,      0.0563
       -19.8,     -0.7305,     0.25593,     0.24983,      0.0555
       -19.7,     -0.7271,     0.25458,     0.24847,      0.0547
       -19.6,     -0.7238,     0.25322,      0.2471,      0.0539
       -19.5,     -0.7204,     0.25187,     0.24574,      0.0532
       -19.4,      -0.717,     0.25051,     0.24437,      0.0524
       -19.3,     -0.7136,     0.24915,       0.243,      0.0516
       -19.2,     -0.7103,     0.24778,     0.24163,      0.0508
       -19.1,     -0.7069,     0.24642,     0.24026,        0.05
         -19,     -0.7036,     0.24505,     0.23888,      0.0493
       -18.9,     -0.7002,     0.24367,      0.2375,      0.0485
       -18.8,     -0.6969,      0.2423,     0.23612,      0.0477
       -18.7,     -0.6936,     0.24093,     0.23474,       0.047
       -18.6,     -0.6903,     0.23955,     0.23336,      0.0462
       -18.5,     -0.6869,     0.23817,     0.23197,      0.0455
       -18.4,     -0.6837,     0.23679,     0.23058,      0.0447
       -18.3,     -0.6804,     0.23541,     0.22919,       0.044
       -18.2,     -0.6771,     0.23402,      0.2278,      0.0432
       -18.1,     -0.6738,     0.23264,     0.22641,      0.0425
         -18,     -0.6706,     0.23125,     0.22501,      0.0418
       -17.9,     -0.6673,     0.22986,     0.22362,       0.041
       -17.8,     -0.6641,     0.22846,     0.22222,      0.0403
       -17.7,     -0.6609,     0.22707,     0.22081,      0.0396
       -17.6,     -0.6577,     0.22568,     0.21941,      0.0389
       -17.5,     -0.6545,     0.22427,       0.218,      0.0381
       -17.4,     -0.6514,     0.22288,      0.2166,      0.0374
       -17.3,     -0.6482,     0.22147,     0.21518,      0.0367
       -17.2,     -0.6451,     0.22006,     0.21377,       0.036
       -17.1,     -0.6419,     0.21864,     0.21234,      0.0353
         -17,     -0.6388,     0.21722,     0.21091,      0.0346
       -16.9,     -0.6357,     0.21579,     0.20948,      0.0339
       -16.8,     -0.6326,     0.21436,     0.20804,      0.0332
       -16.7,     -0.6295,     0.21293,     0.20661,      0.0325
       -16.6,     -0.6264,     0.21149,     0.20517,      0.0318
       -16.5,     -0.6233,     0.21006,     0.20373,      0.0311
       -16.4,     -0.6203,     0.20862,     0.20228,      0.0305
       -16.3,     -0.6173,     0.20718,     0.20084,      0.0298
       -16.2,     -0.6143,     0.20574,     0.19939,      0.0291
       -16.1,     -0.6113,     0.20429,     0.19794,      0.0284
         -16,     -0.6084,     0.20284,     0.19648,      0.0278
       -15.9,     -0.6054,      0.2014,     0.19503,      0.0271
       -15.8,     -0.6025,     0.19995,     0.19358,      0.0264
       -15.7,     -0.5996,      0.1985,     0.19213,      0.0258
       -15.6,     -0.5968,     0.19705,     0.19067,      0.0251
       -15.5,     -0.5939,     0.19561,     0.18922,      0.0245
       -15.4,     -0.5911,     0.19416,     0.18777,      0.0239
       -15.3,     -0.5883,     0.19271,     0.18631,      0.0232
       -15.2,     -0.5855,     0.19126,     0.18486,      0.0226
       -15.1,     -0.5828,     0.18981,     0.18341,       0.022
         -15,     -0.5801,     0.18837,     0.18196,      0.0213
       -14.9,     -0.5774,     0.18692,     0.18051,      0.0207
       -14.8,     -0.5747,     0.18548,     0.17907,      0.0201
       -14.7,     -0.5721,     0.18404,     0.17762,      0.0195
       -14.6,     -0.5695,     0.18261,     0.17618,      0.0189
       -14.5,     -0.5669,     0.18118,     0.17474,      0.0183
       -14.4,     -0.5643,     0.17974,     0.17331,      0.0177
       -14.3,     -0.5617,     0.17831,     0.17187,      0.0171
       -14.2,     -0.5591,     0.17688,     0.17043,      0.0165
       -14.1,     -0.5566,     0.17544,     0.16899,      0.0159
         -14,      -0.554,     0.17401,     0.16756,      0.0153
       -13.9,     -0.5515,     0.17258,     0.16612,      0.0147
       -13.8,      -0.549,     0.17115,     0.16469,      0.0141
       -13.7,     -0.5465,     0.16973,     0.16327,      0.0136
       -13.6,      -0.544,      0.1683,     0.16184,       0.013
       -13.5,     -0.5415,     0.16688,     0.16042,      0.0124
       -13.4,     -0.5391,     0.16547,     0.15899,      0.0118
       -13.3,     -0.5367,     0.16405,     0.15758,      0.0113
       -13.2,     -0.5343,     0.16264,     0.15616,      0.0107
