st1
Re        3e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -1.0054,     0.14887,     0.14131,      0.0113
       -19.9,     -1.0072,     0.14697,     0.13937,      0.0103
       -19.8,     -1.0101,     0.14489,     0.13726,      0.0092
       -19.7,     -1.0121,     0.14298,     0.13531,      0.0081
       -19.6,     -1.0127,     0.14134,     0.13363,      0.0073
       -19.5,     -1.0129,     0.13977,     0.13204,      0.0065
       -19.4,     -1.0128,     0.13827,     0.13051,      0.0057
       -19.3,     -1.0125,     0.13681,     0.12901,       0.005
       -19.2,     -1.0121,     0.13537,     0.12755,      0.0043
       -19.1,     -1.0116,     0.13396,      0.1261,      0.0036
         -19,      -1.011,     0.13255,     0.12467,      0.0029
       -18.9,     -1.0104,     0.13115,     0.12324,      0.0022
       -18.8,     -1.0098,     0.12973,     0.12179,      0.0015
       -18.7,     -1.0095,     0.12827,      0.1203,      0.0008
       -18.6,     -1.0099,     0.12669,      0.1187,      0.0001
       -18.5,     -1.0111,     0.12498,     0.11695,     -0.0007
       -18.4,     -1.0143,     0.12296,     0.11489,     -0.0017
       -18.3,     -1.0211,     0.12031,     0.11218,      -0.003
       -18.2,      -1.026,     0.11799,     0.10981,     -0.0041
       -18.1,     -1.0306,     0.11574,     0.10751,     -0.0051
         -18,     -1.0335,      0.1138,     0.10554,      -0.006
       -17.9,     -1.0358,     0.11196,     0.10365,     -0.0068
       -17.8,     -1.0381,     0.11014,     0.10179,     -0.0076
       -17.7,     -1.0407,     0.10824,     0.09985,     -0.0085
       -17.6,     -1.0446,     0.10615,     0.09771,     -0.0094
       -17.5,     -1.0479,      0.1042,     0.09572,     -0.0102
       -17.4,     -1.0491,     0.10259,     0.09407,     -0.0109
       -17.3,     -1.0499,     0.10105,      0.0925,     -0.0115
       -17.2,     -1.0504,     0.09956,     0.09097,     -0.0121
       -17.1,     -1.0507,     0.09807,     0.08945,     -0.0127
         -17,     -1.0511,     0.09658,     0.08792,     -0.0133
       -16.9,     -1.0521,     0.09501,     0.08631,     -0.0139
       -16.8,     -1.0539,     0.09331,     0.08457,     -0.0146
       -16.7,     -1.0576,     0.09131,     0.08253,     -0.0154
       -16.6,     -1.0604,     0.08945,     0.08062,     -0.0162
       -16.5,     -1.0614,      0.0879,     0.07903,     -0.0168
       -16.4,     -1.0623,     0.08638,     0.07748,     -0.0173
       -16.3,     -1.0631,     0.08489,     0.07595,     -0.0179
       -16.2,     -1.0638,     0.08339,     0.07441,     -0.0184
       -16.1,     -1.0652,     0.08182,     0.07281,      -0.019
         -16,     -1.0677,     0.08008,     0.07103,     -0.0197
       -15.9,     -1.0716,     0.07814,     0.06904,     -0.0205
       -15.8,     -1.0728,     0.07662,     0.06748,      -0.021
       -15.7,     -1.0736,     0.07517,     0.06599,     -0.0215
       -15.6,     -1.0742,     0.07374,     0.06452,      -0.022
       -15.5,      -1.075,     0.07228,     0.06302,     -0.0226
       -15.4,     -1.0764,     0.07073,     0.06143,     -0.0231
       -15.3,     -1.0791,     0.06901,     0.05966,     -0.0238
       -15.2,     -1.0803,     0.06751,     0.05812,     -0.0243
