st10
Re        3e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.8,     -0.5162,     0.03042,      0.0234,     -0.0663
        -7.7,     -0.5084,      0.0279,     0.02052,     -0.0671
        -7.6,     -0.4993,     0.02643,     0.01882,     -0.0675
        -7.5,     -0.4898,     0.02534,     0.01752,     -0.0678
        -7.4,     -0.4799,     0.02446,     0.01647,      -0.068
        -7.3,     -0.4698,      0.0237,     0.01555,     -0.0682
        -7.2,     -0.4595,     0.02304,     0.01475,     -0.0683
        -7.1,     -0.4492,     0.02246,     0.01403,     -0.0685
          -7,     -0.4387,     0.02192,     0.01336,     -0.0686
        -6.9,     -0.4282,     0.02144,     0.01276,     -0.0687
        -6.8,     -0.4175,     0.02099,      0.0122,     -0.0687
        -6.7,     -0.4069,     0.02059,     0.01169,     -0.0688
        -6.6,     -0.3961,     0.02021,     0.01121,     -0.0689
        -6.5,     -0.3853,     0.01986,     0.01076,      -0.069
        -6.4,     -0.3745,     0.01953,     0.01034,      -0.069
        -6.3,     -0.3637,     0.01922,     0.00994,     -0.0691
        -6.2,     -0.3528,     0.01893,     0.00957,     -0.0691
        -6.1,     -0.3419,     0.01866,     0.00922,     -0.0692
          -6,     -0.3309,      0.0184,     0.00887,     -0.0692
        -5.9,     -0.3199,     0.01816,     0.00856,     -0.0693
        -5.8,      -0.309,     0.01792,     0.00825,     -0.0693
        -5.7,      -0.298,      0.0177,     0.00796,     -0.0693
        -5.6,     -0.2869,     0.01749,     0.00768,     -0.0694
        -5.5,     -0.2759,     0.01729,     0.00742,     -0.0694
        -5.4,     -0.2648,      0.0171,     0.00716,     -0.0695
        -5.3,     -0.2538,     0.01692,     0.00692,     -0.0695
        -5.2,     -0.2427,     0.01675,     0.00669,     -0.0695
        -5.1,     -0.2316,     0.01658,     0.00645,     -0.0696
          -5,     -0.2205,     0.01642,     0.00624,     -0.0696
        -4.9,     -0.2094,     0.01627,     0.00604,     -0.0696
        -4.8,     -0.1982,     0.01613,     0.00585,     -0.0696
        -4.7,     -0.1871,     0.01599,     0.00566,     -0.0697
        -4.6,      -0.176,     0.01586,     0.00548,     -0.0697
        -4.5,     -0.1648,     0.01574,     0.00532,     -0.0697
        -4.4,     -0.1537,     0.01562,     0.00515,     -0.0698
        -4.3,     -0.1425,     0.01551,       0.005,     -0.0698
        -4.2,     -0.1314,      0.0154,     0.00485,     -0.0698
        -4.1,     -0.1202,      0.0153,     0.00471,     -0.0698
          -4,      -0.109,      0.0152,     0.00457,     -0.0699
        -3.9,     -0.0979,      0.0151,     0.00444,     -0.0699
        -3.8,     -0.0867,     0.01501,     0.00431,     -0.0699
        -3.7,     -0.0755,     0.01492,     0.00419,       -0.07
        -3.6,     -0.0643,     0.01484,     0.00407,       -0.07
        -3.5,     -0.0531,     0.01476,     0.00396,       -0.07
        -3.4,     -0.0419,     0.01468,     0.00385,       -0.07
        -3.3,     -0.0307,     0.01461,     0.00375,     -0.0701
        -3.2,     -0.0195,     0.01454,     0.00366,     -0.0701
        -3.1,     -0.0083,     0.01448,     0.00357,     -0.0701
          -3,      0.0029,     0.01442,     0.00347,     -0.0701
        -2.9,      0.0141,     0.01436,     0.00329,     -0.0701
        -2.8,      0.0253,     0.01431,     0.00321,     -0.0702
        -2.7,      0.0365,     0.01425,     0.00314,     -0.0702
        -2.6,      0.0477,     0.01419,     0.00306,     -0.0702
        -2.4,      0.0701,     0.01401,     0.00291,     -0.0703
        -2.3,      0.0812,     0.01392,     0.00284,     -0.0703
        -2.2,      0.0924,     0.01388,     0.00278,     -0.0704
        -2.1,      0.1036,     0.01381,     0.00273,     -0.0704
          -2,      0.1148,     0.01376,     0.00268,     -0.0704
        -1.9,       0.126,     0.01373,     0.00264,     -0.0705
        -1.8,      0.1372,     0.01369,      0.0026,     -0.0705
        -1.7,      0.1484,     0.01366,     0.00256,     -0.0705
        -1.6,      0.1596,     0.01364,     0.00253,     -0.0705
        -1.5,      0.1708,     0.01361,      0.0025,     -0.0705
        -1.4,       0.182,     0.01361,     0.00247,     -0.0706
        -1.3,      0.1932,      0.0136,     0.00245,     -0.0706
        -1.2,      0.2044,     0.01361,     0.00243,     -0.0706
        -1.1,      0.2156,     0.01361,     0.00241,     -0.0706
          -1,      0.2268,     0.01361,     0.00239,     -0.0706
        -0.9,      0.2379,     0.01361,     0.00238,     -0.0706
        -0.8,      0.2491,     0.01362,     0.00237,     -0.0706
