st9
Re        2e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.7159,     0.25773,     0.25161,      0.0488
       -19.9,     -0.7126,     0.25641,     0.25028,       0.048
       -19.8,     -0.7092,     0.25509,     0.24895,      0.0472
       -19.7,     -0.7058,     0.25377,     0.24762,      0.0464
       -19.6,     -0.7024,     0.25244,     0.24628,      0.0457
       -19.5,     -0.6991,     0.25111,     0.24495,      0.0449
       -19.4,     -0.6957,     0.24979,     0.24362,      0.0441
       -19.3,     -0.6924,     0.24846,     0.24228,      0.0434
       -19.2,      -0.689,     0.24713,     0.24094,      0.0426
       -19.1,     -0.6857,     0.24579,      0.2396,      0.0418
         -19,     -0.6823,     0.24446,     0.23825,      0.0411
       -18.9,      -0.679,     0.24312,     0.23691,      0.0403
       -18.8,     -0.6757,     0.24178,     0.23556,      0.0396
       -18.7,     -0.6723,     0.24044,     0.23422,      0.0388
       -18.6,      -0.669,      0.2391,     0.23287,      0.0381
       -18.5,     -0.6657,     0.23776,     0.23152,      0.0374
       -18.4,     -0.6624,     0.23642,     0.23017,      0.0366
       -18.3,     -0.6591,     0.23507,     0.22882,      0.0359
       -18.2,     -0.6558,     0.23373,     0.22747,      0.0352
       -18.1,     -0.6526,     0.23238,     0.22611,      0.0345
         -18,     -0.6493,     0.23103,     0.22475,      0.0338
       -17.9,      -0.646,     0.22968,     0.22339,       0.033
       -17.8,     -0.6428,     0.22832,     0.22203,      0.0323
       -17.7,     -0.6395,     0.22696,     0.22066,      0.0316
       -17.6,     -0.6363,     0.22559,     0.21929,      0.0309
       -17.5,     -0.6331,     0.22422,     0.21791,      0.0302
       -17.4,     -0.6298,     0.22285,     0.21653,      0.0295
       -17.3,     -0.6266,     0.22147,     0.21514,      0.0288
       -17.2,     -0.6234,     0.22009,     0.21376,      0.0281
       -17.1,     -0.6203,     0.21871,     0.21237,      0.0275
         -17,     -0.6171,     0.21733,     0.21098,      0.0268
       -16.9,     -0.6139,     0.21594,     0.20959,      0.0261
       -16.8,     -0.6108,     0.21455,     0.20819,      0.0254
       -16.7,     -0.6076,     0.21316,     0.20679,      0.0247
       -16.6,     -0.6045,     0.21176,     0.20539,      0.0241
       -16.5,     -0.6014,     0.21037,     0.20399,      0.0234
       -16.4,     -0.5983,     0.20897,     0.20258,      0.0228
       -16.3,     -0.5952,     0.20757,     0.20118,      0.0221
       -16.2,     -0.5922,     0.20617,     0.19977,      0.0214
       -16.1,     -0.5891,     0.20477,     0.19836,      0.0208
         -16,     -0.5861,     0.20336,     0.19695,      0.0202
       -15.9,     -0.5831,     0.20196,     0.19554,      0.0195
       -15.8,     -0.5801,     0.20055,     0.19413,      0.0189
       -15.7,     -0.5772,     0.19914,     0.19271,      0.0183
       -15.6,     -0.5743,     0.19773,      0.1913,      0.0176
       -15.5,     -0.5714,     0.19632,     0.18988,       0.017
       -15.4,     -0.5685,     0.19491,     0.18847,      0.0164
       -15.3,     -0.5656,      0.1935,     0.18705,      0.0158
       -15.2,     -0.5628,     0.19209,     0.18563,      0.0152
       -15.1,       -0.56,     0.19067,     0.18422,      0.0146
         -15,     -0.5572,     0.18926,     0.18279,       0.014
       -14.9,     -0.5544,     0.18785,     0.18137,      0.0134
       -14.8,     -0.5517,     0.18643,     0.17995,      0.0128
       -14.7,      -0.549,     0.18501,     0.17853,      0.0122
       -14.6,     -0.5463,     0.18359,     0.17711,      0.0116
       -14.5,     -0.5435,     0.18216,     0.17567,       0.011
       -14.4,     -0.5408,     0.18073,     0.17424,      0.0105
       -14.3,     -0.5382,      0.1793,     0.17281,      0.0099
       -14.2,     -0.5355,     0.17787,     0.17137,      0.0093
       -14.1,     -0.5329,     0.17644,     0.16993,      0.0087
         -14,     -0.5303,     0.17501,      0.1685,      0.0082
       -13.9,     -0.5277,     0.17358,     0.16706,      0.0076
       -13.8,     -0.5251,     0.17215,     0.16563,      0.0071
       -13.7,     -0.5226,     0.17072,      0.1642,      0.0065
       -13.6,     -0.5201,     0.16929,     0.16277,      0.0059
       -13.5,     -0.5176,     0.16786,     0.16134,      0.0054
       -13.4,     -0.5151,     0.16644,     0.15991,      0.0049
       -13.3,     -0.5127,     0.16502,     0.15848,      0.0043
       -13.2,     -0.5102,      0.1636,     0.15706,      0.0038
       -13.1,     -0.5078,     0.16219,     0.15565,      0.0033
         -13,     -0.5055,     0.16077,     0.15423,      0.0027
       -12.9,     -0.5031,     0.15936,     0.15281,      0.0022
       -12.8,     -0.5007,     0.15795,      0.1514,      0.0017
       -12.7,     -0.4983,     0.15654,     0.14999,      0.0011
       -12.6,     -0.4959,     0.15514,     0.14858,      0.0006
       -12.5,     -0.4935,     0.15373,     0.14717,      0.0001
       -12.4,     -0.4911,     0.15233,     0.14577,     -0.0005
       -12.3,     -0.4887,     0.15094,     0.14437,      -0.001
       -12.2,     -0.4863,     0.14954,     0.14298,     -0.0015
       -12.1,      -0.484,     0.14816,     0.14159,      -0.002
         -12,     -0.4816,     0.14678,     0.14021,     -0.0025
       -11.9,     -0.4793,      0.1454,     0.13883,     -0.0031
       -11.8,      -0.477,     0.14403,     0.13746,     -0.0036
       -11.7,     -0.4747,     0.14267,      0.1361,     -0.0041
       -11.6,     -0.4723,     0.14131,     0.13474,     -0.0046
       -11.5,       -0.47,     0.13995,     0.13338,     -0.0051
       -11.4,     -0.4677,      0.1386,     0.13202,     -0.0056
       -11.3,     -0.4654,     0.13723,     0.13066,     -0.0061
       -11.2,      -0.463,     0.13588,      0.1293,     -0.0066
       -11.1,     -0.4607,     0.13453,     0.12795,     -0.0072
         -11,     -0.4583,     0.13318,      0.1266,     -0.0077
       -10.9,      -0.456,     0.13183,     0.12525,     -0.0082
       -10.8,     -0.4537,     0.13049,     0.12391,     -0.0087
       -10.7,     -0.4513,     0.12915,     0.12256,     -0.0092
       -10.6,      -0.449,     0.12782,     0.12123,     -0.0098
       -10.5,     -0.4468,     0.12648,     0.11989,     -0.0103
       -10.4,     -0.4445,     0.12515,     0.11856,     -0.0108
       -10.3,     -0.4422,     0.12381,     0.11722,     -0.0113
       -10.2,     -0.4398,     0.12247,     0.11588,     -0.0119
       -10.1,     -0.4375,     0.12113,     0.11454,     -0.0124
         -10,     -0.4352,     0.11979,     0.11321,     -0.0129
        -9.9,     -0.4329,     0.11846,     0.11188,     -0.0135
        -9.8,     -0.4306,     0.11713,     0.11054,      -0.014
        -9.7,     -0.4283,      0.1158,     0.10922,     -0.0146
        -9.6,     -0.4261,     0.11447,     0.10789,     -0.0151
        -9.5,     -0.4238,     0.11314,     0.10656,     -0.0157
        -9.4,     -0.4215,      0.1118,     0.10523,     -0.0163
        -9.3,     -0.4192,     0.11047,      0.1039,     -0.0168
        -9.2,      -0.421,     0.10761,     0.10107,     -0.0178
        -9.1,       -0.42,     0.10578,     0.09925,     -0.0186
          -9,      -0.419,       0.104,     0.09747,     -0.0194
        -8.9,     -0.4182,     0.10212,      0.0956,     -0.0203
        -8.8,     -0.4162,     0.10068,     0.09418,      -0.021
        -8.7,     -0.4135,      0.0995,       0.093,     -0.0216
        -8.6,     -0.4111,     0.09823,     0.09173,     -0.0222
        -8.5,      -0.409,     0.09684,     0.09035,     -0.0229
        -8.4,     -0.4069,     0.09543,     0.08894,     -0.0236
        -8.3,     -0.4048,     0.09402,     0.08753,     -0.0244
        -8.2,     -0.4028,      0.0926,     0.08612,     -0.0252
        -8.1,     -0.4008,     0.09118,      0.0847,      -0.026
          -8,     -0.3988,     0.08974,     0.08328,     -0.0268
        -7.9,      -0.397,     0.08832,     0.08187,     -0.0276
        -7.8,     -0.3955,     0.08694,     0.08049,     -0.0284
        -7.7,     -0.3941,     0.08558,     0.07913,     -0.0293
        -7.6,     -0.3911,     0.08402,     0.07758,     -0.0307
        -7.5,     -0.3876,     0.08241,     0.07598,     -0.0322
        -7.4,     -0.3837,     0.08076,     0.07432,     -0.0338
        -7.3,     -0.3794,     0.07905,     0.07261,     -0.0356
        -7.2,     -0.3747,      0.0773,     0.07085,     -0.0375
        -7.1,     -0.3695,     0.07548,     0.06903,     -0.0395
          -7,     -0.3639,     0.07361,     0.06715,     -0.0417
        -6.9,     -0.3578,     0.07167,      0.0652,      -0.044
        -6.8,     -0.3512,     0.06965,     0.06316,     -0.0464
        -6.7,      -0.344,     0.06751,     0.06099,      -0.049
        -6.6,     -0.3363,     0.06534,      0.0588,     -0.0517
        -6.5,     -0.3279,     0.06308,      0.0565,     -0.0545
        -6.4,     -0.3188,     0.06067,     0.05406,     -0.0575
        -6.3,      -0.309,     0.05809,     0.05143,     -0.0607
        -6.2,     -0.2983,     0.05529,     0.04856,     -0.0641
        -6.1,     -0.2866,     0.05212,     0.04531,     -0.0678
          -6,     -0.2553,     0.02622,     0.01783,     -0.0889
        -5.9,     -0.2436,     0.02434,     0.01561,     -0.0898
        -5.8,     -0.2322,     0.02321,     0.01424,     -0.0903
        -5.7,      -0.221,     0.02236,     0.01319,     -0.0907
        -5.6,     -0.2098,     0.02167,     0.01233,      -0.091
        -5.5,     -0.1987,     0.02108,     0.01158,     -0.0912
        -5.4,     -0.1875,     0.02057,     0.01092,     -0.0914
        -5.3,     -0.1763,      0.0201,      0.0103,     -0.0915
        -5.2,     -0.1652,     0.01971,     0.00979,     -0.0917
        -5.1,     -0.1541,     0.01935,     0.00932,     -0.0918
          -5,      -0.143,     0.01902,     0.00889,     -0.0919
        -4.9,     -0.1319,     0.01872,     0.00849,     -0.0919
        -4.8,     -0.1208,     0.01845,     0.00812,      -0.092
        -4.7,     -0.1097,     0.01819,     0.00777,     -0.0921
        -4.6,     -0.0986,     0.01795,     0.00745,     -0.0921
        -4.5,     -0.0875,     0.01773,     0.00715,     -0.0922
        -4.4,     -0.0764,     0.01753,     0.00687,     -0.0922
        -4.3,     -0.0653,     0.01734,     0.00661,     -0.0923
        -4.2,     -0.0542,     0.01715,     0.00635,     -0.0923
        -4.1,     -0.0432,     0.01698,     0.00613,     -0.0924
          -4,     -0.0321,     0.01683,     0.00592,     -0.0924
        -3.9,      -0.021,      0.0167,      0.0057,     -0.0924
        -3.8,     -0.0099,     0.01655,     0.00551,     -0.0925
        -3.7,      0.0012,      0.0164,     0.00532,     -0.0925
        -3.6,      0.0122,     0.01628,     0.00513,     -0.0925
        -3.5,      0.0233,     0.01614,     0.00497,     -0.0925
        -3.4,      0.0344,     0.01602,      0.0048,     -0.0925
        -3.3,      0.0455,     0.01591,     0.00464,     -0.0925
        -3.2,      0.0566,     0.01582,     0.00448,     -0.0926
        -3.1,      0.0677,     0.01573,     0.00419,     -0.0925
          -3,      0.0788,     0.01564,     0.00406,     -0.0925
        -2.9,      0.0899,     0.01555,     0.00393,     -0.0925
        -2.8,       0.101,     0.01546,     0.00382,     -0.0925
        -2.7,       0.112,     0.01538,     0.00371,     -0.0926
        -2.6,      0.1231,      0.0153,      0.0036,     -0.0926
        -2.5,      0.1341,     0.01521,      0.0035,     -0.0926
        -2.4,      0.1451,     0.01514,     0.00341,     -0.0926
        -2.3,      0.1562,     0.01505,     0.00332,     -0.0926
        -2.2,      0.1672,     0.01498,     0.00325,     -0.0926
        -2.1,      0.1783,     0.01493,     0.00317,     -0.0926
          -2,      0.1893,     0.01487,      0.0031,     -0.0926
        -1.9,      0.2003,     0.01483,     0.00304,     -0.0926
        -1.8,      0.2114,     0.01479,     0.00298,     -0.0926
        -1.7,      0.2224,     0.01476,     0.00292,     -0.0926
        -1.6,      0.2334,     0.01472,     0.00288,     -0.0926
        -1.5,      0.2444,      0.0147,     0.00283,     -0.0925
        -1.4,      0.2554,     0.01469,     0.00279,     -0.0925
        -1.3,      0.2664,     0.01468,     0.00275,     -0.0925
        -1.2,      0.2774,     0.01467,     0.00271,     -0.0925
        -1.1,      0.2884,     0.01467,     0.00268,     -0.0924
          -1,      0.2994,     0.01466,     0.00265,     -0.0924
        -0.9,      0.3104,     0.01466,     0.00262,     -0.0924
        -0.8,      0.3214,     0.01467,      0.0026,     -0.0923
        -0.7,      0.3323,     0.01467,     0.00259,     -0.0923
        -0.6,      0.3433,     0.01468,     0.00257,     -0.0923
        -0.5,      0.3542,     0.01469,     0.00256,     -0.0922
        -0.4,      0.3652,      0.0147,     0.00255,     -0.0922
        -0.3,      0.3761,     0.01471,     0.00255,     -0.0922
        -0.2,       0.387,     0.01473,     0.00255,     -0.0921
        -0.1,       0.398,     0.01474,     0.00255,     -0.0921
           0,      0.4089,     0.01476,     0.00256,     -0.0921
         0.1,      0.4198,     0.01478,     0.00256,      -0.092
         0.2,      0.4307,      0.0148,     0.00257,      -0.092
         0.3,      0.4416,     0.01482,     0.00259,     -0.0919
         0.4,      0.4524,     0.01485,      0.0026,     -0.0919
         0.5,      0.4633,     0.01487,     0.00262,     -0.0919
         0.6,      0.4742,      0.0149,     0.00265,     -0.0918
         0.7,       0.485,     0.01493,     0.00267,     -0.0918
         0.8,      0.4959,     0.01496,     0.00274,     -0.0917
         0.9,      0.5067,     0.01499,     0.00277,     -0.0917
           1,      0.5175,     0.01503,     0.00279,     -0.0916
         1.1,      0.5283,     0.01506,     0.00282,     -0.0916
         1.2,      0.5391,      0.0151,     0.00285,     -0.0915
         1.3,      0.5499,     0.01513,     0.00288,     -0.0914
         1.4,      0.5607,     0.01517,     0.00291,     -0.0914
         1.5,      0.5715,     0.01522,     0.00295,     -0.0913
         1.6,      0.5823,     0.01526,     0.00299,     -0.0913
         1.7,       0.593,      0.0153,     0.00304,     -0.0912
         1.8,      0.6037,     0.01535,     0.00308,     -0.0911
         1.9,      0.6145,      0.0154,     0.00313,     -0.0911
           2,      0.6252,     0.01545,     0.00318,      -0.091
         2.1,      0.6359,      0.0155,     0.00323,     -0.0909
         2.2,      0.6466,     0.01555,     0.00329,     -0.0908
         2.3,      0.6573,      0.0156,     0.00334,     -0.0908
         2.4,      0.6679,     0.01565,      0.0034,     -0.0907
         2.5,      0.6786,     0.01571,     0.00347,     -0.0906
         2.6,      0.6892,     0.01577,     0.00353,     -0.0905
         2.7,      0.6998,     0.01583,      0.0036,     -0.0904
         2.8,      0.7105,     0.01589,     0.00367,     -0.0904
         2.9,       0.721,     0.01595,     0.00375,     -0.0903
