st2
Re        2e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6609,     0.24709,     0.24061,      0.0494
       -19.9,     -0.6573,     0.24583,     0.23935,      0.0486
       -19.8,     -0.6561,      0.2422,     0.23571,      0.0473
       -19.7,     -0.6532,     0.24035,     0.23385,      0.0463
       -19.6,     -0.6502,     0.23857,     0.23207,      0.0454
       -19.5,     -0.6465,     0.23748,     0.23097,      0.0446
       -19.4,     -0.6429,     0.23638,     0.22987,      0.0439
       -19.3,     -0.6392,     0.23525,     0.22872,      0.0431
       -19.2,     -0.6356,     0.23408,     0.22755,      0.0424
       -19.1,     -0.6319,      0.2329,     0.22636,      0.0416
         -19,     -0.6284,     0.23167,     0.22513,      0.0408
       -18.9,     -0.6249,      0.2304,     0.22384,      0.0401
       -18.8,     -0.6215,     0.22907,     0.22251,      0.0393
       -18.7,     -0.6181,     0.22774,     0.22117,      0.0385
       -18.6,     -0.6147,     0.22641,     0.21983,      0.0377
       -18.5,     -0.6113,     0.22507,     0.21848,       0.037
       -18.4,     -0.6079,     0.22373,     0.21714,      0.0362
       -18.3,     -0.6046,      0.2224,     0.21579,      0.0354
       -18.2,     -0.6012,     0.22105,     0.21444,      0.0347
       -18.1,     -0.5979,     0.21971,     0.21309,      0.0339
         -18,     -0.5946,     0.21836,     0.21174,      0.0331
       -17.9,     -0.5913,     0.21701,     0.21038,      0.0324
       -17.8,      -0.588,     0.21565,     0.20902,      0.0316
       -17.7,     -0.5848,     0.21429,     0.20765,      0.0309
       -17.6,     -0.5816,     0.21293,     0.20628,      0.0301
       -17.5,     -0.5783,     0.21156,      0.2049,      0.0294
       -17.4,     -0.5751,     0.21018,     0.20352,      0.0287
       -17.3,     -0.5719,      0.2088,     0.20213,      0.0279
       -17.2,     -0.5688,     0.20741,     0.20073,      0.0272
       -17.1,     -0.5656,     0.20601,     0.19933,      0.0264
         -17,     -0.5625,     0.20461,     0.19793,      0.0257
       -16.9,     -0.5593,     0.20321,     0.19652,       0.025
       -16.8,     -0.5562,     0.20181,     0.19511,      0.0243
       -16.7,     -0.5531,      0.2004,     0.19369,      0.0235
       -16.6,     -0.5501,     0.19899,     0.19228,      0.0228
       -16.5,     -0.5471,     0.19757,     0.19085,      0.0221
       -16.4,     -0.5441,     0.19614,     0.18942,      0.0214
       -16.3,     -0.5411,     0.19471,     0.18799,      0.0207
       -16.2,     -0.5382,     0.19328,     0.18654,      0.0199
       -16.1,     -0.5352,     0.19184,      0.1851,      0.0192
         -16,     -0.5324,      0.1904,     0.18365,      0.0185
       -15.9,     -0.5295,     0.18895,     0.18219,      0.0178
       -15.8,     -0.5267,     0.18749,     0.18073,      0.0171
       -15.7,      -0.524,     0.18603,     0.17927,      0.0164
       -15.6,     -0.5212,     0.18457,      0.1778,      0.0157
       -15.5,     -0.5186,      0.1831,     0.17632,       0.015
       -15.4,     -0.5159,     0.18162,     0.17484,      0.0144
       -15.3,     -0.5133,     0.18014,     0.17336,      0.0137
       -15.2,     -0.5107,     0.17866,     0.17187,       0.013
       -15.1,     -0.5082,     0.17717,     0.17038,      0.0123
         -15,     -0.5058,     0.17567,     0.16888,      0.0116
       -14.9,     -0.5034,     0.17417,     0.16737,       0.011
       -14.8,      -0.501,     0.17267,     0.16586,      0.0103
       -14.7,     -0.4987,     0.17115,     0.16434,      0.0096
       -14.6,     -0.4965,     0.16963,     0.16281,      0.0089
       -14.5,     -0.4943,      0.1681,     0.16128,      0.0083
       -14.4,     -0.4921,     0.16655,     0.15972,      0.0076
       -14.3,       -0.49,     0.16499,     0.15817,      0.0069
       -14.2,     -0.4879,     0.16343,      0.1566,      0.0062
       -14.1,     -0.4859,     0.16184,     0.15501,      0.0056
         -14,     -0.4839,     0.16026,     0.15342,      0.0049
       -13.9,     -0.4821,     0.15866,     0.15182,      0.0042
       -13.8,     -0.4803,     0.15706,     0.15021,      0.0035
       -13.7,     -0.4786,     0.15543,     0.14859,      0.0029
       -13.6,     -0.4769,     0.15379,     0.14695,      0.0022
       -13.5,     -0.4754,     0.15215,      0.1453,      0.0015
       -13.4,      -0.474,     0.15048,     0.14363,      0.0008
       -13.3,     -0.4726,     0.14881,     0.14195,      0.0001
       -13.2,     -0.4714,     0.14712,     0.14026,     -0.0006
       -13.1,     -0.4702,     0.14541,     0.13855,     -0.0013
         -13,     -0.4692,     0.14368,     0.13682,      -0.002
       -12.9,     -0.4683,     0.14193,     0.13507,     -0.0027
       -12.8,     -0.4675,     0.14015,     0.13329,     -0.0034
       -12.7,     -0.4668,     0.13833,     0.13147,     -0.0041
       -12.6,     -0.4663,     0.13648,     0.12962,     -0.0049
       -12.5,     -0.4659,     0.13461,     0.12776,     -0.0057
       -12.4,     -0.4658,     0.13268,     0.12583,     -0.0064
       -12.3,     -0.4659,     0.13073,     0.12387,     -0.0072
       -12.2,     -0.4663,     0.12871,     0.12186,     -0.0081
       -12.1,     -0.4669,     0.12666,     0.11981,     -0.0089
         -12,     -0.4679,     0.12452,     0.11767,     -0.0098
       -11.7,     -0.7976,     0.04891,     0.04178,     -0.0589
       -11.6,     -0.8096,     0.04543,     0.03809,     -0.0609
       -11.5,     -0.8134,     0.04328,     0.03579,     -0.0617
       -11.4,     -0.8139,     0.04161,     0.03396,     -0.0622
       -11.3,     -0.8124,     0.04021,     0.03243,     -0.0625
       -11.2,     -0.8094,     0.03898,     0.03108,     -0.0627
       -11.1,     -0.8053,      0.0379,     0.02987,     -0.0628
         -11,     -0.8003,     0.03692,     0.02878,     -0.0628
       -10.9,     -0.7947,     0.03603,     0.02777,     -0.0629
       -10.8,     -0.7885,      0.0352,     0.02683,     -0.0629
       -10.7,     -0.7818,     0.03443,     0.02595,     -0.0629
       -10.6,     -0.7746,     0.03371,     0.02513,     -0.0629
       -10.5,     -0.7672,     0.03304,     0.02435,     -0.0629
       -10.4,     -0.7594,     0.03241,     0.02362,     -0.0629
       -10.3,     -0.7513,     0.03181,     0.02292,     -0.0629
       -10.2,     -0.7429,     0.03124,     0.02226,     -0.0629
       -10.1,     -0.7344,      0.0307,     0.02163,     -0.0629
         -10,     -0.7256,     0.03019,     0.02103,     -0.0629
        -9.9,     -0.7166,      0.0297,     0.02045,     -0.0629
        -9.8,     -0.7075,     0.02923,      0.0199,     -0.0629
        -9.7,     -0.6982,     0.02878,     0.01937,     -0.0628
        -9.6,     -0.6888,     0.02835,     0.01886,     -0.0628
        -9.5,     -0.6792,     0.02794,     0.01837,     -0.0628
        -9.4,     -0.6695,     0.02755,      0.0179,     -0.0628
        -9.3,     -0.6598,     0.02717,     0.01745,     -0.0628
        -9.2,     -0.6499,      0.0268,     0.01701,     -0.0628
        -9.1,     -0.6399,     0.02645,     0.01658,     -0.0628
          -9,     -0.6298,     0.02611,     0.01617,     -0.0628
        -8.9,     -0.6196,     0.02579,     0.01577,     -0.0628
        -8.8,     -0.6094,     0.02547,     0.01539,     -0.0628
        -8.7,     -0.5991,     0.02517,     0.01502,     -0.0628
        -8.6,     -0.5887,     0.02487,     0.01466,     -0.0628
        -8.5,     -0.5782,     0.02459,     0.01431,     -0.0628
        -8.4,     -0.5677,     0.02431,     0.01397,     -0.0629
        -8.3,     -0.5572,     0.02404,     0.01364,     -0.0629
        -8.2,     -0.5466,     0.02378,     0.01333,     -0.0629
        -8.1,     -0.5359,     0.02352,     0.01302,     -0.0629
          -8,     -0.5253,     0.02327,     0.01272,     -0.0629
        -7.9,     -0.5145,     0.02303,     0.01244,      -0.063
        -7.8,     -0.5037,      0.0228,     0.01216,      -0.063
        -7.7,     -0.4929,     0.02257,     0.01188,      -0.063
        -7.6,     -0.4821,     0.02236,     0.01161,      -0.063
        -7.5,     -0.4711,     0.02215,     0.01136,     -0.0631
        -7.4,     -0.4602,     0.02195,     0.01111,     -0.0631
        -7.3,     -0.4492,     0.02176,     0.01087,     -0.0631
        -7.2,     -0.4381,     0.02159,     0.01063,     -0.0632
        -7.1,     -0.4271,      0.0214,      0.0104,     -0.0632
          -7,     -0.4161,      0.0212,     0.01017,     -0.0632
        -6.9,      -0.405,     0.02102,     0.00995,     -0.0633
        -6.8,     -0.3939,     0.02085,     0.00973,     -0.0633
        -6.7,     -0.3827,     0.02069,     0.00952,     -0.0634
        -6.6,     -0.3715,     0.02053,     0.00932,     -0.0634
        -6.5,     -0.3603,     0.02037,     0.00912,     -0.0634
        -6.4,     -0.3491,     0.02021,     0.00893,     -0.0635
        -6.3,     -0.3379,     0.02006,     0.00875,     -0.0635
        -6.2,     -0.3267,     0.01992,     0.00857,     -0.0636
        -6.1,     -0.3154,     0.01978,     0.00839,     -0.0636
          -6,     -0.3041,     0.01965,     0.00821,     -0.0637
        -5.9,     -0.2928,     0.01952,     0.00805,     -0.0637
        -5.8,     -0.2815,     0.01939,     0.00789,     -0.0638
        -5.7,     -0.2701,     0.01927,     0.00774,     -0.0638
        -5.6,     -0.2588,     0.01915,     0.00759,     -0.0638
        -5.5,     -0.2474,     0.01904,     0.00744,     -0.0639
        -5.4,      -0.236,     0.01894,      0.0073,     -0.0639
        -5.3,     -0.2246,     0.01884,     0.00717,      -0.064
        -5.2,     -0.2132,     0.01874,     0.00704,      -0.064
        -5.1,     -0.2018,     0.01864,     0.00691,     -0.0641
          -5,     -0.1903,     0.01855,     0.00678,     -0.0641
        -4.9,     -0.1789,     0.01846,     0.00666,     -0.0642
        -4.8,     -0.1675,     0.01837,     0.00654,     -0.0642
        -4.7,      -0.156,     0.01829,     0.00643,     -0.0643
        -4.6,     -0.1446,      0.0182,     0.00632,     -0.0644
        -4.5,     -0.1331,     0.01812,     0.00621,     -0.0644
        -4.4,     -0.1216,     0.01804,     0.00611,     -0.0645
        -4.3,     -0.1102,     0.01797,     0.00601,     -0.0645
        -4.2,     -0.0987,     0.01789,     0.00592,     -0.0646
        -4.1,     -0.0873,      0.0178,     0.00583,     -0.0647
          -4,     -0.0758,     0.01772,     0.00574,     -0.0647
        -3.9,     -0.0643,     0.01765,     0.00566,     -0.0648
        -3.8,     -0.0528,     0.01759,     0.00557,     -0.0648
        -3.7,     -0.0414,     0.01753,     0.00549,     -0.0649
        -3.6,     -0.0299,     0.01747,     0.00542,      -0.065
        -3.5,     -0.0183,     0.01741,     0.00535,      -0.065
        -3.4,     -0.0068,     0.01737,     0.00528,     -0.0651
        -3.3,      0.0047,     0.01733,     0.00521,     -0.0651
        -3.2,      0.0162,      0.0173,     0.00515,     -0.0652
        -3.1,      0.0278,     0.01727,     0.00509,     -0.0652
          -3,      0.0393,     0.01725,     0.00504,     -0.0653
        -2.9,      0.0509,     0.01723,     0.00498,     -0.0653
        -2.8,      0.0624,     0.01721,     0.00493,     -0.0654
        -2.7,      0.0739,     0.01719,     0.00489,     -0.0654
        -2.6,      0.0854,     0.01718,     0.00484,     -0.0655
        -2.5,       0.097,     0.01716,     0.00475,     -0.0655
        -2.4,      0.1085,     0.01715,     0.00471,     -0.0655
        -2.3,        0.12,     0.01714,     0.00467,     -0.0656
        -2.2,      0.1316,     0.01714,     0.00464,     -0.0656
        -2.1,      0.1431,     0.01713,     0.00461,     -0.0657
          -2,      0.1546,     0.01713,     0.00458,     -0.0657
        -1.9,      0.1661,     0.01712,     0.00455,     -0.0658
        -1.8,      0.1776,     0.01712,     0.00453,     -0.0658
        -1.7,      0.1891,     0.01712,     0.00451,     -0.0659
        -1.6,      0.2005,     0.01713,     0.00449,     -0.0659
        -1.5,       0.212,     0.01713,     0.00448,     -0.0659
        -1.4,      0.2235,     0.01714,     0.00446,      -0.066
        -1.3,       0.235,     0.01715,     0.00445,      -0.066
        -1.2,      0.2464,     0.01716,     0.00445,     -0.0661
        -1.1,      0.2579,     0.01717,     0.00444,     -0.0661
          -1,      0.2693,     0.01719,     0.00444,     -0.0662
        -0.9,      0.2807,      0.0172,     0.00443,     -0.0662
        -0.8,      0.2922,     0.01722,     0.00443,     -0.0662
        -0.7,      0.3036,     0.01723,     0.00444,     -0.0663
        -0.6,       0.315,     0.01725,     0.00444,     -0.0663
        -0.5,      0.3264,     0.01727,     0.00445,     -0.0663
        -0.4,      0.3378,      0.0173,     0.00446,     -0.0664
        -0.3,      0.3492,     0.01732,     0.00447,     -0.0664
        -0.2,      0.3606,     0.01734,     0.00448,     -0.0664
        -0.1,      0.3719,     0.01737,      0.0045,     -0.0665
           0,      0.3833,      0.0174,     0.00451,     -0.0665
         0.1,      0.3946,     0.01743,     0.00453,     -0.0665
         0.2,      0.4059,     0.01746,     0.00455,     -0.0666
         0.3,      0.4173,     0.01749,     0.00458,     -0.0666
         0.4,      0.4286,     0.01753,      0.0046,     -0.0666
         0.5,      0.4399,     0.01756,     0.00463,     -0.0667
         0.6,      0.4512,      0.0176,     0.00466,     -0.0667
         0.7,      0.4624,     0.01764,     0.00469,     -0.0667
         0.8,      0.4737,     0.01768,     0.00473,     -0.0667
         0.9,       0.485,     0.01772,     0.00476,     -0.0667
           1,      0.4962,     0.01776,      0.0048,     -0.0668
         1.1,      0.5074,      0.0178,     0.00484,     -0.0668
         1.2,      0.5186,     0.01785,     0.00488,     -0.0668
         1.3,      0.5298,     0.01789,     0.00492,     -0.0668
         1.4,       0.541,     0.01794,     0.00497,     -0.0668
         1.5,      0.5522,     0.01799,     0.00502,     -0.0668
         1.6,      0.5633,     0.01804,     0.00507,     -0.0668
         1.7,      0.5745,     0.01809,     0.00513,     -0.0669
         1.8,      0.5856,     0.01815,     0.00518,     -0.0669
         1.9,      0.5967,      0.0182,     0.00523,     -0.0669
           2,      0.6077,     0.01826,     0.00529,     -0.0669
         2.1,      0.6188,     0.01831,     0.00534,     -0.0669
         2.2,      0.6299,     0.01837,      0.0054,     -0.0669
         2.3,      0.6409,     0.01843,     0.00546,     -0.0669
         2.4,      0.6519,      0.0185,     0.00552,     -0.0668
         2.5,      0.6629,     0.01856,     0.00558,     -0.0668
         2.6,      0.6739,     0.01862,     0.00564,     -0.0668
         2.7,      0.6849,     0.01869,     0.00571,     -0.0668
         2.8,      0.6958,     0.01875,     0.00578,     -0.0668
         2.9,      0.7067,     0.01882,     0.00585,     -0.0668
           3,      0.7176,     0.01889,     0.00592,     -0.0668
         3.1,      0.7285,     0.01896,     0.00599,     -0.0667
         3.2,      0.7394,     0.01904,     0.00607,     -0.0667
         3.3,      0.7502,     0.01911,     0.00615,     -0.0667
         3.4,       0.761,     0.01919,     0.00623,     -0.0666
         3.5,      0.7718,     0.01926,     0.00631,     -0.0666
         3.6,      0.7826,     0.01934,      0.0064,     -0.0666
         3.7,      0.7933,     0.01942,     0.00648,     -0.0665
         3.8,       0.804,     0.01951,     0.00657,     -0.0665
         3.9,      0.8147,     0.01959,     0.00666,     -0.0664
           4,      0.8253,     0.01968,     0.00676,     -0.0664
         4.1,      0.8359,     0.01977,     0.00685,     -0.0663
         4.2,      0.8465,     0.01985,     0.00695,     -0.0663
         4.3,      0.8571,     0.01994,     0.00705,     -0.0662
         4.4,      0.8677,     0.02003,     0.00715,     -0.0661
         4.5,      0.8782,     0.02013,     0.00725,     -0.0661
         4.6,      0.8887,     0.02022,      0.0074,      -0.066
         4.7,      0.8991,     0.02032,     0.00751,     -0.0659
         4.8,      0.9096,     0.02042,     0.00762,     -0.0658
         4.9,      0.9199,     0.02052,     0.00773,     -0.0657
           5,      0.9303,     0.02062,     0.00784,     -0.0656
         5.1,      0.9406,     0.02072,     0.00796,     -0.0655
         5.2,      0.9509,     0.02083,     0.00808,     -0.0654
         5.3,      0.9611,     0.02093,      0.0082,     -0.0653
         5.4,      0.9713,     0.02104,     0.00832,     -0.0652
         5.5,      0.9815,     0.02115,     0.00845,     -0.0651
         5.6,      0.9916,     0.02126,     0.00858,      -0.065
         5.7,      1.0017,     0.02138,     0.00871,     -0.0649
         5.8,      1.0117,      0.0215,     0.00884,     -0.0647
         5.9,      1.0217,     0.02161,     0.00899,     -0.0646
           6,      1.0317,     0.02173,     0.00913,     -0.0644
         6.1,      1.0416,     0.02186,     0.00927,     -0.0643
         6.2,      1.0515,     0.02198,     0.00942,     -0.0641
         6.3,      1.0613,     0.02211,     0.00956,      -0.064
         6.4,       1.071,     0.02223,     0.00971,     -0.0638
         6.5,      1.0808,     0.02236,     0.00986,     -0.0636
         6.6,      1.0904,      0.0225,     0.01002,     -0.0634
         6.7,         1.1,     0.02263,     0.01017,     -0.0633
         6.8,      1.1096,     0.02277,     0.01034,     -0.0631
         6.9,      1.1191,      0.0229,      0.0105,     -0.0628
           7,      1.1285,     0.02304,     0.01067,     -0.0626
         7.1,      1.1379,     0.02319,     0.01084,     -0.0624
         7.2,      1.1472,     0.02333,     0.01101,     -0.0622
         7.3,      1.1564,     0.02348,     0.01118,     -0.0619
         7.4,      1.1655,     0.02363,     0.01135,     -0.0617
         7.5,      1.1746,     0.02378,     0.01153,     -0.0614
         7.6,      1.1836,     0.02394,     0.01172,     -0.0611
         7.7,      1.1926,      0.0241,     0.01191,     -0.0609
         7.8,      1.2014,     0.02426,      0.0121,     -0.0606
         7.9,      1.2102,     0.02442,     0.01229,     -0.0603
           8,      1.2188,     0.02459,     0.01249,     -0.0599
         8.1,      1.2274,     0.02476,     0.01269,     -0.0596
         8.2,      1.2359,     0.02494,     0.01289,     -0.0593
         8.3,      1.2443,     0.02511,      0.0131,     -0.0589
         8.4,      1.2526,     0.02529,     0.01332,     -0.0585
         8.5,      1.2607,     0.02548,     0.01353,     -0.0582
         8.6,      1.2688,     0.02566,     0.01375,     -0.0578
         8.7,      1.2767,     0.02586,     0.01398,     -0.0574
         8.8,      1.2845,     0.02605,     0.01421,     -0.0569
         8.9,      1.2922,     0.02625,     0.01444,     -0.0565
           9,      1.2997,     0.02645,     0.01468,      -0.056
         9.1,      1.3069,     0.02666,     0.01492,     -0.0555
         9.2,       1.314,     0.02687,     0.01517,     -0.0549
         9.3,      1.3209,     0.02709,     0.01542,     -0.0544
         9.4,      1.3276,     0.02731,     0.01568,     -0.0538
         9.5,       1.334,     0.02753,     0.01594,     -0.0532
         9.6,      1.3397,     0.02776,     0.01621,     -0.0524
         9.7,      1.3449,       0.028,     0.01648,     -0.0516
         9.8,        1.35,     0.02825,     0.01676,     -0.0507
         9.9,      1.3554,     0.02851,     0.01707,       -0.05
          10,      1.3611,     0.02878,     0.01738,     -0.0493
        10.1,      1.3668,     0.02906,      0.0177,     -0.0487
        10.2,      1.3724,     0.02936,     0.01803,      -0.048
        10.3,      1.3781,     0.02966,     0.01838,     -0.0474
        10.4,      1.3838,     0.02997,     0.01873,     -0.0468
        10.5,      1.3895,     0.03029,     0.01909,     -0.0462
        10.6,      1.3951,     0.03062,     0.01947,     -0.0457
        10.7,      1.4007,     0.03096,     0.01985,     -0.0451
        10.8,       1.406,     0.03131,     0.02025,     -0.0446
        10.9,      1.4113,     0.03168,     0.02065,      -0.044
          11,      1.4166,     0.03205,     0.02107,     -0.0435
        11.1,      1.4218,     0.03243,     0.02149,     -0.0429
        11.2,      1.4269,     0.03282,     0.02192,     -0.0424
        11.3,      1.4318,     0.03323,     0.02238,     -0.0419
        11.4,      1.4366,     0.03366,     0.02285,     -0.0414
        11.5,      1.4413,     0.03409,     0.02333,     -0.0409
        11.6,       1.446,     0.03454,     0.02382,     -0.0404
        11.7,      1.4507,     0.03499,     0.02432,       -0.04
        11.8,      1.4554,     0.03545,     0.02483,     -0.0395
        11.9,      1.4597,     0.03594,     0.02537,     -0.0391
          12,       1.464,     0.03645,     0.02594,     -0.0386
        12.1,      1.4682,     0.03697,     0.02651,     -0.0382
        12.2,      1.4724,      0.0375,     0.02708,     -0.0378
        12.3,      1.4765,     0.03804,     0.02767,     -0.0374
