st10
Re        9e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -9.6,     -0.7057,     0.02826,     0.02297,     -0.0666
        -9.5,     -0.6992,     0.02625,     0.02072,     -0.0671
        -9.4,     -0.6912,     0.02495,     0.01925,     -0.0675
        -9.3,     -0.6821,     0.02411,     0.01829,     -0.0677
        -9.2,      -0.673,     0.02322,     0.01727,     -0.0678
        -9.1,     -0.6635,     0.02258,     0.01652,      -0.068
          -9,     -0.6538,     0.02196,      0.0158,     -0.0681
        -8.9,      -0.647,     0.01941,     0.01274,     -0.0684
        -8.8,     -0.6369,     0.01884,     0.01205,     -0.0684
        -8.7,     -0.6264,      0.0185,     0.01163,     -0.0685
        -8.6,     -0.6158,     0.01821,     0.01128,     -0.0685
        -8.5,     -0.6052,     0.01793,     0.01093,     -0.0686
        -8.4,     -0.5945,      0.0177,     0.01065,     -0.0687
        -8.3,     -0.5838,     0.01746,     0.01035,     -0.0687
        -8.2,     -0.5731,     0.01723,     0.01007,     -0.0688
        -8.1,     -0.5623,       0.017,     0.00979,     -0.0688
          -8,     -0.5515,     0.01679,     0.00953,     -0.0689
        -7.9,     -0.5407,     0.01658,     0.00927,     -0.0689
        -7.8,     -0.5298,     0.01636,       0.009,      -0.069
        -7.7,     -0.5189,     0.01617,     0.00877,      -0.069
        -7.6,      -0.508,     0.01597,     0.00851,     -0.0691
        -7.5,     -0.4971,     0.01575,     0.00824,     -0.0691
        -7.4,     -0.4861,     0.01557,       0.008,     -0.0692
        -7.3,     -0.4752,     0.01538,     0.00777,     -0.0692
        -7.2,     -0.4642,      0.0152,     0.00754,     -0.0693
        -7.1,     -0.4532,     0.01502,     0.00731,     -0.0693
          -7,     -0.4421,     0.01483,     0.00708,     -0.0693
        -6.9,     -0.4311,     0.01467,     0.00687,     -0.0694
        -6.8,       -0.42,      0.0145,     0.00665,     -0.0694
        -6.7,     -0.4089,     0.01434,     0.00646,     -0.0695
        -6.6,     -0.3978,     0.01419,     0.00626,     -0.0695
        -6.5,     -0.3867,     0.01405,     0.00608,     -0.0696
        -6.4,     -0.3755,     0.01391,      0.0059,     -0.0696
        -6.3,     -0.3644,     0.01377,     0.00572,     -0.0697
        -6.2,     -0.3532,     0.01364,     0.00556,     -0.0697
        -6.1,      -0.342,     0.01352,      0.0054,     -0.0698
          -6,     -0.3309,      0.0134,     0.00524,     -0.0698
        -5.9,     -0.3197,     0.01329,     0.00509,     -0.0699
        -5.8,     -0.3085,     0.01317,     0.00495,     -0.0699
        -5.7,     -0.2972,     0.01307,     0.00481,     -0.0699
        -5.6,      -0.286,     0.01297,     0.00467,       -0.07
        -5.5,     -0.2748,     0.01286,     0.00454,       -0.07
        -5.4,     -0.2635,     0.01277,     0.00441,     -0.0701
        -5.3,     -0.2523,     0.01268,     0.00429,     -0.0701
        -5.2,      -0.241,     0.01259,     0.00418,     -0.0702
        -5.1,     -0.2298,      0.0125,     0.00405,     -0.0702
          -5,     -0.2185,     0.01242,     0.00394,     -0.0703
        -4.9,     -0.2072,     0.01234,     0.00384,     -0.0703
        -4.8,     -0.1959,     0.01227,     0.00374,     -0.0703
        -4.7,     -0.1847,     0.01219,     0.00364,     -0.0704
        -4.6,     -0.1734,     0.01212,     0.00355,     -0.0704
        -4.5,     -0.1621,     0.01206,     0.00346,     -0.0705
        -4.4,     -0.1508,     0.01199,     0.00337,     -0.0705
        -4.3,     -0.1395,     0.01193,     0.00328,     -0.0706
        -4.2,     -0.1282,     0.01187,      0.0032,     -0.0706
        -4.1,     -0.1169,     0.01182,     0.00313,     -0.0707
          -4,     -0.1056,     0.01176,     0.00304,     -0.0707
        -3.9,     -0.0943,     0.01171,     0.00297,     -0.0707
        -3.8,     -0.0829,     0.01166,     0.00291,     -0.0708
        -3.7,     -0.0716,     0.01162,     0.00284,     -0.0708
        -3.6,     -0.0603,     0.01157,     0.00278,     -0.0709
        -3.5,      -0.049,     0.01153,     0.00272,     -0.0709
        -3.4,     -0.0376,     0.01149,     0.00266,      -0.071
        -3.3,     -0.0263,     0.01145,      0.0026,      -0.071
        -3.2,      -0.015,     0.01141,     0.00255,      -0.071
        -3.1,     -0.0037,     0.01138,      0.0025,     -0.0711
          -3,      0.0077,     0.01135,     0.00245,     -0.0711
        -2.9,       0.019,     0.01132,     0.00234,     -0.0712
        -2.8,      0.0304,     0.01129,     0.00229,     -0.0712
        -2.7,      0.0417,     0.01126,     0.00225,     -0.0712
        -2.6,       0.053,     0.01123,     0.00221,     -0.0713
        -2.5,      0.0644,     0.01121,     0.00218,     -0.0713
        -2.4,      0.0757,     0.01119,     0.00214,     -0.0714
        -2.3,       0.087,     0.01116,     0.00211,     -0.0714
        -2.2,      0.0983,     0.01114,     0.00208,     -0.0714
        -2.1,      0.1097,     0.01113,     0.00205,     -0.0715
          -2,       0.121,     0.01111,     0.00203,     -0.0715
        -1.9,      0.1323,     0.01109,       0.002,     -0.0716
        -1.8,      0.1436,     0.01108,     0.00198,     -0.0716
        -1.7,       0.155,     0.01107,     0.00196,     -0.0716
        -1.6,      0.1663,     0.01106,     0.00194,     -0.0717
        -1.5,      0.1776,     0.01105,     0.00192,     -0.0717
        -1.4,      0.1889,     0.01104,     0.00191,     -0.0718
        -1.3,      0.2002,     0.01103,     0.00189,     -0.0718
        -1.2,      0.2116,     0.01102,     0.00188,     -0.0718
        -1.1,      0.2229,     0.01102,     0.00187,     -0.0719
          -1,      0.2342,     0.01102,     0.00186,     -0.0719
        -0.9,      0.2455,     0.01101,     0.00185,     -0.0719
        -0.8,      0.2568,     0.01101,     0.00184,      -0.072
        -0.7,      0.2681,     0.01101,     0.00183,      -0.072
        -0.6,      0.2794,     0.01099,     0.00183,      -0.072
        -0.5,      0.2907,     0.01094,     0.00181,     -0.0721
        -0.4,      0.3021,     0.01092,      0.0018,     -0.0721
        -0.3,      0.3134,     0.01086,      0.0018,     -0.0722
        -0.2,      0.3247,     0.01086,      0.0018,     -0.0723
        -0.1,      0.3359,     0.01087,     0.00181,     -0.0723
           0,      0.3472,     0.01089,     0.00182,     -0.0723
         0.1,      0.3585,      0.0109,     0.00183,     -0.0723
         0.2,      0.3698,     0.01092,     0.00184,     -0.0724
         0.3,       0.381,     0.01094,     0.00185,     -0.0724
         0.4,      0.3923,     0.01095,     0.00186,     -0.0724
         0.5,      0.4035,     0.01097,     0.00188,     -0.0724
         0.6,      0.4148,     0.01099,     0.00189,     -0.0725
         0.7,       0.426,     0.01101,     0.00191,     -0.0725
         0.8,      0.4373,     0.01103,     0.00193,     -0.0725
         0.9,      0.4485,     0.01105,     0.00195,     -0.0725
           1,      0.4597,     0.01107,     0.00199,     -0.0726
         1.1,       0.471,      0.0111,     0.00201,     -0.0726
         1.2,      0.4822,     0.01112,     0.00203,     -0.0726
         1.3,      0.4934,     0.01114,     0.00205,     -0.0726
         1.4,      0.5046,     0.01117,     0.00207,     -0.0726
         1.5,      0.5158,     0.01119,     0.00209,     -0.0727
         1.6,       0.527,     0.01122,     0.00212,     -0.0727
         1.7,      0.5382,     0.01125,     0.00214,     -0.0727
         1.8,      0.5494,     0.01127,     0.00217,     -0.0727
         1.9,      0.5606,      0.0113,      0.0022,     -0.0727
           2,      0.5717,     0.01133,     0.00223,     -0.0727
         2.1,      0.5829,     0.01136,     0.00226,     -0.0727
         2.2,       0.594,     0.01139,     0.00229,     -0.0728
         2.3,      0.6052,     0.01142,     0.00232,     -0.0728
         2.4,      0.6163,     0.01146,     0.00235,     -0.0728
