st2
Re        5e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6661,     0.24551,     0.24042,      0.0499
       -19.9,     -0.6625,     0.24425,     0.23915,      0.0491
       -19.8,      -0.659,     0.24298,     0.23788,      0.0482
       -19.7,     -0.6554,     0.24171,      0.2366,      0.0474
       -19.6,     -0.6519,     0.24044,     0.23533,      0.0466
       -19.5,     -0.6483,     0.23917,     0.23406,      0.0459
       -19.4,     -0.6448,      0.2379,     0.23278,      0.0451
       -19.3,     -0.6413,     0.23663,      0.2315,      0.0443
       -19.2,     -0.6378,     0.23535,     0.23021,      0.0435
       -19.1,     -0.6342,     0.23408,     0.22894,      0.0427
         -19,     -0.6307,     0.23279,     0.22765,      0.0419
       -18.9,     -0.6272,     0.23151,     0.22636,      0.0412
       -18.8,     -0.6238,     0.23023,     0.22507,      0.0404
       -18.7,     -0.6203,     0.22895,     0.22378,      0.0396
       -18.6,     -0.6168,     0.22766,     0.22248,      0.0389
       -18.5,     -0.6177,     0.22339,     0.21821,      0.0375
       -18.4,     -0.6147,     0.22183,     0.21664,      0.0367
       -18.3,     -0.6117,     0.22028,     0.21508,      0.0358
       -18.2,     -0.6088,     0.21873,     0.21353,       0.035
       -18.1,     -0.6058,     0.21719,     0.21198,      0.0342
         -18,     -0.6029,     0.21567,     0.21046,      0.0334
       -17.9,     -0.5998,     0.21425,     0.20903,      0.0326
       -17.8,     -0.5966,     0.21287,     0.20765,      0.0319
       -17.7,     -0.5935,     0.21149,     0.20626,      0.0311
       -17.6,     -0.5903,      0.2101,     0.20486,      0.0304
       -17.5,     -0.5872,      0.2087,     0.20345,      0.0296
       -17.4,     -0.5841,     0.20729,     0.20204,      0.0289
       -17.3,     -0.5811,     0.20587,     0.20061,      0.0281
       -17.2,      -0.578,     0.20444,     0.19918,      0.0274
       -17.1,      -0.575,     0.20301,     0.19775,      0.0266
         -17,      -0.572,     0.20157,      0.1963,      0.0259
       -16.9,     -0.5691,     0.20012,     0.19485,      0.0251
       -16.8,     -0.5662,     0.19866,     0.19338,      0.0244
       -16.7,     -0.5633,     0.19719,     0.19191,      0.0237
       -16.6,     -0.5605,     0.19572,     0.19043,      0.0229
       -16.5,     -0.5577,     0.19424,     0.18894,      0.0222
       -16.4,     -0.5549,     0.19274,     0.18744,      0.0214
       -16.3,     -0.5522,     0.19124,     0.18593,      0.0207
       -16.2,     -0.5496,     0.18972,     0.18441,        0.02
       -16.1,      -0.547,      0.1882,     0.18288,      0.0192
         -16,     -0.5445,     0.18665,     0.18133,      0.0185
       -15.9,      -0.542,      0.1851,     0.17977,      0.0178
       -15.8,     -0.5396,     0.18353,      0.1782,      0.0171
       -15.7,     -0.5373,     0.18194,     0.17661,      0.0163
       -15.6,     -0.5351,     0.18034,       0.175,      0.0156
       -15.5,      -0.533,     0.17871,     0.17337,      0.0149
       -15.4,      -0.531,     0.17706,     0.17171,      0.0141
       -15.3,     -0.5291,     0.17538,     0.17003,      0.0134
       -15.2,     -0.5274,     0.17367,     0.16832,      0.0126
       -15.1,     -0.5258,     0.17192,     0.16657,      0.0119
         -15,     -0.5244,     0.17013,     0.16477,      0.0111
       -14.9,     -0.5232,     0.16827,     0.16291,      0.0103
       -14.8,     -0.5223,     0.16633,     0.16096,      0.0095
       -14.7,     -0.5217,     0.16429,     0.15892,      0.0087
       -14.6,     -0.5215,     0.16212,     0.15675,      0.0078
       -14.5,     -0.5221,     0.15976,     0.15439,      0.0069
       -14.4,     -0.5238,     0.15709,     0.15172,      0.0058
       -14.3,     -0.5286,     0.15357,      0.1482,      0.0045
       -14.2,     -0.5463,     0.14656,     0.14119,      0.0019
       -14.1,     -1.0195,     0.04626,     0.04015,     -0.0614
         -14,     -1.0392,     0.04199,     0.03572,     -0.0653
       -13.9,     -1.0497,     0.04039,     0.03403,     -0.0649
       -13.8,     -1.0521,     0.03905,     0.03261,      -0.065
       -13.7,     -1.0522,     0.03791,     0.03139,      -0.065
       -13.6,     -1.0507,     0.03691,     0.03031,      -0.065
       -13.5,     -1.0481,       0.036,     0.02933,     -0.0649
       -13.4,     -1.0446,     0.03517,     0.02842,     -0.0648
       -13.3,     -1.0403,      0.0344,     0.02759,     -0.0646
       -13.2,     -1.0354,     0.03369,      0.0268,     -0.0645
       -13.1,     -1.0299,     0.03301,     0.02606,     -0.0644
         -13,      -1.024,     0.03238,     0.02536,     -0.0642
       -12.9,     -1.0177,     0.03178,     0.02469,     -0.0641
       -12.8,      -1.011,      0.0312,     0.02405,      -0.064
       -12.7,      -1.004,     0.03066,     0.02344,     -0.0638
       -12.6,     -0.9966,     0.03014,     0.02286,     -0.0637
       -12.5,      -0.989,     0.02964,      0.0223,     -0.0636
       -12.4,     -0.9812,     0.02916,     0.02176,     -0.0635
       -12.3,     -0.9731,      0.0287,     0.02124,     -0.0634
       -12.2,     -0.9649,     0.02826,     0.02074,     -0.0633
       -12.1,     -0.9564,     0.02784,     0.02026,     -0.0632
         -12,     -0.9478,     0.02743,     0.01979,     -0.0631
       -11.9,      -0.939,     0.02703,     0.01934,      -0.063
       -11.8,     -0.9301,     0.02665,      0.0189,      -0.063
       -11.7,      -0.921,     0.02628,     0.01848,     -0.0629
       -11.6,     -0.9118,     0.02592,     0.01807,     -0.0628
       -11.5,     -0.9025,     0.02558,     0.01767,     -0.0628
       -11.4,      -0.893,     0.02524,     0.01728,     -0.0627
       -11.3,     -0.8835,     0.02491,      0.0169,     -0.0626
       -11.2,     -0.8738,      0.0246,     0.01653,     -0.0626
       -11.1,     -0.8641,     0.02429,     0.01618,     -0.0626
         -11,     -0.8542,     0.02399,     0.01583,     -0.0625
       -10.9,     -0.8443,      0.0237,     0.01549,     -0.0625
       -10.8,     -0.8343,     0.02342,     0.01516,     -0.0624
       -10.7,     -0.8242,     0.02315,     0.01484,     -0.0624
       -10.6,     -0.8141,     0.02288,     0.01453,     -0.0624
       -10.5,     -0.8039,     0.02262,     0.01423,     -0.0624
       -10.4,     -0.7936,     0.02237,     0.01393,     -0.0624
       -10.3,     -0.7832,     0.02213,     0.01364,     -0.0623
       -10.2,     -0.7728,     0.02189,     0.01336,     -0.0623
       -10.1,     -0.7623,     0.02166,     0.01308,     -0.0623
         -10,     -0.7518,     0.02143,     0.01281,     -0.0623
        -9.9,     -0.7412,     0.02122,     0.01255,     -0.0623
        -9.8,     -0.7306,       0.021,      0.0123,     -0.0623
        -9.7,     -0.7199,     0.02079,     0.01205,     -0.0623
        -9.6,     -0.7092,     0.02059,     0.01181,     -0.0623
        -9.5,     -0.6984,     0.02039,     0.01157,     -0.0623
        -9.4,     -0.6876,      0.0202,     0.01134,     -0.0623
        -9.3,     -0.6768,     0.02001,     0.01111,     -0.0624
        -9.2,     -0.6659,     0.01982,     0.01089,     -0.0624
        -9.1,      -0.655,     0.01964,     0.01067,     -0.0624
          -9,      -0.644,     0.01947,     0.01046,     -0.0624
        -8.9,      -0.633,      0.0193,     0.01025,     -0.0624
        -8.8,      -0.622,     0.01913,     0.01005,     -0.0625
        -8.7,     -0.6109,     0.01897,     0.00985,     -0.0625
        -8.6,     -0.5998,     0.01881,     0.00966,     -0.0625
        -8.5,     -0.5887,     0.01866,     0.00947,     -0.0626
        -8.4,     -0.5776,     0.01851,     0.00929,     -0.0626
        -8.3,     -0.5664,     0.01835,      0.0091,     -0.0626
