st4
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6274,     0.24326,     0.23889,      0.0332
       -19.9,     -0.6241,     0.24188,     0.23751,      0.0324
       -19.8,     -0.6207,     0.24052,     0.23614,      0.0316
       -19.7,     -0.6174,     0.23916,     0.23478,      0.0308
       -19.6,     -0.6141,     0.23781,     0.23342,      0.0301
       -19.5,     -0.6108,     0.23647,     0.23208,      0.0293
       -19.4,     -0.6075,     0.23515,     0.23075,      0.0285
       -19.3,     -0.6041,     0.23383,     0.22942,      0.0278
       -19.2,     -0.6008,     0.23252,     0.22811,       0.027
       -19.1,     -0.5975,     0.23122,     0.22681,      0.0263
         -19,     -0.5942,     0.22993,     0.22551,      0.0256
       -18.9,     -0.5908,     0.22865,     0.22422,      0.0248
       -18.8,     -0.5875,     0.22737,     0.22293,      0.0241
       -18.7,     -0.5841,     0.22609,     0.22165,      0.0234
       -18.6,     -0.5808,     0.22481,     0.22036,      0.0226
       -18.5,     -0.5774,     0.22353,     0.21907,      0.0219
       -18.4,      -0.574,     0.22225,     0.21779,      0.0212
       -18.3,     -0.5707,     0.22097,     0.21651,      0.0204
       -18.2,     -0.5673,      0.2197,     0.21523,      0.0197
       -18.1,     -0.5639,     0.21843,     0.21395,       0.019
         -18,     -0.5606,     0.21716,     0.21268,      0.0183
       -17.9,     -0.5572,     0.21589,     0.21141,      0.0176
       -17.8,     -0.5539,     0.21463,     0.21014,      0.0169
       -17.7,     -0.5505,     0.21336,     0.20887,      0.0162
       -17.6,     -0.5472,      0.2121,      0.2076,      0.0155
       -17.5,     -0.5438,     0.21083,     0.20633,      0.0148
       -17.4,     -0.5405,     0.20957,     0.20506,      0.0141
       -17.3,     -0.5372,     0.20831,      0.2038,      0.0135
       -17.2,     -0.5339,     0.20705,     0.20253,      0.0128
       -17.1,     -0.5306,     0.20578,     0.20126,      0.0121
         -17,     -0.5273,     0.20452,     0.19999,      0.0114
       -16.9,      -0.524,     0.20326,     0.19873,      0.0108
       -16.8,     -0.5207,     0.20199,     0.19746,      0.0101
       -16.7,     -0.5174,     0.20073,     0.19619,      0.0095
       -16.6,     -0.5142,     0.19947,     0.19492,      0.0088
       -16.5,      -0.511,     0.19821,     0.19365,      0.0082
       -16.4,     -0.5077,     0.19695,     0.19239,      0.0075
       -16.3,     -0.5045,     0.19569,     0.19112,      0.0069
       -16.2,     -0.5013,     0.19442,     0.18985,      0.0062
       -16.1,     -0.4982,     0.19317,     0.18859,      0.0056
         -16,      -0.495,     0.19191,     0.18733,       0.005
       -15.9,     -0.4919,     0.19065,     0.18606,      0.0044
       -15.8,     -0.4888,     0.18939,      0.1848,      0.0038
       -15.7,     -0.4857,     0.18814,     0.18354,      0.0032
       -15.6,     -0.4826,     0.18688,     0.18228,      0.0026
       -15.5,     -0.4795,     0.18562,     0.18102,       0.002
       -15.4,     -0.4764,     0.18437,     0.17976,      0.0014
       -15.3,     -0.4734,      0.1831,     0.17849,      0.0008
       -15.2,     -0.4703,     0.18183,     0.17721,      0.0002
       -15.1,     -0.4672,     0.18055,     0.17593,     -0.0004
         -15,     -0.4641,     0.17928,     0.17465,      -0.001
       -14.9,     -0.4611,       0.178,     0.17337,     -0.0016
