st8
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.2,     -0.3251,     0.02028,     0.01438,     -0.1049
        -7.1,      -0.314,     0.01937,     0.01333,     -0.1054
          -7,     -0.3029,     0.01864,     0.01248,     -0.1058
        -6.9,     -0.2918,     0.01791,     0.01161,     -0.1063
        -6.8,     -0.2795,     0.01537,     0.00849,     -0.1074
        -6.7,     -0.2683,     0.01507,      0.0081,     -0.1076
        -6.6,     -0.2572,     0.01483,      0.0078,     -0.1077
        -6.5,     -0.2461,     0.01462,     0.00753,     -0.1078
        -6.4,      -0.235,     0.01442,     0.00728,     -0.1079
        -6.3,     -0.2239,     0.01422,     0.00702,      -0.108
        -6.2,     -0.2126,     0.01395,     0.00667,     -0.1082
        -6.1,     -0.2015,     0.01378,     0.00645,     -0.1083
          -6,     -0.1904,     0.01362,     0.00624,     -0.1084
        -5.9,     -0.1792,     0.01347,     0.00605,     -0.1084
        -5.8,     -0.1681,     0.01332,     0.00585,     -0.1085
        -5.7,     -0.1569,     0.01317,     0.00565,     -0.1086
        -5.6,     -0.1457,     0.01304,     0.00547,     -0.1087
        -5.5,     -0.1345,     0.01289,     0.00528,     -0.1088
        -5.4,     -0.1233,     0.01275,     0.00509,     -0.1088
        -5.3,     -0.1121,      0.0126,     0.00488,     -0.1089
        -5.2,     -0.1009,     0.01246,      0.0047,      -0.109
        -5.1,     -0.0897,     0.01234,     0.00453,      -0.109
          -5,     -0.0785,     0.01222,     0.00437,     -0.1091
        -4.9,     -0.0673,      0.0121,     0.00421,     -0.1092
        -4.8,     -0.0561,     0.01199,     0.00406,     -0.1092
        -4.7,     -0.0449,     0.01189,     0.00393,     -0.1093
        -4.6,     -0.0336,      0.0118,     0.00379,     -0.1093
        -4.5,     -0.0224,      0.0117,     0.00367,     -0.1094
        -4.4,     -0.0112,     0.01162,     0.00355,     -0.1094
        -4.3,           0,     0.01154,     0.00343,     -0.1095
        -4.2,      0.0112,     0.01146,     0.00332,     -0.1095
        -4.1,      0.0224,     0.01139,     0.00321,     -0.1096
          -4,      0.0336,     0.01132,     0.00311,     -0.1096
        -3.9,      0.0448,     0.01125,     0.00302,     -0.1096
        -3.8,       0.056,     0.01119,     0.00293,     -0.1097
        -3.7,      0.0672,     0.01113,     0.00284,     -0.1097
        -3.6,      0.0784,     0.01107,     0.00276,     -0.1097
        -3.5,      0.0896,     0.01102,     0.00268,     -0.1098
        -3.4,      0.1008,     0.01097,      0.0026,     -0.1098
        -3.3,       0.112,     0.01092,     0.00253,     -0.1098
        -3.2,      0.1233,     0.01087,     0.00236,     -0.1098
        -3.1,      0.1345,     0.01083,      0.0023,     -0.1099
          -3,      0.1457,     0.01079,     0.00224,     -0.1099
        -2.9,      0.1568,     0.01076,     0.00219,     -0.1099
        -2.8,       0.168,     0.01072,     0.00213,       -0.11
        -2.7,      0.1792,     0.01069,     0.00208,       -0.11
        -2.6,      0.1904,     0.01066,     0.00204,       -0.11
        -2.5,      0.2016,     0.01064,       0.002,       -0.11
        -2.4,      0.2127,     0.01061,     0.00196,       -0.11
        -2.3,      0.2239,     0.01059,     0.00192,     -0.1101
        -2.2,      0.2351,     0.01057,     0.00188,     -0.1101
        -2.1,      0.2462,     0.01055,     0.00185,     -0.1101
          -2,      0.2574,     0.01053,     0.00182,     -0.1101
        -1.9,      0.2685,     0.01051,     0.00179,     -0.1101
        -1.8,      0.2797,      0.0105,     0.00177,     -0.1102
        -1.7,      0.2908,     0.01049,     0.00174,     -0.1102
        -1.6,       0.302,     0.01047,     0.00172,     -0.1102
        -1.5,      0.3131,     0.01047,      0.0017,     -0.1102
        -1.4,      0.3243,     0.01046,     0.00169,     -0.1102
        -1.3,      0.3354,     0.01045,     0.00167,     -0.1102
        -1.2,      0.3465,     0.01045,     0.00166,     -0.1102
        -1.1,      0.3577,     0.01044,     0.00165,     -0.1102
          -1,      0.3688,     0.01044,     0.00164,     -0.1103
        -0.9,      0.3799,     0.01044,     0.00163,     -0.1103
        -0.8,       0.391,     0.01044,     0.00163,     -0.1103
        -0.7,      0.4021,     0.01044,     0.00162,     -0.1103
        -0.6,      0.4132,     0.01044,     0.00162,     -0.1103
        -0.5,      0.4243,     0.01045,     0.00162,     -0.1103
        -0.4,      0.4354,     0.01045,     0.00162,     -0.1103
