st6
Re        9e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.6,     -0.2699,     0.01945,     0.01304,     -0.1272
        -7.5,     -0.2585,     0.01858,     0.01205,     -0.1279
        -7.4,     -0.2472,     0.01795,     0.01131,     -0.1283
        -7.3,     -0.2359,     0.01741,     0.01067,     -0.1287
        -7.2,     -0.2246,     0.01695,     0.01012,      -0.129
        -7.1,     -0.2133,     0.01654,     0.00962,     -0.1293
          -7,      -0.202,     0.01617,     0.00916,     -0.1296
        -6.9,     -0.1907,     0.01585,     0.00877,     -0.1298
        -6.8,     -0.1794,     0.01556,     0.00839,       -0.13
        -6.7,     -0.1681,     0.01528,     0.00805,     -0.1302
        -6.6,     -0.1568,     0.01503,     0.00773,     -0.1303
        -6.5,     -0.1456,      0.0148,     0.00743,     -0.1305
        -6.4,     -0.1343,     0.01458,     0.00716,     -0.1307
        -6.3,      -0.123,     0.01438,     0.00689,     -0.1308
        -6.2,     -0.1117,     0.01419,     0.00664,     -0.1309
        -6.1,     -0.1004,     0.01401,     0.00641,      -0.131
          -6,     -0.0891,     0.01384,     0.00619,     -0.1311
        -5.9,     -0.0779,     0.01368,     0.00598,     -0.1313
        -5.8,     -0.0666,     0.01353,     0.00577,     -0.1314
        -5.7,     -0.0553,     0.01339,     0.00558,     -0.1314
        -5.6,      -0.044,     0.01325,      0.0054,     -0.1315
        -5.5,     -0.0327,     0.01313,     0.00522,     -0.1316
        -5.4,     -0.0215,       0.013,     0.00506,     -0.1317
        -5.3,     -0.0102,     0.01289,     0.00489,     -0.1318
        -5.2,      0.0011,     0.01278,     0.00474,     -0.1318
        -5.1,      0.0124,     0.01268,      0.0046,     -0.1319
          -5,      0.0236,     0.01258,     0.00446,      -0.132
        -4.9,      0.0349,     0.01249,     0.00433,      -0.132
        -4.8,      0.0462,      0.0124,     0.00421,     -0.1321
        -4.7,      0.0574,     0.01231,     0.00409,     -0.1321
        -4.6,      0.0687,     0.01223,     0.00397,     -0.1322
        -4.5,      0.0799,     0.01216,     0.00386,     -0.1322
        -4.4,      0.0912,     0.01209,     0.00376,     -0.1323
        -4.3,      0.1024,     0.01202,     0.00366,     -0.1323
        -4.2,      0.1137,     0.01195,     0.00356,     -0.1324
        -4.1,      0.1249,     0.01189,     0.00347,     -0.1324
          -4,      0.1361,     0.01183,     0.00338,     -0.1325
        -3.9,      0.1474,     0.01178,      0.0033,     -0.1325
        -3.8,      0.1586,     0.01173,     0.00322,     -0.1325
        -3.7,      0.1698,     0.01168,     0.00315,     -0.1326
        -3.6,      0.1811,     0.01163,     0.00308,     -0.1326
        -3.5,      0.1923,     0.01159,     0.00301,     -0.1326
        -3.4,      0.2035,     0.01155,     0.00295,     -0.1327
        -3.3,      0.2147,     0.01151,     0.00288,     -0.1327
        -3.2,      0.2259,     0.01148,     0.00282,     -0.1327
        -3.1,      0.2372,     0.01144,     0.00269,     -0.1327
          -3,      0.2484,     0.01141,     0.00264,     -0.1327
        -2.9,      0.2596,     0.01138,     0.00259,     -0.1328
        -2.8,      0.2708,     0.01135,     0.00255,     -0.1328
        -2.7,       0.282,     0.01132,      0.0025,     -0.1328
        -2.6,      0.2932,      0.0113,     0.00246,     -0.1328
        -2.5,      0.3043,     0.01128,     0.00242,     -0.1328
        -2.4,      0.3155,     0.01126,     0.00239,     -0.1329
        -2.3,      0.3267,     0.01124,     0.00235,     -0.1329
        -2.2,      0.3378,     0.01122,     0.00232,     -0.1329
        -2.1,       0.349,     0.01121,     0.00229,     -0.1329
          -2,      0.3602,     0.01119,     0.00227,     -0.1329
        -1.9,      0.3713,     0.01118,     0.00224,     -0.1329
        -1.8,      0.3825,     0.01117,     0.00222,     -0.1329
        -1.7,      0.3936,     0.01116,      0.0022,     -0.1329
        -1.6,      0.4047,     0.01116,     0.00218,     -0.1329
        -1.5,      0.4159,     0.01115,     0.00217,     -0.1329
        -1.4,       0.427,     0.01114,     0.00215,     -0.1329
        -1.3,      0.4381,     0.01113,     0.00213,     -0.1329
        -1.2,      0.4493,     0.01109,      0.0021,      -0.133
        -1.1,      0.4605,     0.01107,     0.00209,      -0.133
          -1,      0.4717,     0.01101,     0.00206,      -0.133
        -0.9,      0.4828,     0.01099,     0.00205,     -0.1331
        -0.8,      0.4939,     0.01098,     0.00205,     -0.1331
        -0.7,       0.505,     0.01097,     0.00205,     -0.1331
        -0.6,      0.5161,     0.01098,     0.00205,     -0.1331
        -0.5,      0.5272,     0.01099,     0.00206,     -0.1331
        -0.4,      0.5383,       0.011,     0.00207,     -0.1331
        -0.3,      0.5493,     0.01101,     0.00208,      -0.133
        -0.2,      0.5604,     0.01101,     0.00209,      -0.133
        -0.1,      0.5714,     0.01103,      0.0021,      -0.133
           0,      0.5825,     0.01105,     0.00211,      -0.133
         0.1,      0.5935,     0.01107,     0.00213,      -0.133
         0.2,      0.6045,      0.0111,     0.00214,      -0.133
         0.3,      0.6155,     0.01112,     0.00216,     -0.1329
         0.4,      0.6265,     0.01115,     0.00218,     -0.1329
         0.5,      0.6375,     0.01118,      0.0022,     -0.1329
         0.6,      0.6484,      0.0112,     0.00223,     -0.1329
         0.7,      0.6594,     0.01123,     0.00227,     -0.1328
         0.8,      0.6703,     0.01126,      0.0023,     -0.1328
         0.9,      0.6813,     0.01129,     0.00232,     -0.1328
           1,      0.6922,     0.01132,     0.00234,     -0.1327
         1.1,      0.7032,     0.01135,     0.00237,     -0.1327
         1.2,      0.7141,     0.01139,     0.00239,     -0.1326
         1.3,       0.725,     0.01142,     0.00242,     -0.1326
         1.4,      0.7359,     0.01145,     0.00245,     -0.1326
         1.5,      0.7468,     0.01149,     0.00248,     -0.1325
         1.6,      0.7577,     0.01152,     0.00251,     -0.1325
         1.7,      0.7685,     0.01156,     0.00254,     -0.1324
         1.8,      0.7794,      0.0116,     0.00258,     -0.1324
         1.9,      0.7903,     0.01163,     0.00261,     -0.1323
           2,      0.8011,     0.01167,     0.00265,     -0.1323
         2.1,      0.8119,     0.01171,     0.00269,     -0.1322
         2.2,      0.8227,     0.01175,     0.00273,     -0.1322
         2.3,      0.8335,      0.0118,     0.00277,     -0.1321
         2.4,      0.8443,     0.01184,     0.00281,     -0.1321
         2.5,      0.8551,     0.01188,     0.00286,      -0.132
         2.6,      0.8659,     0.01193,      0.0029,     -0.1319
         2.7,      0.8766,     0.01197,     0.00295,     -0.1319
         2.8,      0.8874,     0.01202,       0.003,     -0.1318
         2.9,      0.8981,     0.01206,     0.00305,     -0.1318
           3,      0.9088,     0.01211,      0.0031,     -0.1317
         3.1,      0.9195,     0.01216,     0.00315,     -0.1316
         3.2,      0.9302,     0.01221,      0.0032,     -0.1315
         3.3,      0.9409,     0.01226,     0.00326,     -0.1315
         3.4,      0.9516,     0.01231,     0.00331,     -0.1314
         3.5,      0.9622,     0.01236,     0.00337,     -0.1313
         3.6,      0.9729,     0.01241,     0.00343,     -0.1312
         3.7,      0.9835,     0.01246,     0.00349,     -0.1311
         3.8,      0.9941,     0.01252,     0.00355,     -0.1311
         3.9,      1.0047,     0.01257,     0.00367,      -0.131
           4,      1.0153,     0.01263,     0.00373,     -0.1309
         4.1,      1.0258,     0.01269,      0.0038,     -0.1308
         4.2,      1.0364,     0.01274,     0.00387,     -0.1307
         4.3,      1.0469,      0.0128,     0.00394,     -0.1306
         4.4,      1.0574,     0.01287,     0.00401,     -0.1305
         4.5,      1.0678,     0.01294,     0.00409,     -0.1303
         4.6,      1.0777,     0.01308,      0.0042,     -0.1301
         4.7,      1.0876,     0.01322,     0.00431,     -0.1299
         4.8,      1.0975,     0.01335,     0.00442,     -0.1298
         4.9,      1.1074,     0.01349,     0.00455,     -0.1295
           5,      1.1171,     0.01364,     0.00468,     -0.1293
         5.1,       1.127,     0.01377,     0.00479,     -0.1291
         5.2,      1.1388,     0.01365,     0.00478,     -0.1292
         5.4,      1.1587,     0.01388,     0.00501,     -0.1288
         5.5,      1.1686,       0.014,     0.00513,     -0.1286
         5.6,      1.1785,     0.01412,     0.00525,     -0.1284
         5.7,      1.1885,     0.01422,     0.00536,     -0.1283
         5.8,      1.1981,     0.01438,      0.0055,      -0.128
         5.9,      1.2075,     0.01456,     0.00566,     -0.1277
           6,       1.217,     0.01472,     0.00582,     -0.1275
         6.1,       1.226,     0.01495,     0.00602,     -0.1271
         6.2,      1.2344,     0.01526,     0.00631,     -0.1266
         6.3,      1.2441,     0.01538,     0.00644,     -0.1264
         6.4,      1.2539,     0.01549,     0.00657,     -0.1262
         6.5,      1.2637,     0.01561,      0.0067,      -0.126
         6.6,      1.2734,     0.01573,     0.00683,     -0.1257
         6.7,       1.283,     0.01585,     0.00697,     -0.1255
         6.8,      1.2927,     0.01597,      0.0071,     -0.1252
         6.9,      1.3023,      0.0161,     0.00724,      -0.125
           7,      1.3118,     0.01623,     0.00739,     -0.1247
         7.1,      1.3214,     0.01635,     0.00753,     -0.1245
         7.2,      1.3309,     0.01648,     0.00768,     -0.1242
         7.3,      1.3403,     0.01661,     0.00783,      -0.124
         7.4,      1.3497,     0.01674,     0.00798,     -0.1237
         7.5,      1.3591,     0.01688,     0.00814,     -0.1234
         7.6,      1.3684,     0.01702,     0.00829,     -0.1231
         7.7,      1.3777,     0.01717,     0.00846,     -0.1228
         7.8,      1.3869,     0.01731,     0.00862,     -0.1225
         7.9,       1.396,     0.01747,     0.00879,     -0.1222
           8,      1.4051,     0.01762,     0.00896,     -0.1219
         8.1,      1.4142,     0.01777,     0.00914,     -0.1215
         8.2,      1.4232,     0.01793,     0.00931,     -0.1212
         8.3,      1.4321,     0.01808,     0.00949,     -0.1208
         8.4,       1.441,     0.01824,     0.00967,     -0.1205
         8.5,      1.4499,     0.01841,     0.00986,     -0.1201
         8.6,      1.4587,     0.01857,     0.01005,     -0.1197
         8.7,      1.4674,     0.01874,     0.01024,     -0.1194
         8.8,       1.476,     0.01892,     0.01044,      -0.119
         8.9,      1.4846,     0.01909,     0.01064,     -0.1186
           9,      1.4931,     0.01927,     0.01084,     -0.1182
         9.1,      1.5016,     0.01945,     0.01104,     -0.1177
         9.2,      1.5099,     0.01964,     0.01126,     -0.1173
         9.3,      1.5182,     0.01983,     0.01147,     -0.1168
         9.4,      1.5265,     0.02002,     0.01169,     -0.1164
         9.5,      1.5346,     0.02021,     0.01191,     -0.1159
