st7
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.5,     -0.2871,      0.0202,     0.01419,     -0.1215
        -7.4,     -0.2756,     0.01882,     0.01262,     -0.1225
        -7.3,     -0.2642,     0.01802,     0.01171,     -0.1231
        -7.2,      -0.253,     0.01742,       0.011,     -0.1235
        -7.1,     -0.2417,     0.01692,     0.01041,     -0.1238
          -7,     -0.2306,     0.01657,     0.00999,     -0.1241
        -6.9,     -0.2194,     0.01622,     0.00955,     -0.1243
        -6.8,     -0.2082,     0.01586,     0.00912,     -0.1246
        -6.7,     -0.1969,      0.0155,     0.00867,     -0.1248
        -6.6,     -0.1854,     0.01501,     0.00805,     -0.1251
        -6.5,     -0.1742,     0.01479,     0.00778,     -0.1253
        -6.4,     -0.1631,     0.01459,     0.00752,     -0.1254
        -6.3,     -0.1519,     0.01439,     0.00726,     -0.1256
        -6.2,     -0.1406,     0.01414,     0.00694,     -0.1257
        -6.1,     -0.1294,       0.014,     0.00675,     -0.1258
          -6,     -0.1182,     0.01383,     0.00654,     -0.1259
        -5.9,      -0.107,     0.01367,     0.00632,     -0.1261
        -5.8,     -0.0958,     0.01352,     0.00613,     -0.1262
        -5.7,     -0.0846,     0.01336,     0.00592,     -0.1263
        -5.6,     -0.0734,     0.01321,     0.00572,     -0.1264
        -5.5,     -0.0621,     0.01305,      0.0055,     -0.1265
        -5.4,     -0.0509,     0.01289,     0.00529,     -0.1266
        -5.3,     -0.0396,     0.01273,     0.00507,     -0.1267
        -5.2,     -0.0284,      0.0126,     0.00488,     -0.1268
        -5.1,     -0.0171,     0.01247,      0.0047,     -0.1268
          -5,     -0.0059,     0.01234,     0.00454,     -0.1269
        -4.9,      0.0054,     0.01223,     0.00438,      -0.127
        -4.8,      0.0166,     0.01212,     0.00423,     -0.1271
        -4.7,      0.0279,     0.01202,     0.00408,     -0.1271
        -4.6,      0.0391,     0.01192,     0.00395,     -0.1272
        -4.5,      0.0503,     0.01183,     0.00382,     -0.1272
        -4.4,      0.0615,     0.01174,     0.00369,     -0.1273
        -4.3,      0.0728,     0.01166,     0.00357,     -0.1274
        -4.2,       0.084,     0.01158,     0.00346,     -0.1274
        -4.1,      0.0952,     0.01151,     0.00335,     -0.1275
          -4,      0.1064,     0.01144,     0.00325,     -0.1275
        -3.9,      0.1176,     0.01138,     0.00316,     -0.1275
        -3.8,      0.1288,     0.01132,     0.00306,     -0.1276
        -3.7,        0.14,     0.01126,     0.00298,     -0.1276
        -3.6,      0.1512,      0.0112,     0.00289,     -0.1277
        -3.5,      0.1624,     0.01115,     0.00281,     -0.1277
        -3.4,      0.1736,     0.01111,     0.00274,     -0.1277
        -3.3,      0.1848,     0.01106,     0.00266,     -0.1278
        -3.2,       0.196,     0.01102,     0.00251,     -0.1278
        -3.1,      0.2072,     0.01098,     0.00245,     -0.1278
          -3,      0.2184,     0.01094,     0.00239,     -0.1278
        -2.9,      0.2295,     0.01091,     0.00233,     -0.1279
        -2.8,      0.2407,     0.01088,     0.00228,     -0.1279
        -2.7,      0.2518,     0.01085,     0.00223,     -0.1279
        -2.6,       0.263,     0.01082,     0.00219,     -0.1279
        -2.5,      0.2742,     0.01079,     0.00215,     -0.1279
        -2.4,      0.2853,     0.01077,     0.00211,      -0.128
        -2.3,      0.2964,     0.01075,     0.00207,      -0.128
        -2.2,      0.3076,     0.01073,     0.00203,      -0.128
        -2.1,      0.3187,     0.01071,       0.002,      -0.128
          -2,      0.3298,      0.0107,     0.00197,      -0.128
        -1.9,       0.341,     0.01068,     0.00194,      -0.128
        -1.8,      0.3521,     0.01067,     0.00192,      -0.128
        -1.7,      0.3632,     0.01066,      0.0019,     -0.1281
        -1.6,      0.3743,     0.01066,     0.00188,     -0.1281
        -1.5,      0.3854,     0.01065,     0.00186,     -0.1281
        -1.4,      0.3965,     0.01064,     0.00184,     -0.1281
        -1.3,      0.4076,     0.01064,     0.00183,     -0.1281
        -1.2,      0.4187,     0.01064,     0.00182,     -0.1281
        -1.1,      0.4298,     0.01064,     0.00181,     -0.1281
          -1,      0.4408,     0.01064,      0.0018,     -0.1281
        -0.9,      0.4519,     0.01064,     0.00179,     -0.1281
        -0.8,       0.463,     0.01064,     0.00179,     -0.1281
        -0.7,      0.4741,     0.01063,     0.00178,     -0.1281
        -0.6,      0.4852,     0.01062,     0.00177,     -0.1281
        -0.5,      0.4962,     0.01062,     0.00177,     -0.1281
        -0.4,      0.5073,     0.01062,     0.00177,     -0.1281
        -0.3,      0.5183,     0.01063,     0.00177,     -0.1281
        -0.2,      0.5293,     0.01064,     0.00178,     -0.1281
        -0.1,      0.5404,     0.01065,     0.00179,     -0.1281
           0,      0.5514,     0.01067,      0.0018,     -0.1281
         0.1,      0.5624,     0.01068,     0.00181,     -0.1281
         0.2,      0.5734,     0.01069,     0.00183,     -0.1281
         0.3,      0.5844,     0.01071,     0.00184,     -0.1281
         0.5,      0.6064,     0.01073,     0.00191,      -0.128
         0.6,      0.6173,     0.01076,     0.00193,      -0.128
         0.7,      0.6283,     0.01077,     0.00194,      -0.128
         0.9,      0.6503,     0.01079,     0.00199,      -0.128
           1,      0.6612,     0.01082,     0.00201,      -0.128
         1.1,      0.6721,     0.01085,     0.00204,     -0.1279
         1.2,       0.683,     0.01088,     0.00206,     -0.1279
         1.3,      0.6939,     0.01091,     0.00209,     -0.1279
         1.4,      0.7048,     0.01095,     0.00212,     -0.1278
         1.5,      0.7157,     0.01098,     0.00215,     -0.1278
         1.6,      0.7266,     0.01102,     0.00218,     -0.1278
         1.7,      0.7374,     0.01106,     0.00222,     -0.1277
         1.8,      0.7483,     0.01109,     0.00225,     -0.1277
         1.9,      0.7591,     0.01113,     0.00229,     -0.1276
           2,      0.7699,     0.01117,     0.00232,     -0.1276
         2.1,      0.7807,     0.01121,     0.00236,     -0.1275
         2.2,      0.7916,     0.01125,      0.0024,     -0.1275
         2.3,      0.8023,      0.0113,     0.00245,     -0.1274
         2.4,      0.8131,     0.01134,     0.00249,     -0.1274
         2.5,      0.8239,     0.01138,     0.00253,     -0.1273
         2.6,      0.8347,     0.01143,     0.00258,     -0.1273
         2.7,      0.8454,     0.01147,     0.00263,     -0.1272
         2.8,      0.8562,     0.01152,     0.00268,     -0.1272
         2.9,      0.8669,     0.01157,     0.00273,     -0.1271
           3,      0.8776,     0.01162,     0.00278,      -0.127
         3.1,      0.8883,     0.01166,     0.00283,      -0.127
         3.2,       0.899,     0.01171,     0.00289,     -0.1269
