st8
Re        9e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
          -7,     -0.3022,     0.01692,     0.01021,     -0.1067
        -6.9,     -0.2911,     0.01648,     0.00967,     -0.1069
        -6.8,       -0.28,     0.01615,     0.00926,     -0.1071
        -6.7,     -0.2689,     0.01586,     0.00889,     -0.1072
        -6.6,     -0.2578,     0.01558,     0.00855,     -0.1074
        -6.5,     -0.2467,     0.01533,     0.00823,     -0.1075
        -6.4,     -0.2356,     0.01509,     0.00793,     -0.1076
        -6.3,     -0.2245,     0.01485,     0.00762,     -0.1078
        -6.2,     -0.2133,     0.01456,     0.00724,     -0.1079
        -6.1,     -0.2022,     0.01436,     0.00699,      -0.108
          -6,      -0.191,     0.01417,     0.00674,     -0.1081
        -5.9,     -0.1799,     0.01399,     0.00651,     -0.1082
        -5.8,     -0.1687,     0.01381,     0.00628,     -0.1083
        -5.7,     -0.1575,     0.01364,     0.00605,     -0.1084
        -5.6,     -0.1463,     0.01347,     0.00583,     -0.1085
        -5.5,     -0.1351,     0.01329,     0.00559,     -0.1086
        -5.4,     -0.1239,     0.01313,     0.00537,     -0.1087
        -5.3,     -0.1127,     0.01297,     0.00515,     -0.1087
        -5.2,     -0.1015,     0.01282,     0.00495,     -0.1088
        -5.1,     -0.0903,     0.01268,     0.00477,     -0.1089
          -5,     -0.0791,     0.01255,     0.00459,      -0.109
        -4.9,     -0.0679,     0.01243,     0.00443,      -0.109
        -4.8,     -0.0567,     0.01232,     0.00427,     -0.1091
        -4.7,     -0.0455,     0.01221,     0.00412,     -0.1091
        -4.6,     -0.0342,     0.01211,     0.00398,     -0.1092
        -4.5,      -0.023,     0.01201,     0.00384,     -0.1092
        -4.4,     -0.0118,     0.01191,     0.00371,     -0.1093
        -4.3,     -0.0006,     0.01183,     0.00359,     -0.1093
        -4.2,      0.0106,     0.01174,     0.00346,     -0.1094
        -4.1,      0.0218,     0.01167,     0.00335,     -0.1094
          -4,       0.033,     0.01159,     0.00325,     -0.1095
        -3.9,      0.0442,     0.01152,     0.00314,     -0.1095
        -3.8,      0.0554,     0.01145,     0.00305,     -0.1095
        -3.7,      0.0666,     0.01139,     0.00296,     -0.1096
        -3.6,      0.0778,     0.01133,     0.00287,     -0.1096
        -3.5,       0.089,     0.01128,     0.00279,     -0.1096
        -3.4,      0.1001,     0.01122,      0.0027,     -0.1097
        -3.3,      0.1113,     0.01117,     0.00263,     -0.1097
        -3.2,      0.1226,     0.01112,     0.00245,     -0.1097
        -3.1,      0.1338,     0.01108,     0.00239,     -0.1097
          -3,       0.145,     0.01104,     0.00232,     -0.1098
        -2.9,      0.1561,       0.011,     0.00227,     -0.1098
        -2.8,      0.1673,     0.01096,     0.00221,     -0.1098
        -2.7,      0.1785,     0.01093,     0.00216,     -0.1098
        -2.6,      0.1897,      0.0109,     0.00211,     -0.1099
        -2.5,      0.2008,     0.01087,     0.00206,     -0.1099
        -2.4,       0.212,     0.01084,     0.00202,     -0.1099
        -2.3,      0.2232,     0.01082,     0.00198,     -0.1099
        -2.2,      0.2343,     0.01079,     0.00194,     -0.1099
        -2.1,      0.2455,     0.01077,     0.00191,       -0.11
          -2,      0.2566,     0.01075,     0.00187,       -0.11
        -1.9,      0.2678,     0.01074,     0.00184,       -0.11
        -1.8,      0.2789,     0.01072,     0.00182,       -0.11
        -1.7,      0.2901,     0.01071,     0.00179,       -0.11
        -1.6,      0.3012,      0.0107,     0.00177,       -0.11
        -1.5,      0.3123,     0.01069,     0.00175,       -0.11
        -1.4,      0.3235,     0.01068,     0.00173,       -0.11
        -1.3,      0.3346,     0.01067,     0.00172,     -0.1101
        -1.2,      0.3457,     0.01067,      0.0017,     -0.1101
        -1.1,      0.3568,     0.01066,     0.00169,     -0.1101
          -1,      0.3679,     0.01066,     0.00168,     -0.1101
        -0.9,       0.379,     0.01066,     0.00168,     -0.1101
        -0.8,      0.3901,     0.01066,     0.00167,     -0.1101
        -0.7,      0.4012,     0.01066,     0.00167,     -0.1101
        -0.6,      0.4123,     0.01066,     0.00166,     -0.1101
        -0.5,      0.4234,     0.01067,     0.00166,     -0.1101
        -0.4,      0.4345,     0.01067,     0.00166,     -0.1101
        -0.3,      0.4456,     0.01066,     0.00165,     -0.1101
        -0.2,      0.4567,     0.01067,     0.00166,     -0.1101
        -0.1,      0.4678,     0.01067,     0.00166,     -0.1101
           0,      0.4789,     0.01064,     0.00166,     -0.1101
         0.1,        0.49,     0.01064,     0.00167,     -0.1101
         0.2,      0.5011,     0.01063,     0.00168,     -0.1102
         0.3,      0.5122,     0.01061,     0.00169,     -0.1102
         0.4,      0.5233,     0.01061,     0.00171,     -0.1102
         0.5,      0.5343,     0.01063,     0.00173,     -0.1102
         0.6,      0.5453,     0.01066,     0.00177,     -0.1102
         0.7,      0.5563,     0.01068,     0.00179,     -0.1102
         0.8,      0.5673,      0.0107,     0.00181,     -0.1101
         0.9,      0.5783,     0.01073,     0.00183,     -0.1101
           1,      0.5893,     0.01076,     0.00185,     -0.1101
