st9
Re        4e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.1,     -0.3695,     0.02427,     0.01727,     -0.0893
          -7,     -0.3588,     0.02265,     0.01539,     -0.0901
        -6.9,      -0.348,     0.02162,     0.01416,     -0.0906
        -6.8,     -0.3372,     0.02082,     0.01319,     -0.0909
        -6.7,     -0.3263,     0.02016,     0.01238,     -0.0912
        -6.6,     -0.3154,      0.0196,     0.01169,     -0.0914
        -6.5,     -0.3044,     0.01911,     0.01107,     -0.0916
        -6.4,     -0.2934,     0.01867,     0.01052,     -0.0918
        -6.3,     -0.2825,     0.01828,     0.01002,     -0.0919
        -6.2,     -0.2714,     0.01792,     0.00955,     -0.0921
        -6.1,     -0.2604,     0.01759,     0.00912,     -0.0922
          -6,     -0.2494,     0.01728,     0.00873,     -0.0923
        -5.9,     -0.2383,       0.017,     0.00836,     -0.0924
        -5.8,     -0.2272,     0.01674,     0.00801,     -0.0925
        -5.7,     -0.2161,     0.01649,     0.00768,     -0.0926
        -5.6,      -0.205,     0.01626,     0.00738,     -0.0927
        -5.5,     -0.1939,     0.01604,     0.00709,     -0.0927
        -5.4,     -0.1828,     0.01584,     0.00682,     -0.0928
        -5.3,     -0.1717,     0.01564,     0.00653,     -0.0928
        -5.2,     -0.1606,     0.01546,     0.00629,     -0.0929
        -5.1,     -0.1495,     0.01529,     0.00606,      -0.093
          -5,     -0.1384,     0.01513,     0.00584,      -0.093
        -4.9,     -0.1272,     0.01498,     0.00564,     -0.0931
        -4.8,     -0.1161,     0.01484,     0.00544,     -0.0931
        -4.7,      -0.105,      0.0147,     0.00525,     -0.0931
        -4.6,     -0.0938,     0.01457,     0.00508,     -0.0932
        -4.5,     -0.0827,     0.01445,     0.00491,     -0.0932
        -4.4,     -0.0716,     0.01434,     0.00475,     -0.0932
        -4.3,     -0.0604,     0.01423,      0.0046,     -0.0933
        -4.2,     -0.0493,     0.01412,     0.00444,     -0.0933
        -4.1,     -0.0381,     0.01401,      0.0043,     -0.0933
          -4,      -0.027,     0.01392,     0.00416,     -0.0934
        -3.9,     -0.0159,     0.01383,     0.00404,     -0.0934
        -3.8,     -0.0047,     0.01374,     0.00391,     -0.0934
        -3.7,      0.0064,     0.01365,      0.0038,     -0.0935
        -3.6,      0.0175,     0.01358,     0.00369,     -0.0935
        -3.5,      0.0287,      0.0135,     0.00358,     -0.0935
        -3.4,      0.0398,     0.01343,     0.00348,     -0.0935
        -3.3,       0.051,     0.01336,     0.00338,     -0.0935
        -3.2,      0.0621,      0.0133,     0.00329,     -0.0936
        -3.1,      0.0733,     0.01325,      0.0031,     -0.0936
          -3,      0.0844,     0.01319,     0.00301,     -0.0936
        -2.9,      0.0956,     0.01313,     0.00293,     -0.0936
        -2.8,      0.1067,     0.01306,     0.00285,     -0.0936
        -2.7,      0.1178,     0.01302,     0.00278,     -0.0936
        -2.6,      0.1289,     0.01298,     0.00272,     -0.0936
        -2.5,      0.1401,     0.01292,     0.00265,     -0.0937
        -2.4,      0.1512,     0.01287,     0.00258,     -0.0937
        -2.3,      0.1623,     0.01281,     0.00252,     -0.0937
        -2.2,      0.1735,     0.01277,     0.00247,     -0.0937
        -2.1,      0.1846,     0.01273,     0.00242,     -0.0937
          -2,      0.1957,     0.01268,     0.00237,     -0.0937
        -1.9,      0.2068,     0.01264,     0.00232,     -0.0938
        -1.8,      0.2179,     0.01261,     0.00228,     -0.0938
        -1.7,      0.2291,     0.01256,     0.00224,     -0.0938
        -1.6,      0.2402,     0.01252,     0.00221,     -0.0938
        -1.5,      0.2513,      0.0125,     0.00218,     -0.0938
        -1.4,      0.2624,     0.01248,     0.00216,     -0.0938
        -1.3,      0.2735,     0.01246,     0.00213,     -0.0938
        -1.2,      0.2846,     0.01245,     0.00211,     -0.0938
        -1.1,      0.2956,     0.01244,      0.0021,     -0.0938
          -1,      0.3067,     0.01244,     0.00208,     -0.0938
        -0.9,      0.3178,     0.01244,     0.00207,     -0.0938
        -0.8,      0.3289,     0.01244,     0.00206,     -0.0938
        -0.7,      0.3399,     0.01245,     0.00205,     -0.0938
        -0.6,       0.351,     0.01246,     0.00205,     -0.0938
        -0.5,      0.3621,     0.01247,     0.00204,     -0.0938
        -0.4,      0.3731,     0.01249,     0.00204,     -0.0938
        -0.3,      0.3841,      0.0125,     0.00204,     -0.0937
        -0.2,      0.3952,     0.01252,     0.00205,     -0.0937
        -0.1,      0.4062,     0.01253,     0.00205,     -0.0937
           0,      0.4172,     0.01255,     0.00206,     -0.0937
         0.1,      0.4283,     0.01257,     0.00207,     -0.0937
         0.2,      0.4393,     0.01259,     0.00208,     -0.0936
         0.3,      0.4503,     0.01261,      0.0021,     -0.0936
         0.4,      0.4613,     0.01263,     0.00211,     -0.0936
         0.5,      0.4723,     0.01265,     0.00213,     -0.0936
         0.6,      0.4832,     0.01268,     0.00215,     -0.0936
         0.7,      0.4942,     0.01271,     0.00218,     -0.0935
         0.8,      0.5052,     0.01273,     0.00223,     -0.0935
         0.9,      0.5161,     0.01276,     0.00225,     -0.0935
           1,      0.5271,     0.01279,     0.00227,     -0.0934
         1.1,       0.538,     0.01282,      0.0023,     -0.0934
         1.2,      0.5489,     0.01285,     0.00232,     -0.0934
         1.3,      0.5599,     0.01288,     0.00235,     -0.0934
         1.4,      0.5708,     0.01292,     0.00238,     -0.0933
         1.5,      0.5817,     0.01295,     0.00241,     -0.0933
         1.6,      0.5926,     0.01299,     0.00245,     -0.0932
         1.7,      0.6035,     0.01302,     0.00248,     -0.0932
         1.8,      0.6144,     0.01306,     0.00252,     -0.0932
         1.9,      0.6253,      0.0131,     0.00256,     -0.0931
           2,      0.6361,     0.01314,      0.0026,     -0.0931
         2.1,       0.647,     0.01318,     0.00264,      -0.093
         2.2,      0.6578,     0.01322,     0.00268,      -0.093
         2.3,      0.6687,     0.01326,     0.00273,     -0.0929
         2.4,      0.6795,     0.01331,     0.00278,     -0.0929
         2.5,      0.6903,     0.01335,     0.00283,     -0.0928
         2.6,      0.7011,      0.0134,     0.00288,     -0.0928
         2.7,      0.7119,     0.01344,     0.00294,     -0.0927
         2.8,      0.7227,     0.01349,     0.00299,     -0.0927
         2.9,      0.7335,     0.01354,     0.00305,     -0.0926
           3,      0.7442,     0.01359,     0.00311,     -0.0926
         3.1,       0.755,     0.01364,     0.00317,     -0.0925
         3.2,      0.7657,      0.0137,     0.00323,     -0.0924
         3.3,      0.7764,     0.01375,      0.0033,     -0.0924
         3.4,      0.7871,     0.01381,     0.00336,     -0.0923
         3.5,      0.7978,     0.01386,     0.00343,     -0.0922
         3.6,      0.8085,     0.01392,     0.00351,     -0.0921
         3.7,      0.8192,     0.01398,     0.00358,     -0.0921
         3.8,      0.8298,     0.01404,     0.00365,      -0.092
         3.9,      0.8405,      0.0141,     0.00382,     -0.0919
           4,      0.8511,     0.01417,     0.00391,     -0.0918
         4.1,      0.8618,     0.01423,     0.00399,     -0.0917
         4.2,      0.8724,     0.01429,     0.00407,     -0.0917
         4.3,      0.8829,     0.01436,     0.00416,     -0.0916
         4.4,      0.8935,     0.01443,     0.00425,     -0.0915
         4.5,       0.904,     0.01452,     0.00435,     -0.0914
         4.6,      0.9141,     0.01466,     0.00447,     -0.0912
         4.7,      0.9243,     0.01478,     0.00458,     -0.0911
         4.8,      0.9346,     0.01489,      0.0047,     -0.0909
         4.9,      0.9449,     0.01499,     0.00481,     -0.0908
