st10
Re        6e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -9.3,     -0.6692,     0.03139,     0.02579,     -0.0655
        -9.2,     -0.6644,     0.02823,      0.0223,     -0.0666
        -9.1,     -0.6564,     0.02679,     0.02068,      -0.067
          -9,     -0.6477,     0.02569,     0.01942,     -0.0673
        -8.9,     -0.6386,     0.02481,      0.0184,     -0.0675
        -8.8,     -0.6291,     0.02407,     0.01754,     -0.0677
        -8.7,     -0.6194,     0.02339,     0.01674,     -0.0679
        -8.6,     -0.6096,     0.02278,     0.01602,      -0.068
        -8.5,     -0.5997,      0.0222,     0.01533,     -0.0681
        -8.4,     -0.5896,      0.0217,     0.01473,     -0.0682
        -8.3,     -0.5794,     0.02121,     0.01414,     -0.0683
        -8.2,     -0.5692,     0.02074,     0.01358,     -0.0684
        -8.1,     -0.5589,     0.02028,     0.01302,     -0.0685
          -8,     -0.5484,     0.01986,     0.01251,     -0.0686
        -7.9,      -0.538,     0.01947,     0.01203,     -0.0686
        -7.8,     -0.5274,      0.0191,     0.01157,     -0.0687
        -7.7,     -0.5168,     0.01876,     0.01115,     -0.0688
        -7.6,     -0.5061,     0.01844,     0.01075,     -0.0688
        -7.5,     -0.4954,     0.01812,     0.01036,     -0.0689
        -7.4,     -0.4846,     0.01783,     0.00999,     -0.0689
        -7.3,     -0.4738,     0.01755,     0.00964,      -0.069
        -7.2,      -0.463,     0.01729,     0.00932,     -0.0691
        -7.1,     -0.4521,     0.01704,       0.009,     -0.0691
          -7,     -0.4412,     0.01679,     0.00869,     -0.0692
        -6.9,     -0.4303,     0.01657,      0.0084,     -0.0692
        -6.8,     -0.4193,     0.01634,     0.00811,     -0.0693
        -6.7,     -0.4083,     0.01613,     0.00785,     -0.0693
        -6.6,     -0.3973,     0.01593,     0.00759,     -0.0694
        -6.5,     -0.3863,     0.01574,     0.00735,     -0.0694
        -6.4,     -0.3753,     0.01556,     0.00711,     -0.0694
        -6.3,     -0.3642,     0.01538,     0.00688,     -0.0695
        -6.2,     -0.3531,     0.01522,     0.00667,     -0.0695
        -6.1,      -0.342,     0.01506,     0.00646,     -0.0696
          -6,     -0.3309,      0.0149,     0.00626,     -0.0696
        -5.9,     -0.3198,     0.01476,     0.00607,     -0.0697
        -5.8,     -0.3086,     0.01462,     0.00588,     -0.0697
        -5.7,     -0.2975,     0.01448,      0.0057,     -0.0697
        -5.6,     -0.2863,     0.01435,     0.00553,     -0.0698
        -5.5,     -0.2752,     0.01422,     0.00536,     -0.0698
        -5.4,      -0.264,      0.0141,      0.0052,     -0.0699
        -5.3,     -0.2528,     0.01398,     0.00505,     -0.0699
        -5.2,     -0.2416,     0.01387,      0.0049,       -0.07
        -5.1,     -0.2304,     0.01377,     0.00474,       -0.07
          -5,     -0.2192,     0.01366,     0.00461,       -0.07
        -4.9,     -0.2079,     0.01357,     0.00448,     -0.0701
        -4.8,     -0.1967,     0.01347,     0.00435,     -0.0701
        -4.7,     -0.1855,     0.01338,     0.00423,     -0.0701
        -4.6,     -0.1742,      0.0133,     0.00411,     -0.0702
        -4.5,      -0.163,     0.01321,       0.004,     -0.0702
        -4.4,     -0.1517,     0.01313,     0.00389,     -0.0703
        -4.3,     -0.1405,     0.01306,     0.00379,     -0.0703
        -4.2,     -0.1292,     0.01299,     0.00369,     -0.0703
        -4.1,      -0.118,     0.01292,     0.00359,     -0.0704
          -4,     -0.1067,     0.01285,     0.00349,     -0.0704
        -3.9,     -0.0954,     0.01279,      0.0034,     -0.0705
        -3.8,     -0.0842,     0.01273,     0.00331,     -0.0705
        -3.7,     -0.0729,     0.01267,     0.00323,     -0.0705
        -3.6,     -0.0616,     0.01261,     0.00315,     -0.0706
        -3.5,     -0.0503,     0.01256,     0.00308,     -0.0706
        -3.4,      -0.039,     0.01251,     0.00301,     -0.0706
        -3.3,     -0.0278,     0.01246,     0.00294,     -0.0707
        -3.2,     -0.0165,     0.01242,     0.00288,     -0.0707
        -3.1,     -0.0052,     0.01238,     0.00281,     -0.0708
          -3,      0.0061,     0.01234,     0.00275,     -0.0708
        -2.9,      0.0174,      0.0123,     0.00262,     -0.0708
        -2.8,      0.0287,     0.01227,     0.00257,     -0.0708
        -2.7,        0.04,     0.01223,     0.00252,     -0.0709
        -2.6,      0.0513,      0.0122,     0.00247,     -0.0709
        -2.5,      0.0626,     0.01217,     0.00243,      -0.071
        -2.4,      0.0739,     0.01214,     0.00239,      -0.071
        -2.3,      0.0852,     0.01212,     0.00234,      -0.071
        -2.2,      0.0964,     0.01209,     0.00231,     -0.0711
        -2.1,      0.1077,     0.01207,     0.00227,     -0.0711
          -2,       0.119,     0.01205,     0.00224,     -0.0711
        -1.9,      0.1303,     0.01203,     0.00221,     -0.0712
        -1.8,      0.1416,     0.01201,     0.00218,     -0.0712
        -1.7,      0.1529,       0.012,     0.00216,     -0.0712
        -1.6,      0.1641,     0.01199,     0.00213,     -0.0713
        -1.5,      0.1754,     0.01197,     0.00211,     -0.0713
        -1.4,      0.1867,     0.01196,     0.00209,     -0.0713
        -1.3,       0.198,     0.01194,     0.00206,     -0.0714
        -1.2,      0.2093,     0.01187,     0.00203,     -0.0714
        -1.1,      0.2205,     0.01183,       0.002,     -0.0714
          -1,      0.2318,      0.0118,     0.00199,     -0.0715
        -0.9,      0.2431,     0.01175,     0.00197,     -0.0715
        -0.8,      0.2544,     0.01172,     0.00196,     -0.0716
        -0.7,      0.2656,     0.01172,     0.00196,     -0.0716
        -0.6,      0.2769,     0.01173,     0.00196,     -0.0716
        -0.5,      0.2881,     0.01174,     0.00196,     -0.0717
        -0.4,      0.2994,     0.01175,     0.00196,     -0.0717
        -0.3,      0.3106,     0.01176,     0.00196,     -0.0717
        -0.2,      0.3219,     0.01178,     0.00197,     -0.0717
        -0.1,      0.3331,     0.01179,     0.00198,     -0.0717
           0,      0.3443,     0.01181,     0.00198,     -0.0718
         0.1,      0.3555,     0.01182,     0.00199,     -0.0718
         0.2,      0.3668,     0.01184,     0.00201,     -0.0718
         0.3,       0.378,     0.01186,     0.00202,     -0.0718
         0.4,      0.3892,     0.01188,     0.00203,     -0.0718
         0.5,      0.4004,      0.0119,     0.00205,     -0.0719
         0.6,      0.4116,     0.01192,     0.00206,     -0.0719
         0.7,      0.4228,     0.01194,     0.00208,     -0.0719
         0.8,       0.434,     0.01196,      0.0021,     -0.0719
         0.9,      0.4451,     0.01199,     0.00213,     -0.0719
           1,      0.4563,     0.01201,     0.00217,     -0.0719
         1.1,      0.4675,     0.01204,     0.00219,     -0.0719
         1.2,      0.4787,     0.01206,     0.00221,      -0.072
         1.3,      0.4898,     0.01209,     0.00224,      -0.072
         1.4,       0.501,     0.01212,     0.00226,      -0.072
         1.5,      0.5121,     0.01215,     0.00229,      -0.072
         1.6,      0.5232,     0.01218,     0.00232,      -0.072
         1.7,      0.5344,     0.01221,     0.00234,      -0.072
         1.8,      0.5455,     0.01224,     0.00238,      -0.072
         1.9,      0.5566,     0.01227,     0.00241,      -0.072
           2,      0.5677,      0.0123,     0.00244,      -0.072
         2.1,      0.5788,     0.01234,     0.00248,      -0.072
         2.2,      0.5899,     0.01237,     0.00251,      -0.072
         2.3,       0.601,     0.01241,     0.00255,      -0.072
         2.4,      0.6121,     0.01244,     0.00259,      -0.072
         2.5,      0.6231,     0.01248,     0.00263,      -0.072
         2.6,      0.6342,     0.01252,     0.00267,      -0.072
         2.7,      0.6452,     0.01256,     0.00271,      -0.072
         2.8,      0.6563,      0.0126,     0.00275,      -0.072
         2.9,      0.6673,     0.01264,      0.0028,      -0.072
           3,      0.6783,     0.01268,     0.00285,      -0.072
         3.1,      0.6893,     0.01272,      0.0029,      -0.072
         3.2,      0.7003,     0.01276,     0.00295,     -0.0719
         3.3,      0.7113,     0.01281,       0.003,     -0.0719
         3.4,      0.7223,     0.01285,     0.00305,     -0.0719
         3.5,      0.7333,      0.0129,     0.00311,     -0.0719
         3.6,      0.7443,     0.01295,     0.00316,     -0.0719
         3.7,      0.7552,       0.013,     0.00322,     -0.0719
         3.8,      0.7661,     0.01304,     0.00328,     -0.0718
         3.9,      0.7771,      0.0131,     0.00334,     -0.0718
           4,       0.788,     0.01315,     0.00347,     -0.0718
         4.1,      0.7989,      0.0132,     0.00353,     -0.0718
         4.2,      0.8098,     0.01325,      0.0036,     -0.0717
         4.3,      0.8207,     0.01331,     0.00367,     -0.0717
         4.4,      0.8315,     0.01336,     0.00374,     -0.0717
         4.5,      0.8424,     0.01342,     0.00381,     -0.0716
         4.6,      0.8532,     0.01347,     0.00388,     -0.0716
         4.7,      0.8641,     0.01353,     0.00395,     -0.0716
         4.8,      0.8749,     0.01359,     0.00403,     -0.0715
         4.9,      0.8857,     0.01365,      0.0041,     -0.0715
           5,      0.8965,     0.01372,     0.00418,     -0.0714
         5.1,      0.9072,     0.01378,     0.00426,     -0.0714
         5.2,      0.9179,     0.01385,     0.00437,     -0.0713
         5.3,      0.9284,     0.01396,     0.00447,     -0.0712
         5.4,      0.9389,     0.01407,     0.00458,     -0.0712
         5.5,      0.9493,     0.01418,     0.00469,     -0.0711
         5.6,      0.9598,     0.01429,      0.0048,      -0.071
         5.7,      0.9703,     0.01438,     0.00491,     -0.0709
         5.8,      0.9808,     0.01448,     0.00501,     -0.0708
         5.9,      0.9913,     0.01457,     0.00512,     -0.0708
           6,      1.0017,     0.01468,     0.00524,     -0.0707
         6.1,      1.0121,     0.01478,     0.00536,     -0.0706
         6.2,      1.0225,     0.01489,     0.00548,     -0.0705
         6.3,      1.0328,     0.01501,     0.00561,     -0.0704
         6.4,      1.0431,     0.01513,     0.00574,     -0.0702
         6.5,      1.0533,     0.01526,     0.00587,     -0.0701
         6.6,      1.0635,     0.01538,       0.006,       -0.07
         6.7,      1.0737,     0.01551,     0.00614,     -0.0699
         6.8,       1.084,     0.01563,     0.00627,     -0.0698
         6.9,      1.0942,     0.01574,      0.0064,     -0.0696
           7,      1.1044,     0.01586,     0.00655,     -0.0695
         7.1,      1.1146,     0.01598,     0.00669,     -0.0694
         7.2,      1.1247,      0.0161,     0.00683,     -0.0693
         7.3,      1.1348,     0.01623,     0.00698,     -0.0691
         7.4,      1.1448,     0.01637,     0.00713,      -0.069
         7.5,      1.1547,     0.01652,     0.00729,     -0.0688
         7.6,      1.1645,     0.01668,     0.00747,     -0.0686
         7.7,      1.1739,     0.01689,     0.00768,     -0.0684
         7.8,      1.1836,     0.01707,     0.00787,     -0.0682
         7.9,      1.1935,     0.01721,     0.00803,      -0.068
           8,      1.2026,     0.01746,     0.00828,     -0.0678
         8.1,      1.2121,     0.01766,     0.00849,     -0.0675
         8.2,      1.2211,     0.01792,     0.00875,     -0.0673
         8.3,      1.2298,     0.01823,     0.00906,     -0.0669
         8.4,      1.2396,     0.01836,     0.00922,     -0.0667
         8.5,      1.2488,     0.01858,     0.00946,     -0.0665
         8.6,       1.258,     0.01879,      0.0097,     -0.0662
         8.7,      1.2672,       0.019,     0.00993,     -0.0659
         8.8,      1.2765,      0.0192,     0.01016,     -0.0657
         8.9,      1.2858,     0.01938,     0.01036,     -0.0654
           9,      1.2951,     0.01956,     0.01058,     -0.0652
         9.1,      1.3044,     0.01974,     0.01079,     -0.0649
         9.2,      1.3136,     0.01993,     0.01101,     -0.0647
         9.3,      1.3227,     0.02012,     0.01123,     -0.0644
         9.4,      1.3318,     0.02031,     0.01145,     -0.0641
         9.5,      1.3408,     0.02051,     0.01168,     -0.0639
         9.6,      1.3498,     0.02071,     0.01192,     -0.0636
         9.7,      1.3587,     0.02091,     0.01215,     -0.0633
         9.8,      1.3675,     0.02112,     0.01239,     -0.0629
         9.9,      1.3763,     0.02133,     0.01264,     -0.0626
          10,      1.3849,     0.02154,     0.01289,     -0.0623
        10.1,      1.3935,     0.02176,     0.01314,      -0.062
        10.2,       1.402,     0.02199,      0.0134,     -0.0616
        10.3,      1.4105,     0.02221,     0.01366,     -0.0612
        10.4,      1.4188,     0.02245,     0.01393,     -0.0609
        10.5,       1.427,     0.02268,      0.0142,     -0.0605
        10.6,      1.4352,     0.02292,     0.01448,     -0.0601
        10.7,      1.4432,     0.02317,     0.01477,     -0.0597
        10.8,      1.4512,     0.02342,     0.01506,     -0.0592
        10.9,       1.459,     0.02367,     0.01536,     -0.0588
          11,      1.4667,     0.02394,     0.01566,     -0.0583
        11.1,      1.4743,      0.0242,     0.01596,     -0.0578
        11.2,      1.4818,     0.02447,     0.01627,     -0.0574
        11.3,      1.4892,     0.02475,     0.01659,     -0.0568
        11.4,      1.4964,     0.02503,     0.01692,     -0.0563
        11.5,      1.5034,     0.02532,     0.01725,     -0.0558
        11.6,      1.5103,     0.02561,     0.01758,     -0.0552
        11.7,       1.517,     0.02591,     0.01793,     -0.0546
        11.8,      1.5236,     0.02622,     0.01828,      -0.054
        11.9,        1.53,     0.02653,     0.01864,     -0.0534
          12,      1.5361,     0.02685,       0.019,     -0.0527
        12.1,       1.542,     0.02718,     0.01937,      -0.052
        12.2,      1.5476,     0.02751,     0.01975,     -0.0512
        12.3,      1.5528,     0.02785,     0.02013,     -0.0505
        12.4,      1.5579,     0.02819,     0.02053,     -0.0496
        12.5,      1.5626,     0.02855,     0.02093,     -0.0488
        12.6,      1.5663,      0.0289,     0.02133,     -0.0477
        12.7,      1.5686,     0.02926,     0.02173,     -0.0464
        12.8,      1.5716,     0.02964,     0.02216,     -0.0453
        12.9,      1.5749,     0.03004,     0.02261,     -0.0442
          13,      1.5781,     0.03046,     0.02308,     -0.0432
        13.1,      1.5811,     0.03091,     0.02358,     -0.0422
        13.2,      1.5838,     0.03138,      0.0241,     -0.0412
        13.3,      1.5866,     0.03186,     0.02463,     -0.0402
        13.4,      1.5894,     0.03235,     0.02517,     -0.0393
        13.5,      1.5922,     0.03286,     0.02573,     -0.0384
        13.6,       1.595,     0.03339,     0.02631,     -0.0375
        13.7,      1.5974,     0.03394,     0.02691,     -0.0367
        13.8,      1.5992,     0.03452,     0.02755,     -0.0358
        13.9,      1.6008,     0.03514,     0.02822,     -0.0349
          14,      1.6024,     0.03577,     0.02891,      -0.034
        14.1,       1.604,     0.03643,     0.02962,     -0.0333
        14.2,      1.6051,     0.03713,     0.03038,     -0.0325
        14.3,      1.6058,     0.03788,     0.03118,     -0.0317
        14.4,      1.6066,     0.03865,       0.032,      -0.031
        14.5,      1.6073,     0.03943,     0.03285,     -0.0303
        14.6,      1.6073,     0.04029,     0.03376,     -0.0297
        14.7,      1.6071,     0.04119,     0.03472,     -0.0291
        14.8,      1.6069,     0.04212,     0.03571,     -0.0285
        14.9,      1.6063,     0.04311,     0.03676,      -0.028
          15,      1.6053,     0.04418,     0.03789,     -0.0276
        15.1,      1.6044,     0.04528,     0.03904,     -0.0272
        15.2,      1.6033,     0.04642,     0.04024,     -0.0269
        15.3,      1.6012,      0.0477,     0.04159,     -0.0267
        15.4,      1.5993,       0.049,     0.04295,     -0.0266
