st6
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -7.9,     -0.3023,     0.02027,     0.01412,     -0.1267
        -7.8,      -0.291,     0.01894,     0.01263,     -0.1276
        -7.7,     -0.2798,     0.01822,      0.0118,     -0.1281
        -7.6,     -0.2686,      0.0177,     0.01119,     -0.1284
        -7.5,     -0.2573,     0.01722,     0.01062,     -0.1288
        -7.4,     -0.2461,     0.01682,     0.01014,     -0.1291
        -7.3,     -0.2349,     0.01645,      0.0097,     -0.1293
        -7.2,     -0.2237,     0.01611,     0.00928,     -0.1296
        -7.1,     -0.2124,     0.01578,     0.00888,     -0.1298
          -7,     -0.2011,     0.01548,     0.00849,       -0.13
        -6.9,     -0.1898,      0.0152,     0.00815,     -0.1302
        -6.8,     -0.1786,     0.01495,     0.00783,     -0.1304
        -6.7,     -0.1673,     0.01471,     0.00753,     -0.1305
        -6.6,      -0.156,     0.01448,     0.00724,     -0.1307
        -6.5,     -0.1447,     0.01428,     0.00698,     -0.1308
        -6.4,     -0.1335,     0.01408,     0.00673,      -0.131
        -6.3,     -0.1222,      0.0139,     0.00649,     -0.1311
        -6.2,     -0.1109,     0.01373,     0.00626,     -0.1312
        -6.1,     -0.0996,     0.01357,     0.00605,     -0.1313
          -6,     -0.0883,     0.01342,     0.00585,     -0.1314
        -5.9,     -0.0771,     0.01327,     0.00566,     -0.1315
        -5.8,     -0.0658,     0.01313,     0.00547,     -0.1316
        -5.7,     -0.0545,       0.013,     0.00529,     -0.1317
        -5.6,     -0.0432,     0.01288,     0.00513,     -0.1318
        -5.5,     -0.0319,     0.01276,     0.00497,     -0.1318
        -5.4,     -0.0206,     0.01265,     0.00481,     -0.1319
        -5.3,     -0.0094,     0.01254,     0.00465,      -0.132
        -5.2,      0.0019,     0.01244,     0.00452,     -0.1321
        -5.1,      0.0132,     0.01235,     0.00438,     -0.1321
          -5,      0.0245,     0.01225,     0.00426,     -0.1322
        -4.9,      0.0357,     0.01217,     0.00414,     -0.1322
        -4.8,       0.047,     0.01209,     0.00402,     -0.1323
        -4.7,      0.0583,     0.01201,     0.00391,     -0.1324
        -4.6,      0.0695,     0.01193,      0.0038,     -0.1324
        -4.5,      0.0808,     0.01186,      0.0037,     -0.1325
        -4.4,       0.092,      0.0118,     0.00361,     -0.1325
