st7
Re        1e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
       -19.9,     -0.3805,     0.18624,     0.17915,     -0.0084
       -19.8,     -0.3781,     0.18521,     0.17811,     -0.0089
       -19.7,     -0.3757,     0.18417,     0.17706,     -0.0094
       -19.5,     -0.6433,     0.24786,     0.23987,      0.0288
       -19.4,     -0.6399,     0.24663,     0.23863,      0.0281
       -19.3,     -0.6365,     0.24538,     0.23738,      0.0273
       -19.2,     -0.6332,     0.24412,     0.23611,      0.0266
       -19.1,     -0.6298,     0.24286,     0.23484,      0.0259
         -19,     -0.6265,     0.24158,     0.23356,      0.0251
       -18.9,     -0.6231,     0.24031,     0.23228,      0.0244
       -18.8,     -0.6198,     0.23903,     0.23099,      0.0237
       -18.7,     -0.6164,     0.23774,      0.2297,      0.0229
       -18.6,     -0.6131,     0.23646,     0.22841,      0.0222
       -18.5,     -0.6098,     0.23517,     0.22712,      0.0215
       -18.4,     -0.6064,     0.23389,     0.22582,      0.0208
       -18.3,     -0.6031,     0.23259,     0.22452,      0.0201
       -18.2,     -0.5998,      0.2313,     0.22322,      0.0194
       -18.1,     -0.5965,        0.23,     0.22191,      0.0187
         -18,     -0.5931,     0.22869,      0.2206,       0.018
       -17.9,     -0.5898,     0.22738,     0.21927,      0.0172
       -17.8,     -0.5865,     0.22607,     0.21795,      0.0166
       -17.7,     -0.5832,     0.22476,     0.21663,      0.0159
       -17.6,     -0.5799,     0.22345,     0.21531,      0.0152
       -17.5,     -0.5766,     0.22213,     0.21399,      0.0145
       -17.4,     -0.5733,     0.22081,     0.21267,      0.0138
       -17.3,     -0.5701,     0.21949,     0.21134,      0.0131
       -17.2,     -0.5668,     0.21817,     0.21001,      0.0125
       -17.1,     -0.5636,     0.21685,     0.20869,      0.0118
         -17,     -0.5603,     0.21553,     0.20736,      0.0111
       -16.9,     -0.5571,      0.2142,     0.20603,      0.0105
       -16.8,     -0.5539,     0.21288,      0.2047,      0.0098
       -16.7,     -0.5507,     0.21155,     0.20337,      0.0092
       -16.6,     -0.5475,     0.21022,     0.20203,      0.0085
       -16.5,     -0.5443,      0.2089,     0.20069,      0.0079
       -16.4,     -0.5411,     0.20757,     0.19936,      0.0072
