st1
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -1.1571,     0.12604,     0.11967,      0.0007
       -19.8,     -1.1989,     0.11663,     0.11011,      -0.004
       -19.7,     -1.2076,     0.11388,     0.10731,     -0.0053
       -19.6,     -1.2115,      0.1119,      0.1053,     -0.0061
       -19.5,     -1.2156,      0.1099,     0.10327,      -0.007
       -19.4,      -1.221,     0.10773,     0.10107,     -0.0079
       -19.3,     -1.2335,      0.1045,     0.09779,     -0.0093
       -19.2,     -1.2365,     0.10271,     0.09597,     -0.0101
       -19.1,     -1.2383,     0.10111,     0.09434,     -0.0107
         -19,     -1.2405,     0.09946,     0.09267,     -0.0113
       -18.9,     -1.2422,     0.09787,     0.09106,     -0.0119
       -18.8,     -1.2437,     0.09632,     0.08948,     -0.0125
       -18.7,     -1.2458,     0.09467,     0.08781,     -0.0131
       -18.6,     -1.2496,     0.09278,     0.08589,     -0.0139
       -18.5,     -1.2652,     0.08916,      0.0822,     -0.0154
       -18.4,     -1.2691,     0.08729,      0.0803,     -0.0161
       -18.3,     -1.2721,     0.08556,     0.07854,     -0.0167
       -18.2,     -1.2742,     0.08395,      0.0769,     -0.0173
       -18.1,     -1.2764,     0.08235,     0.07527,     -0.0179
         -18,     -1.2797,     0.08061,      0.0735,     -0.0185
       -17.9,     -1.2926,     0.07751,     0.07035,     -0.0197
       -17.8,     -1.2971,     0.07564,     0.06843,     -0.0204
       -17.7,     -1.2996,     0.07403,      0.0668,     -0.0209
       -17.6,     -1.3022,      0.0724,     0.06515,     -0.0214
       -17.5,     -1.3061,     0.07062,     0.06334,      -0.022
       -17.4,     -1.3139,     0.06827,     0.06095,     -0.0229
       -17.3,     -1.3207,     0.06609,     0.05873,     -0.0237
       -17.2,     -1.3235,      0.0645,     0.05711,     -0.0241
       -17.1,     -1.3264,      0.0629,     0.05548,     -0.0246
         -17,       -1.33,     0.06122,     0.05377,     -0.0251
       -16.9,      -1.338,     0.05893,     0.05143,     -0.0259
       -16.8,     -1.3409,     0.05739,     0.04987,     -0.0263
       -16.7,     -1.3428,     0.05598,     0.04844,     -0.0267
       -16.6,     -1.3451,     0.05454,     0.04697,      -0.027
       -16.5,     -1.3489,     0.05286,     0.04526,     -0.0275
       -16.4,     -1.3532,     0.05116,     0.04351,      -0.028
       -16.3,     -1.3538,     0.04992,     0.04225,     -0.0283
       -16.2,     -1.3548,     0.04864,     0.04095,     -0.0285
       -16.1,      -1.357,     0.04719,     0.03947,     -0.0289
         -16,     -1.3591,     0.04576,       0.038,     -0.0293
       -15.9,      -1.359,     0.04462,     0.03684,     -0.0295
       -15.8,     -1.3592,     0.04347,     0.03566,     -0.0297
       -15.7,     -1.3601,      0.0422,     0.03435,     -0.0299
       -15.6,     -1.3608,     0.04096,     0.03309,     -0.0302
       -15.5,     -1.3594,        0.04,      0.0321,     -0.0303
       -15.4,     -1.3578,     0.03904,     0.03111,     -0.0305
       -15.3,     -1.3566,     0.03799,     0.03004,     -0.0307
       -15.2,     -1.3554,     0.03697,     0.02898,     -0.0308
       -15.1,     -1.3527,     0.03613,     0.02812,     -0.0309
         -15,       -1.35,     0.03529,     0.02725,      -0.031
       -14.9,     -1.3478,     0.03438,     0.02632,     -0.0312
       -14.8,     -1.3449,     0.03355,     0.02546,     -0.0312
       -14.7,     -1.3412,     0.03283,     0.02473,     -0.0313
       -14.6,     -1.3376,     0.03211,     0.02398,     -0.0313
       -14.5,     -1.3344,     0.03134,     0.02318,     -0.0313
       -14.4,     -1.3306,     0.03065,     0.02246,     -0.0313
       -14.3,     -1.3262,     0.03003,     0.02182,     -0.0313
       -14.2,      -1.322,      0.0294,     0.02117,     -0.0313
       -14.1,      -1.318,     0.02874,     0.02048,     -0.0312
         -14,     -1.3134,     0.02815,     0.01987,     -0.0312
       -13.9,     -1.3085,     0.02759,     0.01929,     -0.0311
       -13.8,     -1.3039,     0.02701,     0.01869,      -0.031
       -13.7,     -1.2993,     0.02645,      0.0181,     -0.0309
       -13.6,     -1.2944,     0.02594,     0.01757,     -0.0307
