st3
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
       -12.7,     -0.9264,     0.03522,     0.02993,     -0.0748
       -12.6,     -0.9246,     0.03283,     0.02738,     -0.0756
       -12.5,     -0.9195,     0.03138,     0.02581,      -0.076
       -12.4,     -0.9133,     0.03024,     0.02457,     -0.0763
       -12.3,     -0.9062,      0.0293,     0.02354,     -0.0764
       -12.2,     -0.8986,     0.02846,     0.02261,     -0.0766
       -12.1,     -0.8906,     0.02771,     0.02179,     -0.0767
         -12,     -0.8823,     0.02703,     0.02103,     -0.0768
       -11.9,     -0.8737,     0.02641,     0.02033,     -0.0768
       -11.8,     -0.8649,     0.02583,     0.01969,     -0.0769
       -11.7,     -0.8559,     0.02528,     0.01907,     -0.0769
       -11.6,     -0.8467,     0.02477,      0.0185,      -0.077
       -11.5,     -0.8373,      0.0243,     0.01796,      -0.077
       -11.4,     -0.8278,     0.02384,     0.01744,     -0.0771
       -11.3,     -0.8181,     0.02341,     0.01695,     -0.0771
       -11.2,     -0.8084,       0.023,     0.01647,     -0.0771
       -11.1,     -0.7985,     0.02261,     0.01602,     -0.0772
         -11,     -0.7885,     0.02224,      0.0156,     -0.0772
       -10.9,     -0.7784,     0.02189,     0.01519,     -0.0772
       -10.8,     -0.7683,     0.02154,     0.01479,     -0.0772
       -10.7,      -0.758,     0.02121,     0.01441,     -0.0773
       -10.6,     -0.7477,      0.0209,     0.01404,     -0.0773
       -10.5,     -0.7373,     0.02059,     0.01368,     -0.0773
       -10.4,     -0.7269,      0.0203,     0.01334,     -0.0773
       -10.3,     -0.7164,     0.02002,     0.01301,     -0.0774
       -10.2,     -0.7058,     0.01975,     0.01269,     -0.0774
       -10.1,     -0.6952,     0.01949,     0.01238,     -0.0774
         -10,     -0.6845,     0.01924,     0.01208,     -0.0775
        -9.9,     -0.6737,     0.01899,     0.01179,     -0.0775
        -9.8,      -0.663,     0.01875,     0.01151,     -0.0775
        -9.7,     -0.6522,     0.01852,     0.01124,     -0.0776
        -9.6,     -0.6413,      0.0183,     0.01097,     -0.0776
        -9.5,     -0.6304,     0.01809,     0.01072,     -0.0776
        -9.4,     -0.6195,     0.01788,     0.01047,     -0.0777
        -9.3,     -0.6085,     0.01768,     0.01022,     -0.0777
        -9.2,     -0.5975,     0.01749,     0.00999,     -0.0777
        -9.1,     -0.5865,      0.0173,     0.00976,     -0.0778
          -9,     -0.5754,     0.01711,     0.00954,     -0.0778
        -8.9,     -0.5643,     0.01694,     0.00932,     -0.0779
        -8.8,     -0.5532,     0.01676,     0.00911,     -0.0779
        -8.7,      -0.542,      0.0166,     0.00891,     -0.0779
        -8.6,     -0.5309,     0.01643,     0.00871,      -0.078
        -8.5,     -0.5197,     0.01628,     0.00852,      -0.078
        -8.4,     -0.5084,     0.01612,     0.00833,     -0.0781
        -8.3,     -0.4972,     0.01598,     0.00815,     -0.0781
        -8.2,      -0.486,     0.01583,     0.00797,     -0.0782
        -8.1,     -0.4747,     0.01569,     0.00779,     -0.0782
          -8,     -0.4634,     0.01556,     0.00763,     -0.0782
        -7.9,     -0.4521,     0.01542,     0.00746,     -0.0783
        -7.8,     -0.4407,      0.0153,      0.0073,     -0.0783
        -7.7,     -0.4294,     0.01517,     0.00715,     -0.0784
        -7.6,      -0.418,     0.01505,       0.007,     -0.0784
        -7.5,     -0.4067,     0.01493,     0.00685,     -0.0785
        -7.4,     -0.3953,     0.01482,      0.0067,     -0.0785
        -7.3,     -0.3839,      0.0147,     0.00656,     -0.0786
        -7.2,     -0.3725,      0.0146,     0.00643,     -0.0786
        -7.1,      -0.361,     0.01449,     0.00629,     -0.0787
          -7,     -0.3496,     0.01439,     0.00617,     -0.0787
        -6.9,     -0.3381,     0.01429,     0.00604,     -0.0788
        -6.8,     -0.3267,     0.01419,     0.00592,     -0.0788
        -6.7,     -0.3152,      0.0141,      0.0058,     -0.0789
        -6.6,     -0.3037,     0.01401,     0.00568,      -0.079
        -6.5,     -0.2922,     0.01392,     0.00557,      -0.079
        -6.4,     -0.2808,     0.01384,     0.00546,     -0.0791
        -6.3,     -0.2693,     0.01375,     0.00535,     -0.0791
        -6.2,     -0.2577,     0.01367,     0.00525,     -0.0792
        -6.1,     -0.2462,      0.0136,     0.00515,     -0.0792
          -6,     -0.2347,     0.01352,     0.00505,     -0.0793
        -5.9,     -0.2232,     0.01345,     0.00496,     -0.0793
        -5.8,     -0.2116,     0.01337,     0.00486,     -0.0794
        -5.7,     -0.2001,      0.0133,     0.00477,     -0.0795
        -5.6,     -0.1885,     0.01324,     0.00468,     -0.0795
        -5.5,      -0.177,     0.01317,      0.0046,     -0.0796
        -5.4,     -0.1654,     0.01311,     0.00452,     -0.0796
        -5.3,     -0.1539,     0.01305,     0.00444,     -0.0797
        -5.2,     -0.1423,     0.01299,     0.00436,     -0.0797
        -5.1,     -0.1307,     0.01294,     0.00429,     -0.0798
          -5,     -0.1192,     0.01288,     0.00421,     -0.0799
        -4.9,     -0.1076,     0.01283,     0.00414,     -0.0799
        -4.8,      -0.096,     0.01278,     0.00407,       -0.08
        -4.7,     -0.0844,     0.01273,       0.004,       -0.08
        -4.6,     -0.0728,     0.01268,     0.00394,     -0.0801
        -4.5,     -0.0612,     0.01264,     0.00388,     -0.0802
        -4.4,     -0.0497,     0.01259,     0.00382,     -0.0802
        -4.3,     -0.0381,     0.01255,     0.00376,     -0.0803
        -4.2,     -0.0265,     0.01251,     0.00371,     -0.0803
        -4.1,     -0.0149,     0.01247,     0.00365,     -0.0804
          -4,     -0.0033,     0.01244,      0.0036,     -0.0805
        -3.9,      0.0083,      0.0124,     0.00355,     -0.0805
        -3.8,      0.0199,     0.01237,      0.0035,     -0.0806
        -3.7,      0.0315,     0.01234,     0.00345,     -0.0807
        -3.6,      0.0431,     0.01231,     0.00341,     -0.0807
        -3.5,      0.0547,     0.01228,     0.00337,     -0.0808
        -3.4,      0.0663,     0.01225,     0.00333,     -0.0808
        -3.3,      0.0779,     0.01222,     0.00329,     -0.0809
        -3.2,      0.0895,      0.0122,     0.00325,      -0.081
        -3.1,      0.1011,     0.01218,     0.00322,      -0.081
          -3,      0.1127,     0.01215,     0.00319,     -0.0811
        -2.9,      0.1243,     0.01213,     0.00315,     -0.0811
        -2.8,      0.1359,     0.01211,     0.00312,     -0.0812
        -2.7,      0.1475,      0.0121,     0.00309,     -0.0813
        -2.6,      0.1591,     0.01208,     0.00306,     -0.0813
        -2.5,      0.1707,     0.01207,     0.00301,     -0.0814
        -2.4,      0.1823,     0.01205,     0.00298,     -0.0814
        -2.3,      0.1939,     0.01204,     0.00296,     -0.0815
        -2.2,      0.2055,     0.01203,     0.00294,     -0.0816
        -2.1,      0.2171,     0.01202,     0.00292,     -0.0816
          -2,      0.2287,     0.01201,      0.0029,     -0.0817
        -1.9,      0.2402,       0.012,     0.00288,     -0.0817
        -1.8,      0.2518,     0.01199,     0.00287,     -0.0818
        -1.7,      0.2634,     0.01198,     0.00285,     -0.0819
        -1.6,       0.275,     0.01197,     0.00284,     -0.0819
        -1.5,      0.2865,     0.01197,     0.00283,      -0.082
        -1.4,      0.2981,     0.01196,     0.00282,     -0.0821
        -1.3,      0.3097,     0.01193,      0.0028,     -0.0821
        -1.2,      0.3212,     0.01192,     0.00279,     -0.0822
        -1.1,      0.3328,     0.01187,     0.00277,     -0.0823
          -1,      0.3443,     0.01187,     0.00277,     -0.0823
        -0.9,      0.3559,     0.01186,     0.00276,     -0.0824
        -0.8,      0.3674,     0.01186,     0.00276,     -0.0825
        -0.7,       0.379,     0.01186,     0.00277,     -0.0825
        -0.6,      0.3905,     0.01186,     0.00277,     -0.0826
        -0.5,       0.402,     0.01186,     0.00277,     -0.0826
        -0.4,      0.4136,     0.01187,     0.00278,     -0.0827
        -0.3,      0.4251,     0.01187,     0.00279,     -0.0828
        -0.2,      0.4366,     0.01188,      0.0028,     -0.0828
        -0.1,      0.4481,     0.01189,     0.00281,     -0.0829
           0,      0.4596,      0.0119,     0.00282,     -0.0829
         0.1,      0.4711,     0.01193,     0.00284,      -0.083
         0.2,      0.4826,     0.01195,     0.00285,      -0.083
         0.3,      0.4941,     0.01197,     0.00287,     -0.0831
         0.4,      0.5055,       0.012,     0.00289,     -0.0831
         0.5,       0.517,     0.01202,      0.0029,     -0.0832
         0.6,      0.5284,     0.01205,     0.00292,     -0.0832
         0.7,      0.5399,     0.01207,     0.00295,     -0.0833
         0.8,      0.5513,      0.0121,     0.00297,     -0.0833
         0.9,      0.5628,     0.01213,     0.00299,     -0.0834
           1,      0.5742,     0.01216,     0.00302,     -0.0834
         1.1,      0.5856,     0.01219,     0.00304,     -0.0834
         1.2,       0.597,     0.01222,     0.00307,     -0.0835
         1.3,      0.6084,     0.01225,      0.0031,     -0.0835
         1.4,      0.6198,     0.01229,     0.00313,     -0.0836
         1.5,      0.6311,     0.01232,     0.00316,     -0.0836
         1.6,      0.6425,     0.01235,     0.00319,     -0.0836
         1.7,      0.6539,     0.01239,     0.00322,     -0.0837
         1.8,      0.6652,     0.01242,     0.00327,     -0.0837
         1.9,      0.6765,     0.01246,      0.0033,     -0.0837
           2,      0.6879,      0.0125,     0.00334,     -0.0838
         2.1,      0.6992,     0.01253,     0.00337,     -0.0838
         2.2,      0.7105,     0.01257,     0.00341,     -0.0838
         2.3,      0.7218,     0.01261,     0.00344,     -0.0839
         2.4,      0.7331,     0.01265,     0.00348,     -0.0839
         2.5,      0.7443,     0.01269,     0.00352,     -0.0839
         2.6,      0.7556,     0.01273,     0.00356,      -0.084
         2.7,      0.7668,     0.01277,      0.0036,      -0.084
         2.8,      0.7781,     0.01282,     0.00364,      -0.084
         2.9,      0.7893,     0.01286,     0.00368,      -0.084
           3,      0.8005,      0.0129,     0.00373,     -0.0841
         3.1,      0.8117,     0.01295,     0.00377,     -0.0841
         3.2,      0.8229,       0.013,     0.00382,     -0.0841
         3.3,      0.8341,     0.01304,     0.00386,     -0.0841
         3.4,      0.8453,     0.01309,     0.00391,     -0.0841
         3.5,      0.8564,     0.01314,     0.00396,     -0.0841
         3.6,      0.8675,     0.01319,     0.00401,     -0.0842
         3.7,      0.8787,     0.01324,     0.00406,     -0.0842
         3.8,      0.8898,     0.01329,     0.00412,     -0.0842
         3.9,      0.9008,     0.01334,     0.00417,     -0.0842
           4,      0.9119,     0.01339,     0.00423,     -0.0842
         4.1,       0.923,     0.01345,     0.00428,     -0.0842
         4.2,       0.934,      0.0135,     0.00434,     -0.0842
         4.3,      0.9451,     0.01355,      0.0044,     -0.0842
         4.4,      0.9561,     0.01361,     0.00446,     -0.0842
         4.5,      0.9671,     0.01367,     0.00452,     -0.0842
         4.6,       0.978,     0.01372,      0.0046,     -0.0842
         4.7,       0.989,     0.01378,     0.00466,     -0.0842
         4.8,      0.9999,     0.01384,     0.00473,     -0.0842
         4.9,      1.0109,      0.0139,     0.00479,     -0.0842
           5,      1.0218,     0.01396,     0.00486,     -0.0841
         5.1,      1.0327,     0.01402,     0.00492,     -0.0841
         5.2,      1.0435,     0.01408,     0.00499,     -0.0841
         5.3,      1.0544,     0.01414,     0.00506,     -0.0841
         5.4,      1.0652,     0.01421,     0.00513,     -0.0841
         5.5,       1.076,     0.01427,      0.0052,      -0.084
         5.6,      1.0868,     0.01434,     0.00528,      -0.084
         5.7,      1.0976,     0.01441,     0.00535,      -0.084
         5.8,      1.1083,     0.01448,     0.00544,     -0.0839
         5.9,       1.119,     0.01455,     0.00552,     -0.0839
           6,      1.1297,     0.01462,      0.0056,     -0.0838
         6.1,      1.1404,     0.01469,     0.00568,     -0.0838
         6.2,      1.1511,     0.01476,     0.00576,     -0.0838
         6.3,      1.1617,     0.01483,     0.00584,     -0.0837
         6.4,      1.1723,     0.01491,     0.00592,     -0.0836
         6.5,      1.1829,     0.01498,     0.00601,     -0.0836
         6.6,      1.1934,     0.01506,      0.0061,     -0.0835
         6.7,      1.2039,     0.01513,     0.00619,     -0.0835
         6.8,      1.2144,     0.01521,     0.00628,     -0.0834
         6.9,      1.2249,     0.01529,     0.00637,     -0.0833
           7,      1.2354,     0.01537,     0.00646,     -0.0832
         7.1,      1.2458,     0.01545,     0.00655,     -0.0832
         7.2,      1.2561,     0.01553,     0.00665,     -0.0831
         7.3,      1.2665,     0.01561,     0.00674,      -0.083
         7.4,      1.2768,      0.0157,     0.00684,     -0.0829
         7.5,      1.2871,     0.01578,     0.00694,     -0.0828
         7.6,      1.2974,     0.01587,     0.00704,     -0.0827
         7.7,      1.3076,     0.01596,     0.00715,     -0.0826
         7.8,      1.3178,     0.01605,     0.00725,     -0.0825
         7.9,      1.3279,     0.01614,     0.00735,     -0.0823
           8,       1.338,     0.01623,     0.00746,     -0.0822
         8.1,      1.3481,     0.01632,     0.00757,     -0.0821
         8.2,      1.3581,     0.01642,     0.00768,     -0.0819
         8.3,      1.3681,     0.01651,     0.00779,     -0.0818
         8.4,      1.3781,     0.01661,      0.0079,     -0.0817
         8.5,       1.388,     0.01671,     0.00802,     -0.0815
         8.6,      1.3978,     0.01681,     0.00814,     -0.0813
         8.7,      1.4077,     0.01691,     0.00825,     -0.0812
         8.8,      1.4174,     0.01701,     0.00837,      -0.081
         8.9,      1.4272,     0.01712,      0.0085,     -0.0808
           9,      1.4368,     0.01722,     0.00862,     -0.0806
         9.1,      1.4465,     0.01733,     0.00875,     -0.0804
         9.2,      1.4556,     0.01747,      0.0089,     -0.0802
         9.3,      1.4647,     0.01762,     0.00906,     -0.0799
         9.4,      1.4737,     0.01777,     0.00921,     -0.0796
         9.5,      1.4827,     0.01792,     0.00937,     -0.0793
         9.6,      1.4916,     0.01807,     0.00953,      -0.079
         9.7,      1.5005,     0.01821,     0.00969,     -0.0787
         9.8,      1.5095,     0.01835,     0.00984,     -0.0784
         9.9,      1.5183,      0.0185,        0.01,     -0.0781
          10,       1.527,     0.01864,     0.01016,     -0.0778
        10.1,      1.5356,     0.01879,     0.01033,     -0.0774
        10.2,      1.5441,     0.01895,     0.01051,     -0.0771
        10.3,      1.5525,     0.01911,     0.01068,     -0.0767
        10.4,      1.5605,     0.01928,     0.01087,     -0.0762
        10.5,      1.5683,     0.01947,     0.01106,     -0.0758
        10.6,       1.576,     0.01965,     0.01126,     -0.0753
        10.7,      1.5835,     0.01984,     0.01145,     -0.0747
        10.8,      1.5909,     0.02003,     0.01165,     -0.0742
        10.9,      1.5981,     0.02022,     0.01186,     -0.0736
          11,      1.6052,     0.02041,     0.01206,     -0.0731
        11.1,      1.6122,      0.0206,     0.01227,     -0.0724
        11.2,       1.619,      0.0208,     0.01248,     -0.0718
        11.3,      1.6258,     0.02098,     0.01269,     -0.0712
        11.4,      1.6325,     0.02118,     0.01291,     -0.0705
        11.5,      1.6383,     0.02137,     0.01313,     -0.0697
        11.6,      1.6417,     0.02161,     0.01338,     -0.0685
        11.7,      1.6441,     0.02195,     0.01372,     -0.0671
        11.8,      1.6482,     0.02226,     0.01404,      -0.066
        11.9,      1.6525,     0.02257,     0.01436,     -0.0651
          12,       1.654,     0.02307,     0.01485,     -0.0637
        12.1,      1.6585,     0.02339,     0.01519,     -0.0629
        12.2,      1.6603,     0.02389,     0.01569,     -0.0617
        12.3,      1.6616,     0.02446,     0.01624,     -0.0604
        12.4,      1.6663,      0.0248,     0.01661,     -0.0597
        12.5,      1.6682,     0.02537,     0.01718,     -0.0586
        12.6,      1.6632,     0.02642,     0.01821,     -0.0567
        12.7,      1.6657,     0.02693,     0.01875,     -0.0558
        12.8,       1.668,     0.02747,     0.01931,     -0.0549
        12.9,      1.6723,     0.02788,     0.01974,     -0.0542
          13,      1.6752,     0.02841,     0.02029,     -0.0534
        13.1,      1.6784,     0.02891,     0.02082,     -0.0527
