st6
Re        3e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6343,     0.25048,     0.24479,      0.0278
       -19.9,     -0.6309,     0.24917,     0.24348,       0.027
       -19.8,     -0.6275,     0.24787,     0.24216,      0.0262
       -19.7,     -0.6241,     0.24656,     0.24085,      0.0255
       -19.6,     -0.6208,     0.24525,     0.23953,      0.0247
       -19.5,     -0.6174,     0.24395,     0.23822,       0.024
       -19.4,      -0.614,     0.24264,      0.2369,      0.0232
       -19.3,     -0.6106,     0.24133,     0.23558,      0.0225
       -19.2,     -0.6073,     0.24002,     0.23427,      0.0217
       -19.1,     -0.6039,      0.2387,     0.23295,       0.021
         -19,     -0.6006,     0.23739,     0.23163,      0.0202
       -18.9,     -0.5972,     0.23608,      0.2303,      0.0195
       -18.8,     -0.5939,     0.23476,     0.22898,      0.0188
       -18.7,     -0.5906,     0.23344,     0.22765,       0.018
       -18.6,     -0.5872,     0.23211,     0.22632,      0.0173
       -18.5,     -0.5839,     0.23078,     0.22498,      0.0166
       -18.4,     -0.5806,     0.22945,     0.22364,      0.0159
       -18.3,     -0.5773,     0.22811,     0.22229,      0.0152
       -18.2,     -0.5739,     0.22677,     0.22095,      0.0145
       -18.1,     -0.5706,     0.22542,     0.21959,      0.0138
         -18,     -0.5673,     0.22407,     0.21824,       0.013
       -17.9,     -0.5641,     0.22272,     0.21688,      0.0123
       -17.8,     -0.5608,     0.22137,     0.21552,      0.0117
       -17.7,     -0.5575,     0.22002,     0.21416,       0.011
       -17.6,     -0.5542,     0.21866,      0.2128,      0.0103
       -17.5,      -0.551,     0.21731,     0.21144,      0.0096
       -17.4,     -0.5478,     0.21595,     0.21007,      0.0089
       -17.3,     -0.5445,     0.21459,      0.2087,      0.0082
       -17.2,     -0.5413,     0.21323,     0.20733,      0.0076
       -17.1,     -0.5381,     0.21186,     0.20597,      0.0069
         -17,      -0.535,      0.2105,     0.20459,      0.0062
       -16.9,     -0.5318,     0.20913,     0.20322,      0.0056
       -16.8,     -0.5286,     0.20776,     0.20185,      0.0049
       -16.7,     -0.5255,     0.20639,     0.20047,      0.0043
       -16.6,     -0.5224,     0.20502,     0.19909,      0.0036
       -16.5,     -0.5193,     0.20365,     0.19772,       0.003
       -16.4,     -0.5162,     0.20228,     0.19634,      0.0023
       -16.3,     -0.5131,     0.20091,     0.19496,      0.0017
       -16.2,     -0.5101,     0.19953,     0.19358,      0.0011
       -16.1,     -0.5071,     0.19816,      0.1922,      0.0005
         -16,     -0.5041,     0.19679,     0.19082,     -0.0001
       -15.9,     -0.5011,     0.19541,     0.18945,     -0.0008
       -15.8,     -0.4981,     0.19404,     0.18807,     -0.0014
       -15.7,     -0.4952,     0.19267,     0.18669,      -0.002
       -15.6,     -0.4923,      0.1913,     0.18532,     -0.0026
       -15.5,     -0.4894,     0.18993,     0.18394,     -0.0032
       -15.4,     -0.4865,     0.18856,     0.18256,     -0.0037
       -15.3,     -0.4836,     0.18718,     0.18118,     -0.0043
       -15.2,     -0.4807,      0.1858,     0.17979,     -0.0049
       -15.1,     -0.4778,     0.18441,      0.1784,     -0.0055
         -15,     -0.4749,     0.18303,     0.17701,     -0.0061
       -14.9,      -0.472,     0.18165,     0.17563,     -0.0067
       -14.8,     -0.4692,     0.18026,     0.17424,     -0.0073
       -14.7,     -0.4664,     0.17889,     0.17286,     -0.0078
       -14.6,     -0.4636,     0.17751,     0.17148,     -0.0084
       -14.5,     -0.4608,     0.17613,      0.1701,      -0.009
       -14.4,      -0.458,     0.17476,     0.16872,     -0.0095
       -14.3,     -0.4552,      0.1734,     0.16734,     -0.0101
       -14.2,     -0.4525,     0.17203,     0.16598,     -0.0106
       -14.1,     -0.4497,     0.17068,     0.16462,     -0.0112
         -14,      -0.447,     0.16933,     0.16326,     -0.0117
       -13.9,     -0.4442,     0.16798,     0.16192,     -0.0123
       -13.8,     -0.4415,     0.16665,     0.16058,     -0.0128
       -13.7,     -0.4388,     0.16532,     0.15924,     -0.0133
       -13.6,     -0.4361,     0.16399,     0.15791,     -0.0138
       -13.5,     -0.4334,     0.16268,     0.15659,     -0.0144
       -13.4,     -0.4307,     0.16136,     0.15527,     -0.0149
       -13.3,      -0.428,     0.16004,     0.15395,     -0.0154
       -13.2,     -0.4252,     0.15873,     0.15264,     -0.0159
       -13.1,     -0.4225,     0.15742,     0.15132,     -0.0165
         -13,     -0.4197,     0.15612,     0.15002,      -0.017
       -12.9,      -0.417,     0.15482,     0.14872,     -0.0175
       -12.8,     -0.4142,     0.15353,     0.14742,      -0.018
       -12.7,     -0.4114,     0.15224,     0.14613,     -0.0185
       -12.6,     -0.4087,     0.15095,     0.14483,     -0.0191
       -12.5,      -0.406,     0.14967,     0.14355,     -0.0196
       -12.4,     -0.4032,      0.1484,     0.14228,     -0.0201
       -12.3,     -0.4005,     0.14713,     0.14101,     -0.0206
       -12.2,     -0.3978,     0.14587,     0.13974,     -0.0211
       -12.1,     -0.3951,     0.14462,     0.13848,     -0.0216
         -12,     -0.3924,     0.14336,     0.13723,     -0.0221
       -11.9,     -0.3896,     0.14211,     0.13597,     -0.0226
       -11.8,     -0.3869,     0.14085,     0.13471,     -0.0231
       -11.7,     -0.3841,      0.1396,     0.13345,     -0.0236
       -11.6,     -0.3813,     0.13834,      0.1322,     -0.0241
       -11.5,     -0.3785,     0.13709,     0.13095,     -0.0246
       -11.4,     -0.3758,     0.13584,      0.1297,     -0.0251
       -11.3,      -0.373,      0.1346,     0.12845,     -0.0256
       -11.2,     -0.3702,     0.13336,     0.12721,     -0.0261
       -11.1,     -0.3674,     0.13212,     0.12597,     -0.0266
         -11,     -0.3647,     0.13089,     0.12473,     -0.0271
       -10.9,     -0.3619,     0.12966,      0.1235,     -0.0276
       -10.8,     -0.3592,     0.12843,     0.12227,      -0.028
       -10.7,     -0.3564,      0.1272,     0.12104,     -0.0285
       -10.6,     -0.3536,     0.12598,     0.11981,      -0.029
       -10.5,     -0.3508,     0.12474,     0.11858,     -0.0295
       -10.4,      -0.348,     0.12351,     0.11734,     -0.0301
       -10.3,     -0.3452,     0.12229,     0.11612,     -0.0306
       -10.2,     -0.3423,     0.12106,     0.11489,     -0.0311
       -10.1,     -0.3395,     0.11984,     0.11367,     -0.0316
         -10,     -0.3367,     0.11862,     0.11245,     -0.0321
        -9.9,     -0.3339,     0.11741,     0.11124,     -0.0326
        -9.8,     -0.3311,      0.1162,     0.11003,     -0.0331
        -9.7,     -0.3324,     0.11342,     0.10726,     -0.0339
        -9.6,     -0.3301,     0.11195,     0.10579,     -0.0345
        -9.5,     -0.3279,     0.11046,     0.10431,     -0.0352
        -9.4,     -0.3258,     0.10895,      0.1028,     -0.0358
        -9.3,     -0.3235,     0.10753,     0.10138,     -0.0364
        -9.2,     -0.3209,     0.10626,      0.1001,      -0.037
        -9.1,     -0.3181,     0.10503,     0.09888,     -0.0375
          -9,     -0.3153,      0.1038,     0.09765,     -0.0381
        -8.9,     -0.3125,     0.10256,     0.09641,     -0.0387
        -8.8,     -0.3097,     0.10133,     0.09518,     -0.0393
        -8.7,     -0.3068,      0.1001,     0.09395,     -0.0398
        -8.6,      -0.304,     0.09887,     0.09273,     -0.0404
        -8.5,     -0.3012,     0.09764,     0.09149,     -0.0411
        -8.4,     -0.2983,      0.0964,     0.09026,     -0.0417
        -8.3,     -0.2955,     0.09517,     0.08902,     -0.0423
        -8.2,     -0.2926,     0.09393,     0.08779,      -0.043
        -8.1,     -0.2897,     0.09269,     0.08656,     -0.0436
          -8,     -0.2869,     0.09145,     0.08532,     -0.0443
        -7.9,      -0.284,     0.09021,     0.08408,      -0.045
        -7.8,     -0.2812,     0.08897,     0.08285,     -0.0457
        -7.7,     -0.2786,     0.08775,     0.08163,     -0.0463
        -7.6,     -0.2763,     0.08658,     0.08047,      -0.047
        -7.5,     -0.2739,      0.0854,     0.07929,     -0.0477
        -7.4,     -0.2699,     0.08406,     0.07794,     -0.0489
        -7.3,     -0.2656,     0.08269,     0.07657,     -0.0501
        -7.2,     -0.2609,      0.0813,     0.07518,     -0.0515
        -7.1,     -0.2559,     0.07987,     0.07375,      -0.053
          -7,     -0.2505,     0.07842,     0.07229,     -0.0545
        -6.9,     -0.2448,     0.07692,     0.07079,     -0.0562
        -6.8,     -0.2386,     0.07538,     0.06924,      -0.058
        -6.7,     -0.2321,     0.07381,     0.06766,     -0.0599
        -6.6,     -0.2252,     0.07218,     0.06602,     -0.0619
        -6.5,     -0.2178,      0.0705,     0.06434,      -0.064
        -6.4,     -0.2098,     0.06876,     0.06258,     -0.0663
        -6.3,     -0.2014,     0.06695,     0.06076,     -0.0687
        -6.2,     -0.1924,     0.06505,     0.05884,     -0.0713
        -6.1,     -0.1827,     0.06305,     0.05681,     -0.0741
          -6,     -0.1722,     0.06088,     0.05461,     -0.0772
        -5.9,     -0.1607,      0.0585,     0.05221,     -0.0806
