st8
Re        5e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -6.4,     -0.2409,     0.02125,     0.01427,     -0.1045
        -6.3,     -0.2294,     0.02012,     0.01294,     -0.1052
        -6.2,      -0.218,     0.01927,      0.0119,     -0.1057
        -6.1,     -0.2067,     0.01859,     0.01108,     -0.1061
          -6,     -0.1953,     0.01803,     0.01038,     -0.1064
        -5.9,     -0.1841,     0.01755,     0.00978,     -0.1066
        -5.8,     -0.1728,     0.01713,     0.00924,     -0.1068
        -5.7,     -0.1615,     0.01675,     0.00875,      -0.107
        -5.6,     -0.1503,     0.01641,     0.00832,     -0.1072
        -5.5,     -0.1391,     0.01609,      0.0079,     -0.1074
        -5.4,     -0.1278,      0.0158,     0.00753,     -0.1075
        -5.3,     -0.1166,     0.01553,     0.00715,     -0.1076
        -5.2,     -0.1054,     0.01529,     0.00683,     -0.1077
        -5.1,     -0.0941,     0.01507,     0.00654,     -0.1078
          -5,     -0.0829,     0.01486,     0.00626,     -0.1079
        -4.9,     -0.0717,     0.01467,       0.006,      -0.108
        -4.8,     -0.0605,     0.01449,     0.00575,     -0.1081
        -4.7,     -0.0493,     0.01432,     0.00552,     -0.1082
        -4.6,     -0.0381,     0.01416,     0.00531,     -0.1082
        -4.5,     -0.0269,     0.01401,      0.0051,     -0.1083
        -4.4,     -0.0157,     0.01387,     0.00491,     -0.1084
        -4.3,     -0.0046,     0.01374,     0.00472,     -0.1084
        -4.2,      0.0066,     0.01362,     0.00454,     -0.1085
        -4.1,      0.0178,      0.0135,     0.00437,     -0.1085
          -4,       0.029,     0.01339,     0.00421,     -0.1086
        -3.9,      0.0401,     0.01329,     0.00407,     -0.1086
        -3.8,      0.0513,     0.01319,     0.00392,     -0.1086
        -3.7,      0.0625,      0.0131,     0.00379,     -0.1087
        -3.6,      0.0736,     0.01301,     0.00366,     -0.1087
        -3.5,      0.0848,     0.01293,     0.00354,     -0.1087
        -3.4,       0.096,     0.01286,     0.00343,     -0.1088
        -3.3,      0.1071,     0.01278,     0.00331,     -0.1088
        -3.2,      0.1184,     0.01271,     0.00308,     -0.1088
        -3.1,      0.1295,     0.01265,     0.00298,     -0.1088
