st8
Re        6e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -6.7,     -0.2728,     0.02132,      0.0147,     -0.1044
        -6.6,     -0.2613,     0.02004,     0.01321,     -0.1052
        -6.5,     -0.2499,     0.01916,     0.01215,     -0.1057
        -6.4,     -0.2387,     0.01845,      0.0113,     -0.1061
        -6.3,     -0.2274,     0.01789,     0.01061,     -0.1064
        -6.2,     -0.2162,     0.01742,     0.01003,     -0.1066
        -6.1,      -0.205,     0.01698,     0.00947,     -0.1069
          -6,     -0.1938,     0.01658,     0.00897,     -0.1071
        -5.9,     -0.1825,     0.01623,     0.00852,     -0.1072
        -5.8,     -0.1713,     0.01591,     0.00811,     -0.1074
        -5.7,     -0.1601,     0.01561,     0.00773,     -0.1075
        -5.6,     -0.1489,     0.01535,     0.00738,     -0.1077
        -5.5,     -0.1377,     0.01509,     0.00704,     -0.1078
        -5.4,     -0.1265,     0.01485,     0.00673,     -0.1079
        -5.3,     -0.1152,     0.01462,     0.00641,      -0.108
        -5.2,      -0.104,     0.01442,     0.00614,     -0.1081
        -5.1,     -0.0928,     0.01423,     0.00589,     -0.1082
          -5,     -0.0816,     0.01406,     0.00565,     -0.1083
        -4.9,     -0.0704,     0.01389,     0.00543,     -0.1084
        -4.8,     -0.0592,     0.01374,     0.00522,     -0.1084
        -4.7,      -0.048,     0.01359,     0.00502,     -0.1085
        -4.6,     -0.0368,     0.01345,     0.00483,     -0.1086
        -4.5,     -0.0256,     0.01332,     0.00465,     -0.1086
        -4.4,     -0.0144,      0.0132,     0.00448,     -0.1087
        -4.3,     -0.0032,     0.01309,     0.00432,     -0.1087
        -4.2,      0.0079,     0.01298,     0.00415,     -0.1088
        -4.1,      0.0191,     0.01288,     0.00401,     -0.1088
          -4,      0.0303,     0.01278,     0.00387,     -0.1089
        -3.9,      0.0415,     0.01269,     0.00374,     -0.1089
        -3.8,      0.0527,      0.0126,     0.00361,     -0.1089
        -3.7,      0.0639,     0.01252,     0.00349,      -0.109
        -3.6,       0.075,     0.01244,     0.00338,      -0.109
        -3.5,      0.0862,     0.01237,     0.00327,      -0.109
        -3.4,      0.0974,      0.0123,     0.00317,     -0.1091
        -3.3,      0.1085,     0.01224,     0.00307,     -0.1091
        -3.2,      0.1198,     0.01217,     0.00285,     -0.1091
        -3.1,      0.1309,     0.01212,     0.00277,     -0.1091
          -3,      0.1421,     0.01207,     0.00269,     -0.1091
        -2.9,      0.1532,     0.01202,     0.00262,     -0.1092
        -2.8,      0.1644,     0.01197,     0.00255,     -0.1092
        -2.7,      0.1755,     0.01193,     0.00248,     -0.1092
        -2.6,      0.1867,     0.01189,     0.00242,     -0.1092
        -2.5,      0.1978,     0.01185,     0.00236,     -0.1092
        -2.4,      0.2089,     0.01182,     0.00231,     -0.1093
        -2.3,      0.2201,     0.01179,     0.00226,     -0.1093
        -2.2,      0.2312,     0.01176,     0.00221,     -0.1093
        -2.1,      0.2423,     0.01173,     0.00217,     -0.1093
          -2,      0.2534,     0.01171,     0.00213,     -0.1093
        -1.9,      0.2645,     0.01169,     0.00209,     -0.1093
        -1.8,      0.2757,     0.01167,     0.00205,     -0.1093
        -1.7,      0.2868,     0.01165,     0.00202,     -0.1093
        -1.6,      0.2979,     0.01163,     0.00199,     -0.1093
        -1.5,       0.309,     0.01162,     0.00197,     -0.1093
        -1.4,        0.32,     0.01161,     0.00194,     -0.1094
        -1.3,      0.3311,      0.0116,     0.00193,     -0.1094
        -1.2,      0.3422,     0.01159,     0.00191,     -0.1094
        -1.1,      0.3533,     0.01159,     0.00189,     -0.1094
          -1,      0.3644,     0.01158,     0.00187,     -0.1094
        -0.9,      0.3755,     0.01155,     0.00185,     -0.1094
        -0.8,      0.3865,     0.01155,     0.00184,     -0.1094
        -0.7,      0.3976,     0.01153,     0.00183,     -0.1094
        -0.6,      0.4088,     0.01148,     0.00181,     -0.1094
        -0.5,      0.4199,     0.01144,     0.00181,     -0.1094
        -0.4,      0.4309,     0.01143,     0.00181,     -0.1095
        -0.3,       0.442,     0.01143,     0.00181,     -0.1095
        -0.2,       0.453,     0.01143,     0.00181,     -0.1095
        -0.1,      0.4641,     0.01142,     0.00182,     -0.1095
           0,      0.4751,     0.01144,     0.00183,     -0.1095
         0.1,      0.4861,     0.01146,     0.00185,     -0.1094
         0.2,      0.4971,     0.01148,     0.00186,     -0.1094
         0.3,      0.5081,     0.01151,     0.00188,     -0.1094
         0.4,       0.519,     0.01153,     0.00189,     -0.1094
         0.5,        0.53,     0.01155,     0.00192,     -0.1094
         0.6,       0.541,     0.01158,     0.00197,     -0.1093
         0.7,      0.5519,      0.0116,     0.00199,     -0.1093
         0.8,      0.5629,     0.01163,     0.00201,     -0.1093
         0.9,      0.5738,     0.01166,     0.00203,     -0.1093
           1,      0.5848,     0.01168,     0.00205,     -0.1092
         1.1,      0.5957,     0.01171,     0.00207,     -0.1092
         1.2,      0.6066,     0.01174,      0.0021,     -0.1092
         1.3,      0.6176,     0.01177,     0.00213,     -0.1091
         1.4,      0.6285,     0.01181,     0.00215,     -0.1091
         1.5,      0.6394,     0.01184,     0.00219,     -0.1091
         1.6,      0.6503,     0.01187,     0.00222,      -0.109
         1.7,      0.6611,     0.01191,     0.00225,      -0.109
         1.8,       0.672,     0.01194,     0.00229,      -0.109
         1.9,      0.6829,     0.01198,     0.00232,     -0.1089
           2,      0.6937,     0.01201,     0.00236,     -0.1089
         2.1,      0.7046,     0.01205,      0.0024,     -0.1088
         2.2,      0.7154,     0.01209,     0.00244,     -0.1088
         2.3,      0.7262,     0.01213,     0.00249,     -0.1087
         2.4,      0.7371,     0.01217,     0.00253,     -0.1087
         2.5,      0.7479,     0.01222,     0.00258,     -0.1086
         2.6,      0.7587,     0.01226,     0.00263,     -0.1086
         2.7,      0.7695,      0.0123,     0.00268,     -0.1085
         2.8,      0.7802,     0.01235,     0.00273,     -0.1085
         2.9,       0.791,     0.01239,     0.00278,     -0.1084
           3,      0.8018,     0.01244,     0.00284,     -0.1084
         3.1,      0.8125,     0.01249,     0.00289,     -0.1083
         3.2,      0.8232,     0.01253,     0.00295,     -0.1082
         3.3,       0.834,     0.01258,     0.00301,     -0.1082
         3.4,      0.8447,     0.01263,     0.00307,     -0.1081
         3.5,      0.8554,     0.01269,     0.00314,      -0.108
         3.6,      0.8661,     0.01274,      0.0032,      -0.108
         3.7,      0.8767,     0.01279,     0.00327,     -0.1079
         3.8,      0.8874,     0.01285,     0.00343,     -0.1078
         3.9,      0.8979,     0.01293,     0.00352,     -0.1077
           4,      0.9082,     0.01305,     0.00362,     -0.1076
         4.1,      0.9185,     0.01316,     0.00372,     -0.1075
         4.2,      0.9289,     0.01325,     0.00382,     -0.1073
         4.3,      0.9393,     0.01334,     0.00391,     -0.1072
         4.4,      0.9496,     0.01345,     0.00401,     -0.1071
         4.5,      0.9599,     0.01355,     0.00411,      -0.107
         4.6,      0.9701,     0.01367,     0.00423,     -0.1068
         4.7,      0.9799,     0.01385,     0.00437,     -0.1066
         4.8,        0.99,     0.01398,     0.00449,     -0.1065
         4.9,      0.9996,     0.01419,     0.00466,     -0.1062
           5,      1.0096,     0.01434,     0.00481,     -0.1061
         5.1,      1.0204,     0.01435,     0.00488,      -0.106
         5.2,      1.0305,     0.01448,     0.00501,     -0.1059
         5.3,      1.0405,      0.0146,     0.00514,     -0.1057
         5.4,      1.0506,     0.01472,     0.00527,     -0.1055
         5.5,      1.0608,     0.01482,     0.00539,     -0.1054
         5.6,      1.0707,     0.01497,     0.00554,     -0.1052
         5.7,      1.0806,     0.01513,      0.0057,      -0.105
         5.8,      1.0904,     0.01529,     0.00587,     -0.1048
         5.9,      1.1003,     0.01543,     0.00602,     -0.1046
           6,      1.1102,     0.01557,     0.00618,     -0.1044
         6.1,      1.1198,     0.01577,      0.0064,     -0.1041
         6.2,      1.1297,      0.0159,     0.00655,     -0.1039
         6.3,      1.1396,     0.01603,      0.0067,     -0.1038
         6.4,      1.1495,     0.01616,     0.00686,     -0.1036
         6.5,      1.1593,      0.0163,     0.00701,     -0.1034
         6.6,      1.1692,     0.01644,     0.00717,     -0.1032
         6.7,      1.1789,     0.01658,     0.00734,      -0.103
         6.8,      1.1887,     0.01672,      0.0075,     -0.1027
         6.9,      1.1985,     0.01686,     0.00767,     -0.1025
           7,      1.2082,       0.017,     0.00784,     -0.1023
         7.1,      1.2178,     0.01715,     0.00802,     -0.1021
         7.2,      1.2274,      0.0173,      0.0082,     -0.1019
         7.3,       1.237,     0.01746,     0.00838,     -0.1016
         7.4,      1.2465,     0.01762,     0.00857,     -0.1014
         7.5,       1.256,     0.01779,     0.00876,     -0.1011
         7.6,      1.2655,     0.01796,     0.00896,     -0.1009
         7.7,      1.2749,     0.01813,     0.00917,     -0.1006
