st5
Re        3e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6215,     0.24815,     0.24239,      0.0275
       -19.9,      -0.618,     0.24684,     0.24107,      0.0268
       -19.8,     -0.6146,     0.24552,     0.23974,       0.026
       -19.7,     -0.6112,      0.2442,     0.23842,      0.0252
       -19.6,     -0.6078,     0.24288,     0.23709,      0.0245
       -19.5,     -0.6045,     0.24156,     0.23575,      0.0237
       -19.4,     -0.6011,     0.24023,     0.23442,      0.0229
       -19.3,     -0.5977,     0.23891,     0.23309,      0.0222
       -19.2,     -0.5943,     0.23759,     0.23176,      0.0215
       -19.1,      -0.591,     0.23626,     0.23042,      0.0207
         -19,     -0.5876,     0.23493,     0.22909,        0.02
       -18.9,     -0.5843,      0.2336,     0.22775,      0.0192
       -18.8,     -0.5809,     0.23226,     0.22641,      0.0185
       -18.7,     -0.5776,     0.23093,     0.22507,      0.0178
       -18.6,     -0.5743,     0.22959,     0.22372,      0.0171
       -18.5,     -0.5709,     0.22825,     0.22237,      0.0163
       -18.4,     -0.5676,      0.2269,     0.22102,      0.0156
       -18.3,     -0.5643,     0.22554,     0.21965,      0.0149
       -18.2,      -0.561,     0.22418,     0.21829,      0.0142
       -18.1,     -0.5577,     0.22282,     0.21692,      0.0135
         -18,     -0.5544,     0.22146,     0.21556,      0.0128
       -17.9,     -0.5511,      0.2201,     0.21419,      0.0121
       -17.8,     -0.5479,     0.21874,     0.21282,      0.0114
       -17.7,     -0.5446,     0.21737,     0.21145,      0.0107
       -17.6,     -0.5414,     0.21601,     0.21008,        0.01
       -17.5,     -0.5381,     0.21464,     0.20871,      0.0093
       -17.4,     -0.5349,     0.21328,     0.20734,      0.0086
       -17.3,     -0.5317,     0.21191,     0.20596,      0.0079
       -17.2,     -0.5285,     0.21054,     0.20459,      0.0072
       -17.1,     -0.5253,     0.20918,     0.20321,      0.0066
         -17,     -0.5221,     0.20781,     0.20184,      0.0059
       -16.9,      -0.519,     0.20644,     0.20047,      0.0052
       -16.8,     -0.5158,     0.20508,      0.1991,      0.0046
       -16.7,     -0.5127,     0.20372,     0.19773,      0.0039
       -16.6,     -0.5096,     0.20236,     0.19636,      0.0033
       -16.5,     -0.5065,       0.201,       0.195,      0.0026
       -16.4,     -0.5034,     0.19965,     0.19364,       0.002
       -16.3,     -0.5003,     0.19829,     0.19229,      0.0014
       -16.2,     -0.4972,     0.19695,     0.19094,      0.0007
       -16.1,     -0.4942,     0.19561,     0.18959,      0.0001
         -16,     -0.4911,     0.19427,     0.18825,     -0.0005
       -15.9,     -0.4881,     0.19295,     0.18692,     -0.0011
       -15.8,     -0.4851,     0.19162,     0.18559,     -0.0017
       -15.7,     -0.4821,      0.1903,     0.18426,     -0.0023
       -15.6,     -0.4791,     0.18899,     0.18294,     -0.0029
       -15.5,     -0.4761,     0.18768,     0.18163,     -0.0035
       -15.4,     -0.4731,     0.18638,     0.18032,     -0.0041
       -15.3,     -0.4701,     0.18507,     0.17901,     -0.0047
       -15.2,     -0.4671,     0.18377,      0.1777,     -0.0053
       -15.1,      -0.464,     0.18246,     0.17639,     -0.0059
         -15,      -0.461,     0.18116,     0.17509,     -0.0065
       -14.9,      -0.458,     0.17987,     0.17379,     -0.0071
       -14.8,      -0.455,     0.17858,      0.1725,     -0.0077
       -14.7,      -0.452,     0.17729,      0.1712,     -0.0082
       -14.6,     -0.4491,     0.17601,     0.16991,     -0.0088
       -14.5,     -0.4461,     0.17473,     0.16863,     -0.0094
       -14.4,     -0.4431,     0.17345,     0.16734,     -0.0099
       -14.3,     -0.4402,     0.17217,     0.16607,     -0.0105
       -14.2,     -0.4372,      0.1709,     0.16479,     -0.0111
       -14.1,     -0.4343,     0.16963,     0.16351,     -0.0116
         -14,     -0.4314,     0.16836,     0.16224,     -0.0122
       -13.9,     -0.4285,      0.1671,     0.16097,     -0.0127
       -13.8,     -0.4256,     0.16584,     0.15971,     -0.0132
       -13.7,     -0.4227,     0.16458,     0.15844,     -0.0138
       -13.6,     -0.4199,     0.16332,     0.15718,     -0.0143
       -13.5,      -0.417,     0.16207,     0.15593,     -0.0148
       -13.4,     -0.4142,     0.16082,     0.15467,     -0.0153
       -13.3,     -0.4113,     0.15957,     0.15341,     -0.0159
       -13.2,     -0.4084,     0.15831,     0.15215,     -0.0164
       -13.1,     -0.4055,     0.15705,     0.15089,     -0.0169
         -13,     -0.4027,     0.15579,     0.14963,     -0.0174
