st10
Re        8e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -9.3,     -0.6342,     0.05194,     0.04741,     -0.0543
        -9.2,     -0.6197,     0.05494,     0.05045,     -0.0516
        -9.1,     -0.6657,     0.02127,     0.01476,     -0.0681
          -9,     -0.6558,     0.02074,     0.01412,     -0.0682
        -8.9,     -0.6456,     0.02031,      0.0136,     -0.0683
        -8.8,     -0.6353,     0.01995,     0.01317,     -0.0683
        -8.7,     -0.6249,      0.0196,     0.01275,     -0.0684
        -8.6,     -0.6144,     0.01928,     0.01236,     -0.0684
        -8.5,     -0.6039,     0.01895,     0.01196,     -0.0685
        -8.4,     -0.5934,     0.01867,     0.01162,     -0.0686
        -8.3,     -0.5828,     0.01839,     0.01128,     -0.0686
        -8.2,     -0.5721,     0.01812,     0.01095,     -0.0687
        -8.1,     -0.5614,     0.01785,     0.01062,     -0.0687
          -8,     -0.5507,     0.01761,     0.01031,     -0.0688
        -7.9,       -0.54,     0.01736,     0.01001,     -0.0688
        -7.8,     -0.5292,     0.01711,      0.0097,     -0.0689
        -7.7,     -0.5184,     0.01688,     0.00941,     -0.0689
        -7.6,     -0.5075,     0.01664,     0.00911,      -0.069
        -7.5,     -0.4967,      0.0164,     0.00881,     -0.0691
        -7.4,     -0.4858,     0.01618,     0.00854,     -0.0691
        -7.3,     -0.4748,     0.01596,     0.00826,     -0.0692
        -7.2,     -0.4639,     0.01575,       0.008,     -0.0692
        -7.1,     -0.4529,     0.01555,     0.00775,     -0.0692
          -7,     -0.4419,     0.01535,      0.0075,     -0.0693
        -6.9,     -0.4309,     0.01517,     0.00727,     -0.0693
        -6.8,     -0.4198,     0.01499,     0.00703,     -0.0694
        -6.7,     -0.4088,     0.01482,     0.00682,     -0.0694
        -6.6,     -0.3977,     0.01466,     0.00661,     -0.0695
        -6.5,     -0.3866,      0.0145,     0.00641,     -0.0695
        -6.4,     -0.3755,     0.01435,     0.00621,     -0.0696
        -6.3,     -0.3643,      0.0142,     0.00603,     -0.0696
        -6.2,     -0.3532,     0.01407,     0.00585,     -0.0697
        -6.1,      -0.342,     0.01393,     0.00568,     -0.0697
          -6,     -0.3309,     0.01381,     0.00551,     -0.0698
        -5.9,     -0.3197,     0.01368,     0.00535,     -0.0698
        -5.8,     -0.3085,     0.01356,     0.00519,     -0.0698
        -5.7,     -0.2973,     0.01345,     0.00504,     -0.0699
        -5.6,     -0.2861,     0.01334,      0.0049,     -0.0699
        -5.5,     -0.2749,     0.01323,     0.00476,       -0.07
        -5.4,     -0.2637,     0.01313,     0.00462,       -0.07
        -5.3,     -0.2524,     0.01303,     0.00449,     -0.0701
        -5.2,     -0.2412,     0.01294,     0.00437,     -0.0701
        -5.1,     -0.2299,     0.01285,     0.00424,     -0.0702
          -5,     -0.2187,     0.01276,     0.00412,     -0.0702
        -4.9,     -0.2074,     0.01268,     0.00401,     -0.0702
        -4.8,     -0.1962,      0.0126,      0.0039,     -0.0703
        -4.7,     -0.1849,     0.01252,      0.0038,     -0.0703
        -4.6,     -0.1736,     0.01244,      0.0037,     -0.0704
        -4.5,     -0.1623,     0.01237,      0.0036,     -0.0704
        -4.4,      -0.151,     0.01231,     0.00351,     -0.0705
        -4.3,     -0.1398,     0.01224,     0.00342,     -0.0705
        -4.2,     -0.1285,     0.01218,     0.00333,     -0.0705
        -4.1,     -0.1172,     0.01212,     0.00325,     -0.0706
          -4,     -0.1059,     0.01206,     0.00316,     -0.0706
        -3.9,     -0.0946,     0.01201,     0.00309,     -0.0707
        -3.8,     -0.0833,     0.01196,     0.00302,     -0.0707
        -3.7,      -0.072,     0.01191,     0.00295,     -0.0707
        -3.6,     -0.0607,     0.01186,     0.00288,     -0.0708
        -3.5,     -0.0493,     0.01181,     0.00281,     -0.0708
        -3.4,      -0.038,     0.01177,     0.00275,     -0.0709
        -3.3,     -0.0267,     0.01173,     0.00269,     -0.0709
        -3.2,     -0.0154,     0.01169,     0.00264,      -0.071
        -3.1,     -0.0041,     0.01165,     0.00258,      -0.071
          -3,      0.0072,     0.01162,     0.00253,      -0.071
        -2.9,      0.0186,     0.01159,     0.00241,     -0.0711
        -2.8,      0.0299,     0.01156,     0.00237,     -0.0711
        -2.7,      0.0412,     0.01153,     0.00232,     -0.0711
        -2.6,      0.0525,      0.0115,     0.00228,     -0.0712
        -2.5,      0.0639,     0.01147,     0.00225,     -0.0712
        -2.4,      0.0752,     0.01145,     0.00221,     -0.0713
        -2.3,      0.0865,     0.01143,     0.00217,     -0.0713
        -2.2,      0.0978,     0.01141,     0.00214,     -0.0713
        -2.1,      0.1091,     0.01139,     0.00211,     -0.0714
          -2,      0.1204,     0.01137,     0.00208,     -0.0714
        -1.9,      0.1318,     0.01135,     0.00206,     -0.0714
        -1.8,      0.1431,     0.01134,     0.00203,     -0.0715
        -1.7,      0.1544,     0.01133,     0.00201,     -0.0715
        -1.6,      0.1657,     0.01131,     0.00199,     -0.0716
        -1.5,       0.177,      0.0113,     0.00197,     -0.0716
        -1.4,      0.1883,     0.01129,     0.00195,     -0.0716
        -1.3,      0.1996,     0.01129,     0.00194,     -0.0717
        -1.2,      0.2109,     0.01128,     0.00193,     -0.0717
        -1.1,      0.2222,     0.01127,     0.00191,     -0.0717
          -1,      0.2335,     0.01127,      0.0019,     -0.0718
        -0.9,      0.2448,     0.01126,     0.00189,     -0.0718
        -0.8,      0.2561,     0.01124,     0.00188,     -0.0718
        -0.7,      0.2674,      0.0112,     0.00186,     -0.0719
        -0.6,      0.2787,     0.01117,     0.00185,     -0.0719
        -0.5,        0.29,     0.01112,     0.00184,      -0.072
        -0.4,      0.3013,     0.01109,     0.00184,     -0.0721
        -0.3,      0.3126,      0.0111,     0.00184,     -0.0721
        -0.2,      0.3239,     0.01111,     0.00185,     -0.0721
        -0.1,      0.3352,     0.01113,     0.00185,     -0.0721
           0,      0.3464,     0.01114,     0.00186,     -0.0722
         0.1,      0.3577,     0.01116,     0.00187,     -0.0722
         0.2,      0.3689,     0.01117,     0.00188,     -0.0722
         0.3,      0.3802,     0.01119,      0.0019,     -0.0722
         0.4,      0.3914,     0.01121,     0.00191,     -0.0723
         0.5,      0.4027,     0.01123,     0.00192,     -0.0723
         0.6,      0.4139,     0.01125,     0.00194,     -0.0723
         0.7,      0.4251,     0.01127,     0.00196,     -0.0723
         0.8,      0.4364,     0.01129,     0.00198,     -0.0723
         0.9,      0.4476,     0.01131,       0.002,     -0.0724
           1,      0.4588,     0.01133,     0.00204,     -0.0724
         1.1,        0.47,     0.01136,     0.00206,     -0.0724
         1.2,      0.4812,     0.01138,     0.00208,     -0.0724
         1.3,      0.4924,     0.01141,      0.0021,     -0.0724
         1.4,      0.5036,     0.01143,     0.00212,     -0.0725
         1.5,      0.5148,     0.01146,     0.00215,     -0.0725
         1.6,       0.526,     0.01148,     0.00217,     -0.0725
         1.7,      0.5371,     0.01151,      0.0022,     -0.0725
         1.8,      0.5483,     0.01154,     0.00223,     -0.0725
         1.9,      0.5595,     0.01157,     0.00226,     -0.0725
           2,      0.5706,      0.0116,     0.00229,     -0.0725
         2.1,      0.5818,     0.01163,     0.00232,     -0.0725
         2.2,      0.5929,     0.01166,     0.00235,     -0.0725
         2.3,       0.604,      0.0117,     0.00238,     -0.0726
         2.4,      0.6152,     0.01173,     0.00242,     -0.0726
         2.5,      0.6263,     0.01176,     0.00246,     -0.0726
