st7
Re        2e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,         nan,         nan,         nan,         nan
       -19.9,         nan,         nan,         nan,         nan
       -19.8,           0,         nan,         nan,           0
       -19.5,     -0.6444,     0.24733,     0.24104,      0.0295
       -19.4,      -0.641,     0.24603,     0.23973,      0.0287
       -19.3,     -0.6377,     0.24474,     0.23843,       0.028
       -19.2,     -0.6343,     0.24344,     0.23712,      0.0272
       -19.1,      -0.631,     0.24214,     0.23581,      0.0265
         -19,     -0.6276,     0.24083,      0.2345,      0.0257
       -18.9,     -0.6243,     0.23952,     0.23319,       0.025
       -18.8,      -0.621,     0.23822,     0.23187,      0.0243
       -18.7,     -0.6176,     0.23691,     0.23056,      0.0235
       -18.6,     -0.6143,      0.2356,     0.22924,      0.0228
       -18.5,      -0.611,     0.23429,     0.22792,      0.0221
       -18.4,     -0.6076,     0.23298,      0.2266,      0.0214
       -18.3,     -0.6043,     0.23166,     0.22527,      0.0207
       -18.2,      -0.601,     0.23034,     0.22395,      0.0199
       -18.1,     -0.5977,     0.22901,     0.22261,      0.0192
         -18,     -0.5944,     0.22768,     0.22127,      0.0185
       -17.9,     -0.5911,     0.22634,     0.21992,      0.0178
       -17.8,     -0.5878,     0.22501,     0.21858,      0.0171
       -17.7,     -0.5845,     0.22367,     0.21724,      0.0164
       -17.6,     -0.5812,     0.22233,     0.21589,      0.0157
       -17.5,      -0.578,     0.22099,     0.21455,      0.0151
       -17.4,     -0.5747,     0.21965,      0.2132,      0.0144
       -17.3,     -0.5715,     0.21831,     0.21185,      0.0137
       -17.2,     -0.5682,     0.21696,     0.21049,       0.013
       -17.1,      -0.565,     0.21562,     0.20914,      0.0123
         -17,     -0.5618,     0.21427,     0.20779,      0.0117
       -16.9,     -0.5586,     0.21292,     0.20643,       0.011
       -16.8,     -0.5554,     0.21157,     0.20508,      0.0104
       -16.7,     -0.5522,     0.21022,     0.20372,      0.0097
       -16.6,      -0.549,     0.20887,     0.20236,      0.0091
       -16.5,     -0.5459,     0.20752,       0.201,      0.0084
       -16.4,     -0.5428,     0.20616,     0.19964,      0.0078
       -16.3,     -0.5397,     0.20481,     0.19828,      0.0071
       -16.2,     -0.5366,     0.20345,     0.19692,      0.0065
       -16.1,     -0.5335,      0.2021,     0.19556,      0.0059
         -16,     -0.5304,     0.20074,     0.19419,      0.0053
       -15.9,     -0.5274,     0.19938,     0.19283,      0.0046
       -15.8,     -0.5243,     0.19802,     0.19147,       0.004
       -15.7,     -0.5213,     0.19667,      0.1901,      0.0034
       -15.6,     -0.5183,     0.19531,     0.18874,      0.0028
       -15.5,     -0.5154,     0.19395,     0.18738,      0.0022
       -15.4,     -0.5124,      0.1926,     0.18602,      0.0016
       -15.3,     -0.5095,     0.19124,     0.18465,       0.001
       -15.2,     -0.5066,     0.18988,     0.18328,      0.0005
       -15.1,     -0.5036,     0.18852,     0.18191,     -0.0001
         -15,     -0.5007,     0.18715,     0.18053,     -0.0007
       -14.9,     -0.4978,     0.18577,     0.17915,     -0.0013
       -14.8,     -0.4949,      0.1844,     0.17777,     -0.0019
       -14.7,      -0.492,     0.18302,     0.17639,     -0.0024
       -14.6,     -0.4892,     0.18165,     0.17501,      -0.003
       -14.5,     -0.4863,     0.18027,     0.17363,     -0.0036
       -14.4,     -0.4835,      0.1789,     0.17224,     -0.0041
       -14.3,     -0.4807,     0.17752,     0.17086,     -0.0047
       -14.2,      -0.478,     0.17614,     0.16947,     -0.0052
       -14.1,     -0.4752,     0.17476,     0.16809,     -0.0058
         -14,     -0.4724,     0.17338,     0.16671,     -0.0063
       -13.9,     -0.4697,       0.172,     0.16533,     -0.0069
       -13.8,      -0.467,     0.17063,     0.16395,     -0.0074
       -13.7,     -0.4644,     0.16925,     0.16257,      -0.008
       -13.6,     -0.4617,     0.16788,     0.16119,     -0.0085
       -13.5,     -0.4591,     0.16651,     0.15982,      -0.009
       -13.4,     -0.4564,     0.16514,     0.15844,     -0.0095
       -13.3,     -0.4538,     0.16377,     0.15707,       -0.01
       -13.2,     -0.4512,      0.1624,     0.15569,     -0.0106
       -13.1,     -0.4486,     0.16103,     0.15431,     -0.0111
         -13,      -0.446,     0.15965,     0.15293,     -0.0116
       -12.9,     -0.4433,     0.15828,     0.15156,     -0.0121
       -12.8,     -0.4407,     0.15691,     0.15018,     -0.0126
       -12.7,     -0.4381,     0.15554,     0.14881,     -0.0132
       -12.6,     -0.4355,     0.15417,     0.14744,     -0.0137
       -12.5,      -0.433,     0.15282,     0.14608,     -0.0142
       -12.4,     -0.4304,     0.15146,     0.14473,     -0.0147
       -12.3,     -0.4278,     0.15011,     0.14337,     -0.0152
       -12.2,     -0.4253,     0.14877,     0.14203,     -0.0157
       -12.1,     -0.4227,     0.14743,     0.14069,     -0.0162
         -12,     -0.4202,     0.14611,     0.13936,     -0.0167
       -11.9,     -0.4176,     0.14478,     0.13803,     -0.0172
       -11.8,      -0.415,     0.14346,     0.13671,     -0.0177
       -11.7,     -0.4125,     0.14214,     0.13539,     -0.0182
       -11.6,     -0.4099,     0.14083,     0.13407,     -0.0187
       -11.5,     -0.4072,     0.13952,     0.13276,     -0.0192
       -11.4,     -0.4046,     0.13821,     0.13145,     -0.0197
       -11.3,      -0.402,     0.13691,     0.13015,     -0.0202
       -11.2,     -0.3993,     0.13562,     0.12886,     -0.0207
       -11.1,     -0.3967,     0.13434,     0.12757,     -0.0212
