st5
Re        8e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6234,     0.24675,      0.2422,      0.0278
       -19.9,       -0.62,     0.24539,     0.24083,       0.027
       -19.8,     -0.6167,     0.24403,     0.23946,      0.0262
       -19.7,     -0.6133,     0.24267,     0.23809,      0.0255
       -19.6,       -0.61,      0.2413,     0.23672,      0.0247
       -19.5,     -0.6067,     0.23993,     0.23535,      0.0239
       -19.4,     -0.6034,     0.23855,     0.23396,      0.0232
       -19.3,     -0.6001,     0.23719,     0.23258,      0.0224
       -19.2,     -0.5968,     0.23581,      0.2312,      0.0217
       -19.1,     -0.5936,     0.23443,     0.22982,      0.0209
         -19,     -0.5903,     0.23305,     0.22843,      0.0202
       -18.9,      -0.587,     0.23166,     0.22704,      0.0195
       -18.8,     -0.5838,     0.23027,     0.22564,      0.0187
       -18.7,     -0.5805,     0.22887,     0.22423,       0.018
       -18.6,     -0.5773,     0.22745,     0.22281,      0.0173
       -18.5,      -0.574,     0.22605,      0.2214,      0.0165
       -18.4,     -0.5708,     0.22462,     0.21997,      0.0158
       -18.3,     -0.5676,      0.2232,     0.21855,      0.0151
       -18.2,     -0.5644,     0.22179,     0.21712,      0.0144
       -18.1,     -0.5612,     0.22036,      0.2157,      0.0137
         -18,      -0.558,     0.21894,     0.21427,      0.0129
       -17.9,     -0.5549,     0.21751,     0.21284,      0.0122
       -17.8,     -0.5517,     0.21609,     0.21141,      0.0115
       -17.7,     -0.5486,     0.21467,     0.20998,      0.0108
       -17.6,     -0.5454,     0.21325,     0.20856,      0.0101
       -17.5,     -0.5423,     0.21184,     0.20714,      0.0094
       -17.4,     -0.5392,     0.21043,     0.20573,      0.0088
       -17.3,     -0.5361,     0.20903,     0.20432,      0.0081
       -17.2,      -0.533,     0.20764,     0.20293,      0.0074
       -17.1,     -0.5299,     0.20625,     0.20153,      0.0067
         -17,     -0.5268,     0.20488,     0.20016,      0.0061
       -16.9,     -0.5237,     0.20351,     0.19879,      0.0054
       -16.8,     -0.5206,     0.20216,     0.19743,      0.0047
       -16.7,     -0.5176,     0.20081,     0.19607,      0.0041
       -16.6,     -0.5145,     0.19947,     0.19473,      0.0034
       -16.5,     -0.5114,     0.19815,      0.1934,      0.0028
       -16.4,     -0.5084,     0.19683,     0.19208,      0.0022
       -16.3,     -0.5053,     0.19552,     0.19076,      0.0015
       -16.2,     -0.5022,     0.19422,     0.18946,      0.0009
       -16.1,     -0.4992,     0.19293,     0.18816,      0.0003
         -16,     -0.4962,     0.19164,     0.18687,     -0.0003
       -15.9,     -0.4932,     0.19036,     0.18559,      -0.001
       -15.8,     -0.4901,     0.18909,     0.18431,     -0.0016
       -15.7,     -0.4871,     0.18781,     0.18303,     -0.0022
       -15.6,     -0.4841,     0.18654,     0.18175,     -0.0028
       -15.5,      -0.481,     0.18526,     0.18046,     -0.0034
       -15.4,      -0.478,     0.18398,     0.17918,      -0.004
       -15.3,     -0.4749,      0.1827,      0.1779,     -0.0046
       -15.2,     -0.4719,     0.18142,     0.17662,     -0.0052
       -15.1,     -0.4688,     0.18015,     0.17534,     -0.0058
         -15,     -0.4658,     0.17887,     0.17406,     -0.0064
       -14.9,     -0.4628,      0.1776,     0.17278,     -0.0069
       -14.8,     -0.4598,     0.17633,     0.17151,     -0.0075
       -14.7,     -0.4568,     0.17506,     0.17023,     -0.0081
       -14.6,     -0.4539,     0.17379,     0.16896,     -0.0087
       -14.5,     -0.4509,     0.17253,     0.16769,     -0.0092
       -14.4,      -0.448,     0.17126,     0.16641,     -0.0098
       -14.3,      -0.445,     0.16999,     0.16514,     -0.0104
       -14.2,     -0.4421,     0.16873,     0.16388,     -0.0109
       -14.1,     -0.4392,     0.16746,     0.16261,     -0.0115
         -14,     -0.4364,      0.1662,     0.16134,      -0.012
       -13.9,     -0.4335,     0.16495,     0.16008,     -0.0125
       -13.8,     -0.4307,     0.16369,     0.15882,     -0.0131
       -13.7,     -0.4278,     0.16243,     0.15756,     -0.0136
       -13.6,      -0.425,     0.16118,      0.1563,     -0.0141
       -13.5,     -0.4222,     0.15992,     0.15504,     -0.0147
       -13.4,     -0.4193,     0.15866,     0.15377,     -0.0152
       -13.3,     -0.4164,     0.15739,      0.1525,     -0.0158
       -13.2,     -0.4136,     0.15612,     0.15122,     -0.0163
       -13.1,     -0.4107,     0.15485,     0.14995,     -0.0168
         -13,     -0.4078,     0.15358,     0.14868,     -0.0174
       -12.9,      -0.405,     0.15232,     0.14741,     -0.0179
       -12.8,     -0.4022,     0.15105,     0.14614,     -0.0184
       -12.7,     -0.3994,     0.14979,     0.14487,     -0.0189
       -12.6,     -0.3966,     0.14852,     0.14361,     -0.0194
       -12.5,     -0.3938,     0.14726,     0.14234,       -0.02
       -12.4,      -0.391,       0.146,     0.14108,     -0.0205
       -12.3,     -0.3883,     0.14474,     0.13982,      -0.021
       -12.2,     -0.3855,     0.14349,     0.13856,     -0.0215
       -12.1,     -0.3828,     0.14224,     0.13731,      -0.022
         -12,     -0.3801,     0.14099,     0.13605,     -0.0225
       -11.9,     -0.3773,     0.13973,      0.1348,      -0.023
       -11.8,     -0.3745,     0.13847,     0.13353,     -0.0235
       -11.7,     -0.3717,      0.1372,     0.13226,      -0.024
       -11.6,     -0.3689,     0.13594,       0.131,     -0.0245
       -11.5,     -0.3662,     0.13468,     0.12973,     -0.0251
       -11.4,     -0.3634,     0.13342,     0.12847,     -0.0256
       -11.3,     -0.3606,     0.13216,     0.12721,     -0.0261
       -11.2,     -0.3579,     0.13091,     0.12595,     -0.0266
       -11.1,     -0.3552,     0.12966,      0.1247,     -0.0271
         -11,     -0.3524,     0.12841,     0.12345,     -0.0276
       -10.9,     -0.3497,     0.12717,      0.1222,     -0.0281
       -10.8,      -0.347,     0.12592,     0.12096,     -0.0286
       -10.7,     -0.3443,     0.12468,     0.11971,     -0.0291
       -10.6,     -0.3415,     0.12342,     0.11845,     -0.0297
       -10.5,     -0.3387,     0.12217,      0.1172,     -0.0302
       -10.4,     -0.3359,     0.12092,     0.11594,     -0.0307
       -10.3,     -0.3332,     0.11967,     0.11469,     -0.0312
       -10.2,     -0.3378,     0.11595,     0.11098,     -0.0322
       -10.1,     -0.3356,     0.11455,     0.10959,     -0.0328
         -10,     -0.3334,     0.11317,     0.10821,     -0.0334
        -9.9,     -0.3311,      0.1118,     0.10683,      -0.034
        -9.8,     -0.3288,      0.1104,     0.10544,     -0.0346
        -9.7,     -0.3264,     0.10902,     0.10406,     -0.0352
        -9.6,      -0.324,     0.10768,     0.10271,     -0.0358
        -9.5,     -0.3217,     0.10631,     0.10135,     -0.0364
        -9.4,     -0.3194,     0.10497,         0.1,      -0.037
        -9.3,      -0.317,     0.10363,     0.09867,     -0.0376
        -9.2,     -0.3147,     0.10228,     0.09731,     -0.0382
        -9.1,     -0.3124,     0.10091,     0.09595,     -0.0389
          -9,     -0.3101,     0.09954,     0.09457,     -0.0395
        -8.9,     -0.3078,     0.09815,     0.09319,     -0.0402
        -8.8,     -0.3057,     0.09676,      0.0918,     -0.0409
        -8.7,     -0.3036,     0.09535,     0.09039,     -0.0416
        -8.6,     -0.3015,     0.09391,     0.08895,     -0.0423
        -8.5,     -0.2995,     0.09245,      0.0875,     -0.0431
        -8.4,     -0.2976,     0.09097,     0.08602,     -0.0439
        -8.3,     -0.2959,     0.08945,     0.08451,     -0.0447
        -8.2,     -0.2944,     0.08789,     0.08295,     -0.0455
          -8,     -0.3196,     0.02098,     0.01439,     -0.1219
        -7.9,     -0.3085,     0.01988,     0.01315,     -0.1226
        -7.8,     -0.2973,     0.01915,     0.01231,     -0.1231
        -7.7,     -0.2861,     0.01858,     0.01164,     -0.1235
        -7.6,     -0.2748,      0.0181,     0.01107,     -0.1238
        -7.5,     -0.2636,     0.01769,     0.01057,     -0.1241
        -7.4,     -0.2523,     0.01732,     0.01012,     -0.1243
        -7.3,     -0.2411,     0.01698,      0.0097,     -0.1245
        -7.2,     -0.2298,     0.01667,     0.00932,     -0.1247
        -7.1,     -0.2185,     0.01639,     0.00897,     -0.1249
          -7,     -0.2072,     0.01613,     0.00864,     -0.1251
        -6.9,     -0.1959,     0.01588,     0.00833,     -0.1253
        -6.8,     -0.1846,     0.01565,     0.00805,     -0.1254
        -6.7,     -0.1733,     0.01544,     0.00777,     -0.1255
        -6.6,      -0.162,     0.01524,     0.00751,     -0.1257
        -6.5,     -0.1506,     0.01505,     0.00727,     -0.1258
        -6.4,     -0.1393,     0.01487,     0.00704,     -0.1259
        -6.3,      -0.128,      0.0147,     0.00682,      -0.126
        -6.2,     -0.1167,     0.01454,     0.00661,     -0.1261
        -6.1,     -0.1053,     0.01439,      0.0064,     -0.1262
          -6,      -0.094,     0.01424,     0.00621,     -0.1263
        -5.9,     -0.0827,     0.01411,     0.00603,     -0.1264
        -5.8,     -0.0713,     0.01398,     0.00585,     -0.1265
        -5.7,       -0.06,     0.01385,     0.00569,     -0.1266
        -5.6,     -0.0486,     0.01373,     0.00553,     -0.1266
        -5.5,     -0.0373,     0.01362,     0.00537,     -0.1267
        -5.4,      -0.026,     0.01351,     0.00523,     -0.1268
        -5.3,     -0.0146,     0.01341,     0.00508,     -0.1269
        -5.2,     -0.0033,     0.01331,     0.00494,     -0.1269
        -5.1,      0.0081,     0.01322,     0.00481,      -0.127
          -5,      0.0194,     0.01313,     0.00469,      -0.127
        -4.9,      0.0307,     0.01304,     0.00457,     -0.1271
        -4.8,      0.0421,     0.01296,     0.00445,     -0.1272
        -4.7,      0.0534,     0.01288,     0.00434,     -0.1272
        -4.6,      0.0647,     0.01281,     0.00424,     -0.1273
        -4.5,      0.0761,     0.01274,     0.00414,     -0.1273
        -4.4,      0.0874,     0.01267,     0.00404,     -0.1273
        -4.3,      0.0987,     0.01261,     0.00395,     -0.1274
        -4.2,        0.11,     0.01255,     0.00386,     -0.1274
        -4.1,      0.1213,     0.01249,     0.00377,     -0.1275
          -4,      0.1327,     0.01243,     0.00369,     -0.1275
        -3.9,       0.144,     0.01238,     0.00361,     -0.1276
        -3.8,      0.1553,     0.01233,     0.00353,     -0.1276
        -3.7,      0.1666,     0.01228,     0.00346,     -0.1276
        -3.6,      0.1779,     0.01224,     0.00339,     -0.1277
