st3
Re        2e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6436,      0.2479,      0.2414,      0.0436
       -19.9,     -0.6401,     0.24658,     0.24008,      0.0428
       -19.8,     -0.6366,     0.24527,     0.23876,       0.042
       -19.7,     -0.6331,     0.24396,     0.23744,      0.0412
       -19.6,     -0.6296,     0.24264,     0.23612,      0.0404
       -19.5,     -0.6261,     0.24133,     0.23481,      0.0396
       -19.4,     -0.6227,     0.24002,     0.23349,      0.0389
       -19.3,     -0.6192,     0.23872,     0.23218,      0.0381
       -19.2,     -0.6157,     0.23741,     0.23086,      0.0373
       -19.1,     -0.6122,     0.23611,     0.22954,      0.0366
         -19,     -0.6087,      0.2348,     0.22823,      0.0358
       -18.9,     -0.6052,      0.2335,     0.22692,       0.035
       -18.8,     -0.6018,      0.2322,     0.22561,      0.0343
       -18.7,     -0.5983,      0.2309,     0.22431,      0.0335
       -18.6,     -0.5948,     0.22961,     0.22301,      0.0328
       -18.5,     -0.5914,     0.22832,     0.22171,      0.0321
       -18.4,     -0.5879,     0.22703,     0.22042,      0.0313
       -18.3,     -0.5845,     0.22574,     0.21913,      0.0306
       -18.2,      -0.581,     0.22446,     0.21784,      0.0299
       -18.1,     -0.5776,     0.22317,     0.21655,      0.0291
         -18,     -0.5742,     0.22189,     0.21526,      0.0284
       -17.9,     -0.5707,     0.22062,     0.21398,      0.0277
       -17.8,     -0.5673,     0.21934,     0.21269,       0.027
       -17.7,     -0.5639,     0.21806,     0.21141,      0.0263
       -17.6,     -0.5605,     0.21678,     0.21012,      0.0256
       -17.5,      -0.557,     0.21549,     0.20884,      0.0248
       -17.4,     -0.5536,     0.21421,     0.20754,      0.0241
       -17.3,     -0.5502,     0.21292,     0.20626,      0.0234
       -17.2,     -0.5468,     0.21164,     0.20497,      0.0227
       -17.1,     -0.5434,     0.21036,     0.20368,      0.0221
         -17,       -0.54,     0.20907,     0.20239,      0.0214
       -16.9,     -0.5366,     0.20779,      0.2011,      0.0207
       -16.8,     -0.5332,      0.2065,     0.19981,        0.02
       -16.7,     -0.5299,     0.20522,     0.19852,      0.0193
       -16.6,     -0.5265,     0.20394,     0.19723,      0.0186
       -16.5,     -0.5232,     0.20265,     0.19594,       0.018
       -16.4,     -0.5199,     0.20137,     0.19465,      0.0173
       -16.3,     -0.5191,     0.19831,     0.19159,      0.0164
       -16.2,     -0.5165,     0.19654,     0.18982,      0.0156
       -16.1,     -0.5144,     0.19452,      0.1878,      0.0147
