st10
Re        7e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -9.4,     -0.6899,     0.02574,     0.01975,     -0.0672
        -9.3,     -0.6814,     0.02459,     0.01842,     -0.0675
        -9.2,     -0.6722,     0.02379,     0.01749,     -0.0677
        -9.1,     -0.6626,     0.02314,     0.01673,     -0.0678
          -9,     -0.6529,     0.02256,     0.01604,     -0.0679
        -8.9,      -0.643,     0.02202,      0.0154,      -0.068
        -8.8,     -0.6329,     0.02156,     0.01486,     -0.0681
        -8.7,     -0.6228,     0.02111,     0.01433,     -0.0682
        -8.6,     -0.6125,      0.0207,     0.01383,     -0.0683
        -8.5,     -0.6022,     0.02029,     0.01334,     -0.0684
        -8.4,     -0.5918,     0.01994,     0.01292,     -0.0684
        -8.3,     -0.5814,     0.01959,     0.01249,     -0.0685
        -8.2,     -0.5709,     0.01926,     0.01208,     -0.0686
        -8.1,     -0.5603,     0.01892,     0.01167,     -0.0686
          -8,     -0.5497,     0.01861,     0.01129,     -0.0687
        -7.9,     -0.5391,      0.0183,     0.01091,     -0.0688
        -7.8,     -0.5284,     0.01799,     0.01052,     -0.0688
        -7.7,     -0.5177,      0.0177,     0.01016,     -0.0689
        -7.6,     -0.5069,     0.01742,     0.00982,     -0.0689
        -7.5,     -0.4961,     0.01715,     0.00948,      -0.069
        -7.4,     -0.4853,      0.0169,     0.00916,      -0.069
        -7.3,     -0.4744,     0.01665,     0.00886,     -0.0691
        -7.2,     -0.4635,     0.01643,     0.00857,     -0.0691
        -7.1,     -0.4526,      0.0162,     0.00829,     -0.0692
          -7,     -0.4416,     0.01599,     0.00802,     -0.0692
        -6.9,     -0.4306,     0.01579,     0.00776,     -0.0693
        -6.8,     -0.4196,     0.01559,     0.00751,     -0.0693
        -6.7,     -0.4086,      0.0154,     0.00727,     -0.0694
        -6.6,     -0.3975,     0.01523,     0.00704,     -0.0694
        -6.5,     -0.3865,     0.01505,     0.00682,     -0.0695
        -6.4,     -0.3754,     0.01489,     0.00661,     -0.0695
        -6.3,     -0.3643,     0.01473,      0.0064,     -0.0696
        -6.2,     -0.3532,     0.01458,     0.00621,     -0.0696
        -6.1,      -0.342,     0.01444,     0.00603,     -0.0697
          -6,     -0.3309,      0.0143,     0.00584,     -0.0697
        -5.9,     -0.3197,     0.01416,     0.00567,     -0.0697
        -5.8,     -0.3086,     0.01403,     0.00549,     -0.0698
        -5.7,     -0.2974,     0.01391,     0.00533,     -0.0698
        -5.6,     -0.2862,     0.01379,     0.00518,     -0.0699
        -5.5,      -0.275,     0.01367,     0.00502,     -0.0699
        -5.4,     -0.2638,     0.01356,     0.00488,       -0.07
        -5.3,     -0.2526,     0.01346,     0.00473,       -0.07
        -5.2,     -0.2414,     0.01336,      0.0046,       -0.07
        -5.1,     -0.2301,     0.01326,     0.00446,     -0.0701
          -5,     -0.2189,     0.01316,     0.00433,     -0.0701
        -4.9,     -0.2077,     0.01307,     0.00421,     -0.0702
        -4.8,     -0.1964,     0.01299,      0.0041,     -0.0702
        -4.7,     -0.1852,      0.0129,     0.00398,     -0.0702
        -4.6,     -0.1739,     0.01283,     0.00388,     -0.0703
        -4.5,     -0.1626,     0.01275,     0.00378,     -0.0703
        -4.4,     -0.1514,     0.01268,     0.00368,     -0.0704
        -4.3,     -0.1401,     0.01261,     0.00358,     -0.0704
        -4.2,     -0.1288,     0.01254,     0.00349,     -0.0704
        -4.1,     -0.1175,     0.01248,      0.0034,     -0.0705
          -4,     -0.1062,     0.01242,     0.00331,     -0.0705
        -3.9,      -0.095,     0.01236,     0.00323,     -0.0706
        -3.8,     -0.0837,      0.0123,     0.00315,     -0.0706
        -3.7,     -0.0724,     0.01225,     0.00307,     -0.0706
        -3.6,     -0.0611,      0.0122,       0.003,     -0.0707
        -3.5,     -0.0498,     0.01215,     0.00293,     -0.0707
        -3.4,     -0.0385,      0.0121,     0.00287,     -0.0708
        -3.3,     -0.0272,     0.01206,      0.0028,     -0.0708
        -3.2,     -0.0159,     0.01202,     0.00274,     -0.0708
        -3.1,     -0.0046,     0.01198,     0.00269,     -0.0709
          -3,      0.0067,     0.01194,     0.00263,     -0.0709
        -2.9,      0.0181,     0.01191,     0.00251,     -0.0709
        -2.8,      0.0294,     0.01188,     0.00246,      -0.071
        -2.7,      0.0407,     0.01185,     0.00241,      -0.071
        -2.6,       0.052,     0.01182,     0.00237,     -0.0711
        -2.5,      0.0633,     0.01179,     0.00233,     -0.0711
        -2.4,      0.0746,     0.01176,     0.00229,     -0.0711
        -2.3,      0.0859,     0.01174,     0.00225,     -0.0712
        -2.2,      0.0972,     0.01172,     0.00221,     -0.0712
        -2.1,      0.1085,      0.0117,     0.00218,     -0.0712
          -2,      0.1198,     0.01168,     0.00215,     -0.0713
        -1.9,      0.1311,     0.01166,     0.00212,     -0.0713
        -1.8,      0.1424,     0.01164,      0.0021,     -0.0714
        -1.7,      0.1537,     0.01163,     0.00207,     -0.0714
        -1.6,       0.165,     0.01162,     0.00205,     -0.0714
        -1.5,      0.1763,     0.01161,     0.00203,     -0.0715
        -1.4,      0.1876,      0.0116,     0.00201,     -0.0715
        -1.3,      0.1989,     0.01159,       0.002,     -0.0715
        -1.2,      0.2102,     0.01158,     0.00198,     -0.0716
        -1.1,      0.2214,     0.01157,     0.00197,     -0.0716
          -1,      0.2327,     0.01154,     0.00195,     -0.0716
        -0.9,       0.244,     0.01148,     0.00192,     -0.0717
        -0.8,      0.2553,     0.01146,     0.00191,     -0.0717
        -0.6,      0.2779,     0.01137,     0.00189,     -0.0718
        -0.5,      0.2892,     0.01138,     0.00189,     -0.0719
        -0.4,      0.3004,     0.01139,     0.00189,     -0.0719
        -0.3,      0.3117,      0.0114,      0.0019,     -0.0719
        -0.2,       0.323,     0.01141,      0.0019,     -0.0719
        -0.1,      0.3342,     0.01143,     0.00191,      -0.072
           0,      0.3455,     0.01144,     0.00192,      -0.072
         0.1,      0.3567,     0.01146,     0.00193,      -0.072
         0.2,       0.368,     0.01148,     0.00194,      -0.072
         0.3,      0.3792,     0.01149,     0.00195,      -0.072
