st5
Re        1e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,      -0.618,      0.2496,     0.24143,      0.0263
       -19.9,     -0.6146,     0.24832,     0.24015,      0.0255
       -19.8,     -0.6111,     0.24704,     0.23886,      0.0247
       -19.7,     -0.6077,     0.24577,     0.23758,       0.024
       -19.6,     -0.6043,     0.24448,     0.23628,      0.0232
       -19.5,     -0.6008,      0.2432,     0.23499,      0.0225
       -19.4,     -0.5974,     0.24191,     0.23369,      0.0217
       -19.3,      -0.594,     0.24063,     0.23241,       0.021
       -19.2,     -0.5906,     0.23935,     0.23112,      0.0202
       -19.1,     -0.5872,     0.23806,     0.22982,      0.0195
         -19,     -0.5838,     0.23677,     0.22853,      0.0188
       -18.9,     -0.5804,     0.23548,     0.22723,       0.018
       -18.8,      -0.577,     0.23419,     0.22593,      0.0173
       -18.7,     -0.5736,      0.2329,     0.22464,      0.0166
       -18.6,     -0.5702,     0.23161,     0.22334,      0.0159
       -18.5,     -0.5668,     0.23032,     0.22204,      0.0152
       -18.4,     -0.5635,     0.22902,     0.22073,      0.0144
       -18.3,     -0.5601,     0.22772,     0.21943,      0.0137
       -18.2,     -0.5567,     0.22641,     0.21812,       0.013
       -18.1,     -0.5534,     0.22511,     0.21681,      0.0123
         -18,       -0.55,      0.2238,     0.21549,      0.0116
       -17.9,     -0.5467,     0.22249,     0.21417,      0.0109
       -17.8,     -0.5433,     0.22117,     0.21286,      0.0102
       -17.7,       -0.54,     0.21986,     0.21154,      0.0095
       -17.6,     -0.5367,     0.21855,     0.21022,      0.0089
       -17.5,     -0.5334,     0.21723,      0.2089,      0.0082
       -17.4,     -0.5301,     0.21592,     0.20758,      0.0075
       -17.3,     -0.5268,      0.2146,     0.20625,      0.0068
       -17.2,     -0.5235,     0.21328,     0.20493,      0.0062
       -17.1,     -0.5202,     0.21196,      0.2036,      0.0055
         -17,      -0.517,     0.21065,     0.20228,      0.0048
       -16.9,     -0.5137,     0.20933,     0.20096,      0.0042
       -16.8,     -0.5105,     0.20801,     0.19964,      0.0035
       -16.7,     -0.5073,      0.2067,     0.19832,      0.0029
       -16.6,     -0.5041,     0.20538,     0.19699,      0.0022
       -16.5,     -0.5009,     0.20406,     0.19567,      0.0016
       -16.4,     -0.4977,     0.20275,     0.19436,       0.001
       -16.3,     -0.4945,     0.20144,     0.19304,      0.0003
       -16.2,     -0.4913,     0.20012,     0.19172,     -0.0003
       -16.1,     -0.4882,     0.19881,      0.1904,     -0.0009
         -16,     -0.4851,      0.1975,     0.18909,     -0.0015
       -15.9,     -0.4819,     0.19619,     0.18777,     -0.0021
       -15.8,     -0.4788,     0.19489,     0.18646,     -0.0027
       -15.7,     -0.4757,     0.19358,     0.18516,     -0.0033
       -15.6,     -0.4727,     0.19228,     0.18385,     -0.0039
       -15.5,     -0.4696,     0.19098,     0.18255,     -0.0045
       -15.4,     -0.4665,     0.18969,     0.18124,     -0.0051
       -15.3,     -0.4635,      0.1884,     0.17994,     -0.0057
       -15.2,     -0.4604,     0.18711,     0.17864,     -0.0063
       -15.1,     -0.4574,     0.18582,     0.17735,     -0.0069
         -15,     -0.4543,     0.18453,     0.17605,     -0.0075
       -14.9,     -0.4513,     0.18324,     0.17475,      -0.008
       -14.8,     -0.4483,     0.18195,     0.17346,     -0.0086
       -14.7,     -0.4452,     0.18066,     0.17217,     -0.0092
       -14.6,     -0.4422,     0.17938,     0.17088,     -0.0097
       -14.5,     -0.4392,     0.17809,     0.16959,     -0.0103
       -14.4,     -0.4362,     0.17682,      0.1683,     -0.0109
       -14.3,     -0.4333,     0.17554,     0.16703,     -0.0114
       -14.2,     -0.4303,     0.17427,     0.16575,      -0.012
       -14.1,     -0.4273,       0.173,     0.16447,     -0.0125
         -14,     -0.4244,     0.17173,      0.1632,     -0.0131
       -13.9,     -0.4214,     0.17046,     0.16193,     -0.0136
       -13.8,     -0.4202,     0.16813,     0.15962,     -0.0142
       -13.7,     -0.4181,     0.16639,      0.1579,     -0.0149
       -13.6,     -0.4149,     0.16531,     0.15681,     -0.0154
       -13.5,     -0.4118,      0.1642,      0.1557,     -0.0159
       -13.4,     -0.4088,     0.16303,     0.15453,     -0.0165
       -13.3,     -0.4059,      0.1618,      0.1533,      -0.017
       -13.2,     -0.4031,     0.16053,     0.15202,     -0.0175
       -13.1,     -0.4004,     0.15923,     0.15072,     -0.0181
         -13,     -0.3976,     0.15794,     0.14943,     -0.0186
       -12.9,     -0.3948,     0.15665,     0.14813,     -0.0191
       -12.8,      -0.392,     0.15537,     0.14685,     -0.0196
       -12.7,     -0.3892,     0.15409,     0.14556,     -0.0201
       -12.6,     -0.3865,     0.15281,     0.14428,     -0.0206
       -12.5,     -0.3837,     0.15153,     0.14299,     -0.0211
       -12.4,      -0.381,     0.15026,     0.14172,     -0.0216
       -12.3,     -0.3782,     0.14899,     0.14045,     -0.0221
       -12.2,     -0.3755,     0.14772,     0.13918,     -0.0226
       -12.1,     -0.3728,     0.14646,     0.13792,     -0.0231
         -12,       -0.37,     0.14521,     0.13666,     -0.0236
       -11.9,     -0.3673,     0.14395,      0.1354,     -0.0241
       -11.8,     -0.3646,     0.14269,     0.13414,     -0.0246
       -11.7,      -0.362,     0.14143,     0.13288,      -0.025
       -11.6,     -0.3592,     0.14018,     0.13163,     -0.0255
       -11.5,     -0.3565,     0.13892,     0.13037,      -0.026
       -11.4,     -0.3538,     0.13767,     0.12911,     -0.0265
       -11.3,     -0.3511,     0.13641,     0.12785,      -0.027
       -11.2,     -0.3484,     0.13516,      0.1266,     -0.0275
       -11.1,     -0.3457,     0.13391,     0.12535,      -0.028
         -11,      -0.343,     0.13266,      0.1241,     -0.0285
       -10.9,     -0.3403,     0.13142,     0.12286,     -0.0289
       -10.8,     -0.3376,     0.13018,     0.12161,     -0.0294
       -10.7,      -0.335,     0.12894,     0.12037,     -0.0299
       -10.6,     -0.3323,     0.12769,     0.11913,     -0.0304
       -10.5,     -0.3296,     0.12646,     0.11789,     -0.0309
       -10.4,     -0.3269,     0.12523,     0.11665,     -0.0314
       -10.3,     -0.3243,     0.12399,     0.11541,     -0.0319
       -10.2,     -0.3216,     0.12275,     0.11417,     -0.0323
       -10.1,     -0.3189,     0.12151,     0.11294,     -0.0328
         -10,     -0.3162,     0.12028,     0.11171,     -0.0333
        -9.9,     -0.3135,     0.11905,     0.11048,     -0.0338
        -9.8,     -0.3109,     0.11782,     0.10925,     -0.0343
