st4
Re        6e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.6254,     0.24492,     0.24002,      0.0332
       -19.9,      -0.622,     0.24356,     0.23866,      0.0324
       -19.8,     -0.6187,      0.2422,     0.23729,      0.0316
       -19.7,     -0.6153,     0.24084,     0.23593,      0.0308
       -19.6,     -0.6119,     0.23948,     0.23456,      0.0301
       -19.5,     -0.6086,     0.23812,      0.2332,      0.0293
       -19.4,     -0.6053,     0.23677,     0.23184,      0.0285
       -19.3,     -0.6019,     0.23542,     0.23049,      0.0278
       -19.2,     -0.5986,     0.23408,     0.22914,       0.027
       -19.1,     -0.5953,     0.23273,     0.22779,      0.0263
         -19,      -0.592,      0.2314,     0.22645,      0.0255
       -18.9,     -0.5886,     0.23007,     0.22511,      0.0248
       -18.8,     -0.5853,     0.22875,     0.22378,       0.024
       -18.7,      -0.582,     0.22743,     0.22246,      0.0233
       -18.6,     -0.5787,     0.22611,     0.22113,      0.0226
       -18.5,     -0.5753,      0.2248,     0.21982,      0.0219
       -18.4,      -0.572,     0.22348,     0.21849,      0.0211
       -18.3,     -0.5686,     0.22217,     0.21718,      0.0204
       -18.2,     -0.5653,     0.22086,     0.21586,      0.0197
       -18.1,     -0.5619,     0.21956,     0.21455,       0.019
         -18,     -0.5586,     0.21826,     0.21325,      0.0183
       -17.9,     -0.5552,     0.21696,     0.21195,      0.0175
       -17.8,     -0.5519,     0.21567,     0.21065,      0.0168
       -17.7,     -0.5486,     0.21438,     0.20936,      0.0161
       -17.6,     -0.5452,      0.2131,     0.20807,      0.0155
       -17.5,     -0.5419,     0.21182,     0.20679,      0.0148
       -17.4,     -0.5386,     0.21054,      0.2055,      0.0141
       -17.3,     -0.5353,     0.20926,     0.20422,      0.0134
       -17.2,     -0.5319,     0.20799,     0.20294,      0.0127
       -17.1,     -0.5286,     0.20671,     0.20166,       0.012
         -17,     -0.5253,     0.20544,     0.20038,      0.0114
       -16.9,      -0.522,     0.20417,     0.19911,      0.0107
       -16.8,     -0.5188,      0.2029,     0.19783,        0.01
       -16.7,     -0.5155,     0.20164,     0.19656,      0.0094
       -16.6,     -0.5122,     0.20037,     0.19529,      0.0087
       -16.5,      -0.509,     0.19911,     0.19402,      0.0081
       -16.4,     -0.5057,     0.19784,     0.19275,      0.0074
       -16.3,     -0.5025,     0.19658,     0.19148,      0.0068
       -16.2,     -0.4993,     0.19532,     0.19021,      0.0062
       -16.1,     -0.4961,     0.19406,     0.18895,      0.0055
         -16,     -0.4929,      0.1928,     0.18768,      0.0049
       -15.9,     -0.4897,     0.19154,     0.18642,      0.0043
       -15.8,     -0.4866,     0.19028,     0.18515,      0.0037
       -15.7,     -0.4835,     0.18902,     0.18389,      0.0031
       -15.6,     -0.4803,     0.18777,     0.18263,      0.0025
       -15.5,     -0.4773,     0.18651,     0.18137,      0.0019
       -15.4,     -0.4742,     0.18526,     0.18012,      0.0013
       -15.3,     -0.4711,       0.184,     0.17885,      0.0007
       -15.2,      -0.468,     0.18274,     0.17759,      0.0001
