st9
Re        1e+06
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -9.3,     -0.6015,     0.02399,      0.0184,     -0.0889
        -9.2,     -0.5921,     0.02265,     0.01691,     -0.0895
        -9.1,     -0.5822,     0.02171,     0.01585,     -0.0899
          -9,     -0.5721,     0.02096,     0.01499,     -0.0903
        -8.9,     -0.5619,     0.02032,     0.01424,     -0.0906
        -8.8,     -0.5515,     0.01975,     0.01358,     -0.0908
        -8.7,     -0.5411,     0.01925,     0.01298,      -0.091
        -8.6,     -0.5305,     0.01879,     0.01244,     -0.0912
        -8.5,     -0.5199,     0.01836,     0.01194,     -0.0914
        -8.4,     -0.5093,     0.01798,     0.01148,     -0.0915
        -8.3,     -0.4986,     0.01762,     0.01104,     -0.0917
        -8.2,     -0.4879,     0.01728,     0.01063,     -0.0918
        -8.1,     -0.4771,     0.01696,     0.01025,     -0.0919
          -8,     -0.4663,     0.01666,     0.00988,     -0.0921
        -7.9,     -0.4555,     0.01638,     0.00954,     -0.0922
        -7.8,     -0.4446,     0.01612,     0.00921,     -0.0923
        -7.7,     -0.4337,     0.01586,      0.0089,     -0.0924
        -7.6,     -0.4228,     0.01563,      0.0086,     -0.0925
        -7.5,     -0.4118,      0.0154,     0.00832,     -0.0926
        -7.4,     -0.4009,     0.01518,     0.00805,     -0.0927
        -7.3,     -0.3899,     0.01497,     0.00778,     -0.0927
        -7.2,     -0.3789,     0.01477,     0.00753,     -0.0928
        -7.1,     -0.3679,     0.01458,     0.00729,     -0.0929
          -7,     -0.3569,      0.0144,     0.00706,      -0.093
        -6.9,     -0.3458,     0.01422,     0.00683,     -0.0931
        -6.8,     -0.3348,     0.01405,     0.00662,     -0.0931
        -6.7,     -0.3237,     0.01389,     0.00641,     -0.0932
        -6.6,     -0.3126,     0.01373,     0.00621,     -0.0933
        -6.5,     -0.3015,     0.01358,     0.00602,     -0.0933
        -6.4,     -0.2904,     0.01343,     0.00583,     -0.0934
        -6.3,     -0.2793,     0.01328,     0.00565,     -0.0935
        -6.2,     -0.2682,     0.01315,     0.00548,     -0.0935
        -6.1,     -0.2571,     0.01302,     0.00531,     -0.0936
          -6,      -0.246,      0.0129,     0.00516,     -0.0936
        -5.9,     -0.2348,     0.01279,     0.00501,     -0.0937
        -5.8,     -0.2237,     0.01268,     0.00486,     -0.0938
        -5.7,     -0.2126,     0.01257,     0.00472,     -0.0938
        -5.6,     -0.2014,     0.01247,     0.00459,     -0.0939
        -5.5,     -0.1902,     0.01237,     0.00446,     -0.0939
        -5.4,     -0.1791,     0.01227,     0.00432,      -0.094
        -5.3,     -0.1679,     0.01217,     0.00419,      -0.094
        -5.2,     -0.1567,     0.01208,     0.00405,      -0.094
        -5.1,     -0.1455,     0.01199,     0.00393,     -0.0941
          -5,     -0.1343,     0.01191,     0.00382,     -0.0941
        -4.9,     -0.1231,     0.01182,      0.0037,     -0.0942
        -4.8,     -0.1119,     0.01175,      0.0036,     -0.0942
        -4.7,     -0.1007,     0.01167,     0.00349,     -0.0942
        -4.6,     -0.0894,      0.0116,      0.0034,     -0.0943
        -4.5,     -0.0782,     0.01153,      0.0033,     -0.0943
        -4.4,      -0.067,     0.01147,     0.00321,     -0.0944
        -4.3,     -0.0558,      0.0114,     0.00312,     -0.0944
        -4.2,     -0.0446,     0.01134,     0.00303,     -0.0944
        -4.1,     -0.0334,     0.01129,     0.00295,     -0.0945
          -4,     -0.0222,     0.01123,     0.00288,     -0.0945
        -3.9,     -0.0109,     0.01118,      0.0028,     -0.0945
        -3.8,      0.0003,     0.01113,     0.00273,     -0.0945
        -3.7,      0.0115,     0.01108,     0.00266,     -0.0946
        -3.6,      0.0227,     0.01104,      0.0026,     -0.0946
        -3.5,      0.0339,       0.011,     0.00254,     -0.0946
        -3.4,      0.0451,     0.01096,     0.00248,     -0.0947
        -3.3,      0.0564,     0.01092,     0.00242,     -0.0947
        -3.2,      0.0676,     0.01089,     0.00236,     -0.0947
        -3.1,      0.0788,     0.01086,     0.00224,     -0.0947
          -3,      0.0901,     0.01082,     0.00219,     -0.0948
        -2.9,      0.1013,     0.01079,     0.00215,     -0.0948
        -2.8,      0.1125,     0.01076,      0.0021,     -0.0948
        -2.7,      0.1237,     0.01073,     0.00206,     -0.0948
        -2.6,      0.1349,     0.01071,     0.00202,     -0.0949
        -2.5,      0.1461,     0.01069,     0.00198,     -0.0949
        -2.4,      0.1573,     0.01066,     0.00195,     -0.0949
        -2.3,      0.1685,     0.01064,     0.00192,     -0.0949
        -2.2,      0.1797,     0.01062,     0.00189,      -0.095
        -2.1,       0.191,     0.01061,     0.00186,      -0.095
          -2,      0.2022,     0.01059,     0.00183,      -0.095
        -1.9,      0.2134,     0.01057,      0.0018,      -0.095
        -1.8,      0.2246,     0.01056,     0.00178,      -0.095
        -1.7,      0.2358,     0.01055,     0.00176,     -0.0951
        -1.6,      0.2469,     0.01054,     0.00174,     -0.0951
        -1.5,      0.2581,     0.01052,     0.00172,     -0.0951
        -1.4,      0.2693,     0.01051,      0.0017,     -0.0951
        -1.3,      0.2805,     0.01049,     0.00168,     -0.0951
        -1.2,      0.2917,     0.01048,     0.00167,     -0.0951
        -1.1,      0.3029,     0.01048,     0.00166,     -0.0952
          -1,      0.3141,     0.01047,     0.00165,     -0.0952
        -0.9,      0.3253,     0.01044,     0.00163,     -0.0952
        -0.8,      0.3365,      0.0104,     0.00162,     -0.0952
        -0.7,      0.3477,      0.0104,     0.00161,     -0.0952
        -0.6,      0.3588,     0.01041,     0.00161,     -0.0953
        -0.5,        0.37,      0.0104,     0.00161,     -0.0953
        -0.4,      0.3812,     0.01039,     0.00161,     -0.0953
        -0.3,      0.3923,     0.01039,     0.00161,     -0.0953
        -0.2,      0.4035,     0.01038,     0.00162,     -0.0953
        -0.1,      0.4146,     0.01037,     0.00162,     -0.0954
           0,      0.4258,     0.01038,     0.00163,     -0.0954
