st7
Re        7e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
        -6.7,     -0.2024,     0.02045,      0.0139,     -0.1215
        -6.6,     -0.1906,     0.01926,     0.01253,     -0.1224
        -6.5,      -0.179,     0.01849,     0.01162,     -0.1229
        -6.4,     -0.1675,     0.01785,     0.01086,     -0.1234
        -6.3,     -0.1561,     0.01731,     0.01019,     -0.1238
        -6.2,     -0.1446,     0.01683,      0.0096,     -0.1241
        -6.1,     -0.1332,     0.01641,     0.00908,     -0.1244
          -6,     -0.1219,     0.01603,     0.00861,     -0.1246
        -5.9,     -0.1105,     0.01568,     0.00817,     -0.1249
        -5.8,     -0.0992,     0.01538,     0.00778,     -0.1251
        -5.7,     -0.0878,     0.01509,     0.00741,     -0.1253
        -5.6,     -0.0765,     0.01484,     0.00707,     -0.1254
        -5.5,     -0.0652,     0.01459,     0.00676,     -0.1256
        -5.4,     -0.0539,     0.01437,     0.00646,     -0.1257
        -5.3,     -0.0426,     0.01416,     0.00616,     -0.1258
        -5.2,     -0.0313,     0.01397,     0.00591,     -0.1259
        -5.1,       -0.02,     0.01379,     0.00567,     -0.1261
          -5,     -0.0088,     0.01363,     0.00545,     -0.1262
        -4.9,      0.0025,     0.01348,     0.00524,     -0.1262
        -4.8,      0.0137,     0.01333,     0.00504,     -0.1263
        -4.7,       0.025,      0.0132,     0.00485,     -0.1264
        -4.6,      0.0362,     0.01307,     0.00468,     -0.1265
        -4.5,      0.0474,     0.01295,     0.00451,     -0.1266
        -4.4,      0.0586,     0.01284,     0.00435,     -0.1266
        -4.3,      0.0699,     0.01273,     0.00419,     -0.1267
        -4.2,      0.0811,     0.01263,     0.00405,     -0.1267
        -4.1,      0.0923,     0.01254,     0.00392,     -0.1268
          -4,      0.1035,     0.01245,     0.00379,     -0.1268
        -3.9,      0.1147,     0.01237,     0.00367,     -0.1269
        -3.8,      0.1259,     0.01229,     0.00355,     -0.1269
        -3.7,       0.137,     0.01222,     0.00344,      -0.127
        -3.6,      0.1482,     0.01215,     0.00334,      -0.127
        -3.5,      0.1594,     0.01209,     0.00324,      -0.127
        -3.4,      0.1706,     0.01203,     0.00314,     -0.1271
        -3.3,      0.1817,     0.01198,     0.00305,     -0.1271
        -3.2,       0.193,     0.01192,     0.00287,     -0.1271
        -3.1,      0.2041,     0.01187,     0.00279,     -0.1271
          -3,      0.2153,     0.01182,     0.00272,     -0.1272
        -2.9,      0.2264,     0.01178,     0.00265,     -0.1272
        -2.8,      0.2376,     0.01174,     0.00258,     -0.1272
        -2.7,      0.2487,      0.0117,     0.00252,     -0.1272
        -2.6,      0.2598,     0.01167,     0.00247,     -0.1272
        -2.5,      0.2709,     0.01164,     0.00241,     -0.1273
        -2.4,      0.2821,     0.01161,     0.00236,     -0.1273
        -2.3,      0.2932,     0.01158,     0.00232,     -0.1273
        -2.2,      0.3043,     0.01156,     0.00227,     -0.1273
        -2.1,      0.3154,     0.01154,     0.00223,     -0.1273
          -2,      0.3265,     0.01152,      0.0022,     -0.1273
        -1.9,      0.3376,      0.0115,     0.00216,     -0.1273
        -1.8,      0.3487,     0.01148,     0.00213,     -0.1273
        -1.7,      0.3598,     0.01147,      0.0021,     -0.1273
        -1.6,      0.3708,     0.01146,     0.00208,     -0.1274
