st1
Re        1e+05
M            0
N            1
VACC            0 VACCflag 1
XTR         0.05         0.05 XTRflag 1
alpha,cl,cd,cdp,cm
         -20,     -0.7126,     0.21012,     0.20077,      0.0426
       -19.9,     -0.7109,     0.20844,     0.19908,      0.0416
       -19.8,     -0.7095,     0.20669,     0.19731,      0.0405
       -19.7,     -0.7087,     0.20479,     0.19539,      0.0394
       -19.6,     -0.7073,     0.20306,     0.19366,      0.0384
       -19.5,     -0.7043,     0.20181,      0.1924,      0.0376
       -19.4,     -0.7016,     0.20046,     0.19105,      0.0368
       -19.3,     -0.6993,       0.199,     0.18957,      0.0359
       -19.2,     -0.6978,     0.19732,     0.18788,      0.0349
       -19.1,     -0.6979,     0.19525,     0.18579,      0.0337
         -19,     -0.7024,     0.19201,     0.18251,      0.0319
       -18.9,     -0.7003,     0.19055,     0.18104,      0.0311
       -18.8,     -0.6983,     0.18907,     0.17954,      0.0302
       -18.7,     -0.6965,     0.18756,     0.17802,      0.0294
       -18.6,     -0.6947,     0.18603,     0.17647,      0.0285
       -18.5,     -0.6932,     0.18446,     0.17488,      0.0276
       -18.4,     -0.6918,     0.18284,     0.17325,      0.0267
       -18.3,     -0.6906,     0.18121,      0.1716,      0.0258
       -18.2,     -0.6894,     0.17957,     0.16994,      0.0249
       -18.1,     -0.6884,     0.17789,     0.16824,      0.0239
         -18,     -0.6875,     0.17618,      0.1665,       0.023
       -17.9,     -0.6869,     0.17441,     0.16471,      0.0221
       -17.8,     -0.6866,     0.17257,     0.16285,      0.0211
       -17.7,     -0.6867,     0.17066,     0.16091,        0.02
       -17.6,     -0.6871,     0.16868,     0.15889,       0.019
       -17.5,     -0.6879,     0.16663,     0.15681,      0.0179
       -17.4,      -0.689,     0.16453,     0.15467,      0.0168
       -17.3,     -0.6902,     0.16242,     0.15252,      0.0157
       -17.2,     -0.6916,     0.16029,     0.15035,      0.0146
       -17.1,     -0.6933,     0.15811,     0.14812,      0.0135
         -17,     -0.6953,     0.15587,     0.14583,      0.0124
       -16.9,     -0.6975,     0.15363,     0.14354,      0.0113
       -16.8,     -0.6995,     0.15144,      0.1413,      0.0102
       -16.7,     -0.7016,     0.14924,     0.13905,      0.0091
       -16.6,     -0.7038,     0.14704,     0.13679,       0.008
       -16.5,     -0.7057,     0.14493,     0.13463,       0.007
       -16.4,     -0.7074,     0.14287,     0.13252,       0.006
       -16.3,     -0.7093,      0.1408,      0.1304,       0.005
       -16.2,     -0.7112,     0.13874,     0.12829,       0.004
       -16.1,     -0.7129,     0.13673,     0.12623,      0.0031
         -16,     -0.7143,     0.13479,     0.12424,      0.0021
       -15.9,     -0.7157,     0.13286,     0.12226,      0.0013
       -15.8,      -0.717,     0.13093,     0.12028,      0.0004
